rank,mark,wind,competitor,dob,nationality,position,venue,date,result_score,discipline,type,sex,age_cat
185,22.25,,Werner GÜNTHÖR,01 JUN 1961,SUI,1,"Letzigrund, Zürich (SUI)",19 AUG 1987,1255,shot-put,throws,male,senior
185,22.25,,Christian CANTWELL,30 SEP 1980,USA,1,"Atlanta, GA (USA)",18 JUN 2004,1255,shot-put,throws,male,senior
185,22.25,,Konrad BUKOWIECKI,17 MAR 1997,POL,1,"Stadion Śląski, Chorzów (POL)",14 SEP 2019,1255,shot-put,throws,male,senior
185,22.25,,Joe KOVACS,28 JUN 1989,USA,1,"Mestský Stadion, Ostrava (CZE)",31 MAY 2022,1255,shot-put,throws,male,senior
185,22.25,,Jordan GEIST,21 JUL 1998,USA,1,"Morton Stadium, Santry, Dublin (IRL)",12 JUL 2024,1255,shot-put,throws,male,senior
185,22.25,,Ryan CROUSER,18 DEC 1992,USA,1,"Stadio Comunale, Bellinzona (SUI)",09 SEP 2024,1255,shot-put,throws,male,senior
191,22.24,,Sergey SMIRNOV,17 SEP 1960,URS,2,Tallinn (EST),21 JUN 1986,1255,shot-put,throws,male,senior
191,22.24,,Ulf TIMMERMANN,01 NOV 1962,GDR,1,"Hoosier Dome, Indianapolis, IN (USA) (i)",07 MAR 1987,1255,shot-put,throws,male,senior
191,22.24,,Leonardo FABBRI,15 APR 1997,ITA,4,"Fountains, Zagreb (CRO)",07 SEP 2024,1255,shot-put,throws,male,senior
194,22.23,,Werner GÜNTHÖR,01 JUN 1961,SUI,1,"Stadio Olimpico, Roma (ITA)",29 AUG 1987,1254,shot-put,throws,male,senior
194,22.23,,Ryan WHITING,24 NOV 1986,USA,1,"Albuquerque, NM (USA) (i)",23 FEB 2014,1254,shot-put,throws,male,senior
196,22.22,,Udo BEYER,09 AUG 1955,GDR,1,"Los Angeles, CA (USA)",25 JUN 1983,1254,shot-put,throws,male,senior
196,22.22,,Werner GÜNTHÖR,01 JUN 1961,SUI,1,"Neckarstadion, Stuttgart (GER)",28 AUG 1986,1254,shot-put,throws,male,senior
196,22.22,,Adam NELSON,07 JUL 1975,USA,1,"Palo Alto, CA (USA)",22 JUN 2002,1254,shot-put,throws,male,senior
196,22.22,,Christian CANTWELL,30 SEP 1980,USA,1,"Sports Park Mladost, Zagreb (CRO)",01 SEP 2010,1254,shot-put,throws,male,senior
196,22.22,,Ryan CROUSER,18 DEC 1992,USA,1,"New York, NY (USA) (i)",23 FEB 2019,1254,shot-put,throws,male,senior
196,22.22,,Bob BERTEMES,24 MAY 1993,LUX,1,Luxembourg (LUX),04 AUG 2019,1254,shot-put,throws,male,senior
196,22.22,,Tom WALSH,01 MAR 1992,NZL,1,"Bregyó Athletic Center, Székesfehérvár (HUN)",06 JUL 2021,1254,shot-put,throws,male,senior
196,22.22,,Tom WALSH,01 MAR 1992,NZL,1,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",06 JUN 2023,1254,shot-put,throws,male,senior
196,22.22,,Rajindra CAMPBELL,29 FEB 1996,JAM,1,"Estadio Vallehermoso, Madrid (ESP)",22 JUL 2023,1254,shot-put,throws,male,senior
205,22.21,,Dylan ARMSTRONG,15 JAN 1981,CAN,1,Calgary (CAN),25 JUN 2011,1253,shot-put,throws,male,senior
205,22.21,,Tom WALSH,01 MAR 1992,NZL,2,"Sports Park Mladost, Zagreb (CRO)",05 SEP 2016,1253,shot-put,throws,male,senior
205,22.21,,Ryan CROUSER,18 DEC 1992,USA,1,"Chula Vista, CA (USA)",14 MAY 2018,1253,shot-put,throws,male,senior
205,22.21,,Ryan CROUSER,18 DEC 1992,USA,2,"Bislett Stadion, Oslo (NOR)",07 JUN 2018,1253,shot-put,throws,male,senior
209,22.20,,John GODINA,31 MAY 1972,USA,1,"Carson, CA (USA)",22 MAY 2005,1252,shot-put,throws,male,senior
209,22.20,,David STORL,27 JUL 1990,GER,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",09 JUL 2015,1252,shot-put,throws,male,senior
209,22.20,,Tom WALSH,01 MAR 1992,NZL,1,"Letzigrund, Zürich (SUI)",01 SEP 2016,1252,shot-put,throws,male,senior
212,22.19,,Brian OLDFIELD,01 JUN 1945,USA,1,San José (USA),26 MAY 1984,1252,shot-put,throws,male,senior
212,22.19,,Ulf TIMMERMANN,01 NOV 1962,GDR,1,"Arena Stade Couvert, Liévin (FRA) (i)",21 FEB 1987,1252,shot-put,throws,male,senior
212,22.19,,Ulf TIMMERMANN,01 NOV 1962,GDR,1,Berlin (GER),30 AUG 1989,1252,shot-put,throws,male,senior
212,22.19,,Kevin TOTH,29 DEC 1967,USA,1,"Hayward Field, Eugene, OR (USA)",26 MAY 2002,1252,shot-put,throws,male,senior
212,22.19,,Ryan CROUSER,18 DEC 1992,USA,1,"Armory Track&Field Center, New York, NY (USA) (i)",08 FEB 2020,1252,shot-put,throws,male,senior
212,22.19,,Ryan CROUSER,18 DEC 1992,USA,1,"Fountains, Zagreb (CRO)",10 SEP 2022,1252,shot-put,throws,male,senior
212,22.19,,Joe KOVACS,28 JUN 1989,USA,1,"Stadio Comunale, Bellinzona (SUI)",12 SEP 2022,1252,shot-put,throws,male,senior
219,22.18,,Werner GÜNTHÖR,01 JUN 1961,SUI,1,Århus (DEN),01 JUL 1987,1251,shot-put,throws,male,senior
219,22.18,,Randy BARNES,16 JUN 1966,USA,1,Linz (AUT),14 AUG 1989,1251,shot-put,throws,male,senior
219,22.18,,Werner GÜNTHÖR,01 JUN 1961,SUI,1,Bern (SUI),29 AUG 1989,1251,shot-put,throws,male,senior
219,22.18,,Christian CANTWELL,30 SEP 1980,USA,1,"Warrensburg, MO (USA) (i)",22 FEB 2008,1251,shot-put,throws,male,senior
219,22.18,,Ryan CROUSER,18 DEC 1992,USA,3,"Letzigrund, Zürich (SUI)",30 AUG 2018,1251,shot-put,throws,male,senior
219,22.18,,Tom WALSH,01 MAR 1992,NZL,1,"Stadion Śląski, Chorzów (POL)",16 JUN 2019,1251,shot-put,throws,male,senior
225,22.17,,Alessandro ANDREI,03 JAN 1959,ITA,1,San Giovanni Valdarno (ITA),16 MAY 1987,1251,shot-put,throws,male,senior
225,22.17,,Christian CANTWELL,30 SEP 1980,USA,1,"Eugene, OR (USA)",28 MAY 2006,1251,shot-put,throws,male,senior
225,22.17,,Tomáš STANĚK,13 JUN 1991,CZE,1,"Leichtathletikhalle im Arena-Sportpark, Düsseldorf (GER) (i)",06 FEB 2018,1251,shot-put,throws,male,senior
225,22.17,,Ryan CROUSER,18 DEC 1992,USA,2,"Cobb Track and Angell Field, Palo Alto, CA (USA)",30 JUN 2019,1251,shot-put,throws,male,senior
225,22.17,,Bob BERTEMES,24 MAY 1993,LUX,1,Dudelange (LUX),15 SEP 2019,1251,shot-put,throws,male,senior
225,22.17,,Michał HARATYK,10 APR 1992,POL,1,"Stadion Zygmunta Szelesta, Warszawa (POL)",15 MAY 2021,1251,shot-put,throws,male,senior
231,22.16,,Sergey SMIRNOV,17 SEP 1960,URS,1,Kiev (URS),16 JUL 1986,1250,shot-put,throws,male,senior
231,22.16,,Werner GÜNTHÖR,01 JUN 1961,SUI,1,St. Gallen (SUI),20 SEP 1986,1250,shot-put,throws,male,senior
231,22.16,,Christian CANTWELL,30 SEP 1980,USA,1,Zagreb (CRO),31 AUG 2009,1250,shot-put,throws,male,senior
231,22.16,,Reese HOFFA,08 OCT 1977,USA,1,"Boudewijnstadion, Bruxelles (BEL)",27 AUG 2010,1250,shot-put,throws,male,senior
231,22.16,,Tom WALSH,01 MAR 1992,NZL,1,"Mestský Stadion, Ostrava (CZE)",13 JUN 2018,1250,shot-put,throws,male,senior
231,22.16,,Tom WALSH,01 MAR 1992,NZL,2,"Arena Stade Couvert, Liévin (FRA) (i)",10 FEB 2024,1250,shot-put,throws,male,senior
231,22.16,,Rajindra CAMPBELL,29 FEB 1996,JAM,1,"Gallur, Madrid (ESP) (i)",23 FEB 2024,1250,shot-put,throws,male,senior
231,22.16,,Payton OTTERDAHL,02 APR 1996,USA,2,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1250,shot-put,throws,male,senior
239,22.15,,Udo BEYER,09 AUG 1955,GDR,1,Göteborg (SWE),06 JUL 1978,1249,shot-put,throws,male,senior
239,22.15,,Ulf TIMMERMANN,01 NOV 1962,GDR,1,Senftenberg (GER) (i),16 FEB 1985,1249,shot-put,throws,male,senior
239,22.15,,Ulf TIMMERMANN,01 NOV 1962,GDR,1,Berlin (GER),27 APR 1988,1249,shot-put,throws,male,senior
239,22.15,,Adam NELSON,07 JUL 1975,USA,1,"Knoxville, TN (USA)",13 APR 2002,1249,shot-put,throws,male,senior
239,22.15,,Ryan CROUSER,18 DEC 1992,USA,1,Auckland (NZL),26 FEB 2017,1249,shot-put,throws,male,senior
239,22.15,,Tom WALSH,01 MAR 1992,NZL,1,Thum (GER),30 AUG 2019,1249,shot-put,throws,male,senior
239,22.15,,Darlan ROMANI,09 APR 1991,BRA,2,"Place De Brouckère, Bruxelles (BEL)",05 SEP 2019,1249,shot-put,throws,male,senior
239,22.15,,Tom WALSH,01 MAR 1992,NZL,2,"Mestský Stadion, Ostrava (CZE)",27 JUN 2023,1249,shot-put,throws,male,senior
239,22.15,,Zane WEIR,07 SEP 1995,ITA,1,"Campo Scuola G. Perraro, Vicenza (ITA)",08 AUG 2023,1249,shot-put,throws,male,senior
239,22.15,,Joe KOVACS,28 JUN 1989,USA,2,"Stade de France, Paris (FRA)",03 AUG 2024,1249,shot-put,throws,male,senior
239,22.15,,Rajindra CAMPBELL,29 FEB 1996,JAM,3,"Stade de France, Paris (FRA)",03 AUG 2024,1249,shot-put,throws,male,senior
250,22.14,,Udo BEYER,09 AUG 1955,GDR,1,Jena (GDR),27 JUN 1986,1249,shot-put,throws,male,senior
250,22.14,,Tom WALSH,01 MAR 1992,NZL,1q1,"Olympic Stadium, London (GBR)",05 AUG 2017,1249,shot-put,throws,male,senior
250,22.14,,Payton OTTERDAHL,02 APR 1996,USA,1,"Drake Stadium, Des Moines, IA (USA)",27 APR 2024,1249,shot-put,throws,male,senior
250,22.14,,Joe KOVACS,28 JUN 1989,USA,1,"Stadion Śląski, Chorzów (POL)",25 AUG 2024,1249,shot-put,throws,male,senior
254,22.13,,Joe KOVACS,28 JUN 1989,USA,1,"Hayward Field, Eugene, OR (USA)",27 MAY 2016,1248,shot-put,throws,male,senior
254,22.13,,Ryan CROUSER,18 DEC 1992,USA,1,"Khalifa International Stadium, Doha (QAT)",03 MAY 2019,1248,shot-put,throws,male,senior
254,22.13,,Joe KOVACS,28 JUN 1989,USA,1q1,"Hayward Field, Eugene, OR (USA)",21 JUN 2024,1248,shot-put,throws,male,senior
254,22.13,,Payton OTTERDAHL,02 APR 1996,USA,3,"Olympic Stadium, London (GBR)",20 JUL 2024,1248,shot-put,throws,male,senior
258,22.12,,Werner GÜNTHÖR,01 JUN 1961,SUI,1,Luzern (SUI),04 JUN 1987,1248,shot-put,throws,male,senior
258,22.12,,Randy BARNES,16 JUN 1966,USA,1,"Bronx, NY (USA) (i)",03 FEB 1989,1248,shot-put,throws,male,senior
258,22.12,,Randy BARNES,16 JUN 1966,USA,1,"New York, NY (USA) (i)",03 FEB 1989,1248,shot-put,throws,male,senior
258,22.12,,Adam NELSON,07 JUL 1975,USA,1,"Sacramento, CA (USA)",15 JUL 2000,1248,shot-put,throws,male,senior
258,22.12,,Adam NELSON,07 JUL 1975,USA,1,"Eugene, OR (USA)",08 JUN 2008,1248,shot-put,throws,male,senior
258,22.12,,Joe KOVACS,28 JUN 1989,USA,1,"Hayward Field, Eugene, OR (USA)",29 MAY 2015,1248,shot-put,throws,male,senior
258,22.12,,Jacko GILL,20 DEC 1994,NZL,1,"Douglas Track & Field, Auckland (NZL)",16 MAR 2023,1248,shot-put,throws,male,senior
258,22.12,,Tom WALSH,01 MAR 1992,NZL,2,"Drake Stadium, Los Angeles, CA (USA)",27 MAY 2023,1248,shot-put,throws,male,senior
258,22.12,,Joe KOVACS,28 JUN 1989,USA,3,"Nemzeti Atlétikai Központ, Budapest (HUN)",19 AUG 2023,1248,shot-put,throws,male,senior
258,22.12,,Ryan CROUSER,18 DEC 1992,USA,2,"Stadion Śląski, Chorzów (POL)",25 AUG 2024,1248,shot-put,throws,male,senior
268,22.11,,Randy BARNES,16 JUN 1966,USA,1,"Walnut, CA (USA)",24 APR 1988,1247,shot-put,throws,male,senior
268,22.11,,Reese HOFFA,08 OCT 1977,USA,1,"Olimpiyskiy Stadion, Moskva (RUS) (i)",10 MAR 2006,1247,shot-put,throws,male,senior
268,22.11,,Ryan WHITING,24 NOV 1986,USA,1,"Drake Stadium, Des Moines, IA (USA)",23 JUN 2013,1247,shot-put,throws,male,senior
268,22.11,,Ryan CROUSER,18 DEC 1992,USA,1,"Hayward Field, Eugene, OR (USA)",01 JUL 2016,1247,shot-put,throws,male,senior
268,22.11,,Ryan CROUSER,18 DEC 1992,USA,1,"Lawrence, KS (USA)",21 APR 2017,1247,shot-put,throws,male,senior
268,22.11,,Darrell HILL,17 AUG 1993,USA,3,"Drake Stadium, Des Moines, IA (USA)",26 JUL 2019,1247,shot-put,throws,male,senior
268,22.11,,Joe KOVACS,28 JUN 1989,USA,2,"Stade Charléty, Paris (FRA)",24 AUG 2019,1247,shot-put,throws,male,senior
268,22.11,,Payton OTTERDAHL,02 APR 1996,USA,1,"Štadión SNP, Banská Bystrica (SVK)",20 JUL 2023,1247,shot-put,throws,male,senior
268,22.11,,Leonardo FABBRI,15 APR 1997,ITA,1,"Campo Montagna, La Spezia (ITA)",30 JUN 2024,1247,shot-put,throws,male,senior
277,22.10,,Sergey GAVRYUSHIN,27 JUN 1959,URS,1,Tbilisi (GEO),31 AUG 1986,1246,shot-put,throws,male,senior
277,22.10,,Udo BEYER,09 AUG 1955,GDR,2,Potsdam (GDR),08 SEP 1988,1246,shot-put,throws,male,senior
277,22.10,,Christian CANTWELL,30 SEP 1980,USA,1,"Des Moines, IA (USA)",29 APR 2006,1246,shot-put,throws,male,senior
277,22.10,,Reese HOFFA,08 OCT 1977,USA,1,"Eugene, OR (USA)",28 JUN 2008,1246,shot-put,throws,male,senior
277,22.10,,Cory MARTIN,22 MAY 1985,USA,1,"Tucson, AZ (USA)",22 MAY 2010,1246,shot-put,throws,male,senior
277,22.10,,Tom WALSH,01 MAR 1992,NZL,2,"Stade Olympique de la Pontaise, Lausanne (SUI)",26 AUG 2021,1246,shot-put,throws,male,senior
277,22.10,,Josh AWOTUNDE,12 JUN 1995,USA,2,"Hayward Field, Eugene, OR (USA)",09 JUL 2023,1246,shot-put,throws,male,senior
284,22.09,,Sergey KASNAUSKAS,20 APR 1961,URS,1,Staiki (BLR),23 AUG 1984,1246,shot-put,throws,male,senior
284,22.09,,Udo BEYER,09 AUG 1955,GDR,1,Jena (GDR),25 JUN 1987,1246,shot-put,throws,male,senior
284,22.09,,Mika HALVARI,13 FEB 1970,FIN,1,Tampere (FIN) (i),07 FEB 2000,1246,shot-put,throws,male,senior
284,22.09,,Christian CANTWELL,30 SEP 1980,USA,1,"Olympiastadion, Stockholm (SWE)",05 AUG 2010,1246,shot-put,throws,male,senior
284,22.09,,Adam NELSON,07 JUL 1975,USA,1,"Hayward Field, Eugene, OR (USA)",26 JUN 2011,1246,shot-put,throws,male,senior
284,22.09,,Reese HOFFA,08 OCT 1977,USA,1,"Boudewijnstadion, Bruxelles (BEL)",16 SEP 2011,1246,shot-put,throws,male,senior
284,22.09,,Ryan CROUSER,18 DEC 1992,USA,1,"Sports Park Mladost, Zagreb (CRO)",03 SEP 2018,1246,shot-put,throws,male,senior
284,22.09,,Payton OTTERDAHL,02 APR 1996,USA,3,"Hayward Field, Eugene, OR (USA)",09 JUL 2023,1246,shot-put,throws,male,senior
284,22.09,,Jordan GEIST,21 JUL 1998,USA,2,"Mestský Stadion, Ostrava (CZE)",28 MAY 2024,1246,shot-put,throws,male,senior
293,22.08,,Ulf TIMMERMANN,01 NOV 1962,GDR,1,Erfurt (GER),22 JUN 1985,1245,shot-put,throws,male,senior
293,22.08,,Michał HARATYK,10 APR 1992,POL,2,"Mestský Stadion, Ostrava (CZE)",13 JUN 2018,1245,shot-put,throws,male,senior
293,22.08,,Ryan CROUSER,18 DEC 1992,USA,3,"Place De Brouckère, Bruxelles (BEL)",05 SEP 2019,1245,shot-put,throws,male,senior
293,22.08,,Tom WALSH,01 MAR 1992,NZL,4,"Hayward Field, Eugene, OR (USA)",17 JUL 2022,1245,shot-put,throws,male,senior
293,22.08,,Ryan CROUSER,18 DEC 1992,USA,1,"Stadion Allmend, Luzern (SUI)",30 AUG 2022,1245,shot-put,throws,male,senior
293,22.08,,Roger STEEN,17 MAY 1992,USA,1,"Univ. of Arizona Roy P. Drachman Stadium, Tucson, AZ (USA)",19 MAY 2023,1245,shot-put,throws,male,senior
299,22.07,,Adam NELSON,07 JUL 1975,USA,1,"MSG, New York, NY (USA) (i)",01 FEB 2008,1245,shot-put,throws,male,senior
299,22.07,,Christian CANTWELL,30 SEP 1980,USA,1,Thessaloniki (GRE),12 SEP 2009,1245,shot-put,throws,male,senior
299,22.07,,Christian CANTWELL,30 SEP 1980,USA,2,"Boudewijnstadion, Bruxelles (BEL)",16 SEP 2011,1245,shot-put,throws,male,senior
299,22.07,,Darlan ROMANI,09 APR 1991,BRA,1,"Estadio Atlético de la VIDENA, Lima (PER)",07 AUG 2019,1245,shot-put,throws,male,senior
299,22.07,,Tom WALSH,01 MAR 1992,NZL,2,"Glasgow Arena, Glasgow (GBR) (i)",01 MAR 2024,1245,shot-put,throws,male,senior
304,22.06,,Alessandro ANDREI,03 JAN 1959,ITA,1,Viareggio (ITA),06 AUG 1986,1244,shot-put,throws,male,senior
304,22.06,,Joe KOVACS,28 JUN 1989,USA,1,"San Diego, CA (USA)",25 APR 2015,1244,shot-put,throws,male,senior
304,22.06,,Tom WALSH,01 MAR 1992,NZL,1,Bedford (GBR),30 JUL 2017,1244,shot-put,throws,male,senior
304,22.06,,Tom WALSH,01 MAR 1992,NZL,1,Timaru (NZL),14 MAR 2018,1244,shot-put,throws,male,senior
304,22.06,,Tom WALSH,01 MAR 1992,NZL,2,"Khalifa International Stadium, Doha (QAT)",03 MAY 2019,1244,shot-put,throws,male,senior
304,22.06,,Zane WEIR,07 SEP 1995,ITA,1,"Ataköy Arena, Istanbul (TUR) (i)",03 MAR 2023,1244,shot-put,throws,male,senior
304,22.06,,Joe KOVACS,28 JUN 1989,USA,2,"Bregyó Athletic Center, Székesfehérvár (HUN)",18 JUL 2023,1244,shot-put,throws,male,senior
311,22.05,,Sergey SMIRNOV,17 SEP 1960,URS,1,Moskva (URS),17 AUG 1985,1243,shot-put,throws,male,senior
311,22.05,,Udo BEYER,09 AUG 1955,GDR,3,Tallinn (EST),21 JUN 1986,1243,shot-put,throws,male,senior
311,22.05,,Udo BEYER,09 AUG 1955,GDR,1,Karl Marx Stadt (GDR),12 JUN 1988,1243,shot-put,throws,male,senior
311,22.05,,Ryan WHITING,24 NOV 1986,USA,1,"Ergo Arena, Sopot (POL) (i)",07 MAR 2014,1243,shot-put,throws,male,senior
311,22.05,,Ryan CROUSER,18 DEC 1992,USA,1,Christchurch (NZL),19 FEB 2017,1243,shot-put,throws,male,senior
311,22.05,,Ryan CROUSER,18 DEC 1992,USA,1,"Stade Louis II, Monaco (MON)",19 JUL 2018,1243,shot-put,throws,male,senior
311,22.05,,Joe KOVACS,28 JUN 1989,USA,1,"SPIRE Institute Indoor Track & Field Facility, Geneva, OH (USA) (i)",13 FEB 2021,1243,shot-put,throws,male,senior
311,22.05,,Ryan CROUSER,18 DEC 1992,USA,1q2,"National Stadium, Tokyo (JPN)",03 AUG 2021,1243,shot-put,throws,male,senior
311,22.05,,Ryan CROUSER,18 DEC 1992,USA,2,"Stade Olympique de la Pontaise, Lausanne (SUI)",26 AUG 2022,1243,shot-put,throws,male,senior
311,22.05,,Tom WALSH,01 MAR 1992,NZL,4,"Nemzeti Atlétikai Központ, Budapest (HUN)",19 AUG 2023,1243,shot-put,throws,male,senior
321,22.04,,Udo BEYER,09 AUG 1955,GDR,1,Rehlingen (GER),11 JUN 1984,1243,shot-put,throws,male,senior
321,22.04,,Ulf TIMMERMANN,01 NOV 1962,GDR,1,Berlin (GER) (i),21 JAN 1989,1243,shot-put,throws,male,senior
321,22.04,,Adam NELSON,07 JUL 1975,USA,1,"Indianapolis, IN (USA)",23 JUN 2006,1243,shot-put,throws,male,senior
321,22.04,,Christian CANTWELL,30 SEP 1980,USA,1,Århus (DEN),06 JUL 2006,1243,shot-put,throws,male,senior
321,22.04,,Reese HOFFA,08 OCT 1977,USA,1,"Yanmar Stadium Nagai, Osaka (JPN)",25 AUG 2007,1243,shot-put,throws,male,senior
321,22.04,,Joe KOVACS,28 JUN 1989,USA,1,"Olympic Stadium, London (GBR)",23 JUL 2016,1243,shot-put,throws,male,senior
321,22.04,,Tom WALSH,01 MAR 1992,NZL,1,"Athens, GA (USA)",21 JUL 2017,1243,shot-put,throws,male,senior
321,22.04,,Joe KOVACS,28 JUN 1989,USA,2,"Univ. of Arizona Roy P. Drachman Stadium, Tucson, AZ (USA)",22 MAY 2021,1243,shot-put,throws,male,senior
329,22.03,,Ulf TIMMERMANN,01 NOV 1962,GDR,1,Neubrandenburg (GDR),22 JUL 1989,1242,shot-put,throws,male,senior
329,22.03,,Werner GÜNTHÖR,01 JUN 1961,SUI,1,Oslo (NOR),06 JUL 1991,1242,shot-put,throws,male,senior
329,22.03,,Randy BARNES,16 JUN 1966,USA,1,"Indianapolis, IN (USA)",12 JUN 1997,1242,shot-put,throws,male,senior
329,22.03,,Christian CANTWELL,30 SEP 1980,USA,1,"Olympiastadion, Berlin (GER)",15 AUG 2009,1242,shot-put,throws,male,senior
329,22.03,,Ryan WHITING,24 NOV 1986,USA,1,"Letzigrund, Zürich (SUI) (i)",28 AUG 2013,1242,shot-put,throws,male,senior
329,22.03,,Joe KOVACS,28 JUN 1989,USA,1,"Sacramento, CA (USA)",25 JUN 2014,1242,shot-put,throws,male,senior
329,22.03,,Tom WALSH,01 MAR 1992,NZL,1,"Olympic Stadium, London (GBR)",06 AUG 2017,1242,shot-put,throws,male,senior
329,22.03,,Tom WALSH,01 MAR 1992,NZL,2,"Gallur, Madrid (ESP) (i)",23 FEB 2024,1242,shot-put,throws,male,senior
329,22.03,,Joe KOVACS,28 JUN 1989,USA,4,"Olympic Stadium, London (GBR)",20 JUL 2024,1242,shot-put,throws,male,senior
329,22.03,,Payton OTTERDAHL,02 APR 1996,USA,4,"Stade de France, Paris (FRA)",03 AUG 2024,1242,shot-put,throws,male,senior
329,22.03,,Leonardo FABBRI,15 APR 1997,ITA,3,"Stadion Śląski, Chorzów (POL)",25 AUG 2024,1242,shot-put,throws,male,senior
340,22.02,,George WOODS,11 FEB 1943,USA,1,"Inglewood, CA (USA) (i)",08 FEB 1974,1242,shot-put,throws,male,senior
340,22.02,,Brian OLDFIELD,01 JUN 1945,USA,1,"Modesto, CA (USA)",16 MAY 1981,1242,shot-put,throws,male,senior
340,22.02,,Dave LAUT,21 DEC 1956,USA,1,Koblenz (GER),25 AUG 1982,1242,shot-put,throws,male,senior
340,22.02,,John GODINA,31 MAY 1972,USA,1,"Eugene, OR (USA)",27 JUN 1999,1242,shot-put,throws,male,senior
340,22.02,,Darlan ROMANI,09 APR 1991,BRA,1,Białystok (POL),07 JUL 2019,1242,shot-put,throws,male,senior
345,22.01,,Sergey SMIRNOV,17 SEP 1960,URS,1,Tokyo (JPN),21 SEP 1985,1241,shot-put,throws,male,senior
345,22.01,,Ulf TIMMERMANN,01 NOV 1962,GDR,1,Praha (TCH),27 JUN 1987,1241,shot-put,throws,male,senior
345,22.01,,Randy BARNES,16 JUN 1966,USA,1,"San Diego, CA (USA)",25 JUN 1988,1241,shot-put,throws,male,senior
345,22.01,,Joe KOVACS,28 JUN 1989,USA,1,"Bislett Stadion, Oslo (NOR)",09 JUN 2016,1241,shot-put,throws,male,senior
345,22.01,,Tomáš STANĚK,13 JUN 1991,CZE,1,Schönebeck (GER),02 JUN 2017,1241,shot-put,throws,male,senior
345,22.01,,Tomáš STANĚK,13 JUN 1991,CZE,1,"Stadion PGE Narodowy, Warszawa (POL)",15 AUG 2017,1241,shot-put,throws,male,senior
345,22.01,,Ryan CROUSER,18 DEC 1992,USA,1,"Des Moines, IA (USA)",28 APR 2018,1241,shot-put,throws,male,senior
352,22.00,,Aleksandr BARYSHNIKOV,11 NOV 1948,URS,1,Colombes (FRA),10 JUL 1976,1240,shot-put,throws,male,senior
352,22.00,,Udo BEYER,09 AUG 1955,GDR,1,Dresden (GER),26 JUL 1984,1240,shot-put,throws,male,senior
352,22.00,,Ulf TIMMERMANN,01 NOV 1962,GDR,1,"Bruce Stadium, Canberra (AUS)",05 OCT 1985,1240,shot-put,throws,male,senior
352,22.00,,Ulf TIMMERMANN,01 NOV 1962,GDR,2,Jena (GDR),27 JUN 1986,1240,shot-put,throws,male,senior
352,22.00,,Ulf TIMMERMANN,01 NOV 1962,GDR,1,Senftenberg (GER) (i),08 FEB 1987,1240,shot-put,throws,male,senior
352,22.00,,John GODINA,31 MAY 1972,USA,1,"Knoxville, TN (USA)",03 JUN 1995,1240,shot-put,throws,male,senior
352,22.00,,Ryan WHITING,24 NOV 1986,USA,1,"Ataköy Arena, Istanbul (TUR) (i)",09 MAR 2012,1240,shot-put,throws,male,senior
352,22.00,,Reese HOFFA,08 OCT 1977,USA,1,"Hayward Field, Eugene, OR (USA)",24 JUN 2012,1240,shot-put,throws,male,senior
352,22.00,,Tom WALSH,01 MAR 1992,NZL,1,"Stade de France, Paris-St-Denis (FRA)",27 AUG 2016,1240,shot-put,throws,male,senior
352,22.00,,Ryan CROUSER,18 DEC 1992,USA,2,"Letzigrund, Zürich (SUI)",01 SEP 2016,1240,shot-put,throws,male,senior
352,22.00,,Konrad BUKOWIECKI,17 MAR 1997,POL,1,"Arena, Toruń (POL) (i)",15 FEB 2018,1240,shot-put,throws,male,senior
352,22.00,,Darlan ROMANI,09 APR 1991,BRA,1,Bragança Paulista (BRA),15 SEP 2018,1240,shot-put,throws,male,senior
352,22.00,,Tom WALSH,01 MAR 1992,NZL,1,"Montgomery Bell Academy, Nashville, TN (USA)",06 JUN 2021,1240,shot-put,throws,male,senior
352,22.00,,Joe KOVACS,28 JUN 1989,USA,2,"Stadion Śląski, Chorzów (POL)",05 SEP 2021,1240,shot-put,throws,male,senior
352,22.00,,Josh AWOTUNDE,12 JUN 1995,USA,1,"Stadio Colbachini, Padova (ITA)",05 SEP 2021,1240,shot-put,throws,male,senior
352,22.00,,Joe KOVACS,28 JUN 1989,USA,2,"Stadion Śląski, Chorzów (POL)",05 JUN 2022,1240,shot-put,throws,male,senior
352,22.00,,Ryan CROUSER,18 DEC 1992,USA,2,"Stadio Comunale, Bellinzona (SUI)",12 SEP 2022,1240,shot-put,throws,male,senior
369,21.99,,Werner GÜNTHÖR,01 JUN 1961,SUI,3,"Olympic Stadium, Seoul (KOR)",23 SEP 1988,1240,shot-put,throws,male,senior
369,21.99,,Ryan CROUSER,18 DEC 1992,USA,2,"Stade de France, Paris-St-Denis (FRA)",27 AUG 2016,1240,shot-put,throws,male,senior
369,21.99,,Konrad BUKOWIECKI,17 MAR 1997,POL,1,"Stadium Irena Szewińska, Karpacz (POL)",12 SEP 2019,1240,shot-put,throws,male,senior
369,21.99,,Leonardo FABBRI,15 APR 1997,ITA,1,"Stadio Colbachini, Padova (ITA)",30 AUG 2020,1240,shot-put,throws,male,senior
369,21.99,,Zane WEIR,07 SEP 1995,ITA,1f1,"Centro Nacional de Lançamentos, Leiria (POR)",13 MAR 2022,1240,shot-put,throws,male,senior
