rank,mark,wind,competitor,dob,nationality,position,venue,date,result_score,discipline,type,sex,age_cat
159,9.86,+1.4,Keston BLEDMAN,08 MAR 1988,TTO,1f2,Port-of-Spain (TTO),23 JUN 2012,1255,100-metres,sprints,male,senior
159,9.86,+1.8,Tyson GAY,09 AUG 1982,USA,2,"Hayward Field, Eugene, OR (USA)",24 JUN 2012,1255,100-metres,sprints,male,senior
159,9.86,+1.1,Usain BOLT,21 AUG 1986,JAM,2,Kingston (JAM),29 JUN 2012,1255,100-metres,sprints,male,senior
159,9.86,+0.3,Usain BOLT,21 AUG 1986,JAM,1,"Boudewijnstadion, Bruxelles (BEL)",07 SEP 2012,1255,100-metres,sprints,male,senior
159,9.86,-0.4,Justin GATLIN,10 FEB 1982,USA,1,"Mestský Stadion, Ostrava (CZE)",17 JUN 2014,1257,100-metres,sprints,male,senior
159,9.86,+1.1,Keston BLEDMAN,08 MAR 1988,TTO,1f2,Port-of-Spain (TTO),27 JUN 2015,1255,100-metres,sprints,male,senior
159,9.86,+1.3,Jimmy VICAUT,27 FEB 1992,FRA,2,"Stade de France, Paris-St-Denis (FRA)",04 JUL 2015,1255,100-metres,sprints,male,senior
159,9.86,+0.9,Michael RODGERS,24 APR 1985,USA,2sf2,"National Stadium, Beijing (CHN)",23 AUG 2015,1255,100-metres,sprints,male,senior
159,9.86,+1.8,Jimmy VICAUT,27 FEB 1992,FRA,1,Montreuil-sous-Bois (FRA),07 JUN 2016,1255,100-metres,sprints,male,senior
159,9.86,+2.0,Trayvon BROMELL,10 JUL 1995,USA,1sf2,"Hayward Field, Eugene, OR (USA)",03 JUL 2016,1255,100-metres,sprints,male,senior
159,9.86,+0.2,Usain BOLT,21 AUG 1986,JAM,1sf2,"Estádio Olímpico, Rio de Janeiro (BRA)",14 AUG 2016,1255,100-metres,sprints,male,senior
159,9.86,+0.9,Noah LYLES,18 JUL 1997,USA,1,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2019,1255,100-metres,sprints,male,senior
159,9.86,+0.9,Christian COLEMAN,06 MAR 1996,USA,2,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2019,1255,100-metres,sprints,male,senior
159,9.86,+0.8,Divine ODUDURU,07 OCT 1996,NGR,1,"Austin, TX (USA)",07 JUN 2019,1255,100-metres,sprints,male,senior
159,9.86,+1.6,Michael NORMAN,03 DEC 1997,USA,1f3,"AP Ranch, Fort Worth, TX (USA)",20 JUL 2020,1255,100-metres,sprints,male,senior
159,9.86,+0.8,Fred KERLEY,07 MAY 1995,USA,3,"Hayward Field, Eugene, OR (USA)",20 JUN 2021,1255,100-metres,sprints,male,senior
159,9.86,+0.6,Ferdinand OMANYALA,02 JAN 1996,KEN,1f1,"Pramtalstadion, Andorf (AUT)",14 AUG 2021,1255,100-metres,sprints,male,senior
159,9.86,+0.8,Marvin BRACY,15 DEC 1993,USA,1,"Sports Park Mladost, Zagreb (CRO)",14 SEP 2021,1255,100-metres,sprints,male,senior
159,9.86,+0.2,Oblique SEVILLE,16 MAR 2001,JAM,1,"National Stadium, Kingston (JAM)",21 MAY 2022,1255,100-metres,sprints,male,senior
159,9.86,+0.7,Micah WILLIAMS,12 NOV 2001,USA,1h2,"John McDonnell Field, Fayetteville, AR (USA)",27 MAY 2022,1255,100-metres,sprints,male,senior
159,9.86,+1.5,Marvin BRACY-WILLIAMS,15 DEC 1993,USA,2sf2,"Hayward Field, Eugene, OR (USA)",24 JUN 2022,1255,100-metres,sprints,male,senior
159,9.86,-0.1,Fred KERLEY,07 MAY 1995,USA,1,"Hayward Field, Eugene, OR (USA)",16 JUL 2022,1255,100-metres,sprints,male,senior
159,9.86,0.0,Oblique SEVILLE,16 MAR 2001,JAM,1h5,"Nemzeti Atlétikai Központ, Budapest (HUN)",19 AUG 2023,1255,100-metres,sprints,male,senior
159,9.86,+1.5,Christian COLEMAN,06 MAR 1996,USA,1sf3,"Hayward Field, Eugene, OR (USA)",23 JUN 2024,1255,100-metres,sprints,male,senior
159,9.86,+1.9,Benjamin RICHARDSON,19 DEC 2003,RSA,1f1,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",14 JUL 2024,1255,100-metres,sprints,male,senior
159,9.86,-0.3,Akani SIMBINE,21 SEP 1993,RSA,2,"Olympic Stadium, London (GBR)",20 JUL 2024,1256,100-metres,sprints,male,senior
159,9.86,+1.0,Letsile TEBOGO,07 JUN 2003,BOT,6,"Stade de France, Paris (FRA)",04 AUG 2024,1255,100-metres,sprints,male,senior
159,9.86,+0.6,Abdul-Rasheed SAMINU,06 OCT 1997,GHA,1h2,"University of North Florda Jax Track at Hodges Stadium, Jacksonville, FL (USA)",30 MAY 2025,1255,100-metres,sprints,male,senior
159,9.86,+0.8,Kenneth BEDNAREK,14 OCT 1998,USA,1f2,"Franklin Field, Philadelphia, PA (USA)",01 JUN 2025,1255,100-metres,sprints,male,senior
203,9.87,+0.3,Linford CHRISTIE,02 APR 1960,GBR,1,"Gottlieb-Daimler Stadion, Stuttgart (GER)",15 AUG 1993,1252,100-metres,sprints,male,senior
203,9.87,+1.9,Frank FREDERICKS,02 OCT 1967,NAM,1,Helsinki (FIN),25 JUN 1996,1252,100-metres,sprints,male,senior
203,9.87,+1.3,Ato BOLDON,30 DEC 1973,TTO,1qf1,"Olympic Stadium, Athina (GRE)",02 AUG 1997,1252,100-metres,sprints,male,senior
203,9.87,-0.2,Obadele THOMPSON,30 MAR 1976,BAR,1,"SGJ, Johannesburg (RSA)",11 SEP 1998,1253,100-metres,sprints,male,senior
203,9.87,+0.6,Maurice GREENE,23 JUL 1974,USA,1,Stockholm (SWE),30 JUL 1999,1252,100-metres,sprints,male,senior
203,9.87,-0.3,Maurice GREENE,23 JUL 1974,USA,1,"Olympic Stadium, Sydney (AUS)",23 SEP 2000,1253,100-metres,sprints,male,senior
203,9.87,+0.6,Maurice GREENE,23 JUL 1974,USA,3,"Olympic Stadium, Athina (GRE)",22 AUG 2004,1252,100-metres,sprints,male,senior
203,9.87,+0.2,Asafa POWELL,23 NOV 1982,JAM,1,"Boudewijnstadion, Bruxelles (BEL)",03 SEP 2004,1252,100-metres,sprints,male,senior
203,9.87,+0.7,Asafa POWELL,23 NOV 1982,JAM,1,"International Stadium, Gateshead (GBR)",31 AUG 2008,1252,100-metres,sprints,male,senior
203,9.87,+0.4,Asafa POWELL,23 NOV 1982,JAM,1,"Gottlieb-Daimler Stadion, Stuttgart (GER)",13 SEP 2008,1252,100-metres,sprints,male,senior
203,9.87,+0.4,Justin GATLIN,10 FEB 1982,USA,1,"Suhaim bin Hamad Stadium, Doha (QAT)",11 MAY 2012,1252,100-metres,sprints,male,senior
203,9.87,+1.0,Usain BOLT,21 AUG 1986,JAM,1sf2,"Olympic Stadium, London (GBR)",05 AUG 2012,1252,100-metres,sprints,male,senior
203,9.87,+1.8,Nesta CARTER,11 OCT 1985,JAM,1f1,"Moratalaz, Madrid (ESP)",13 JUL 2013,1252,100-metres,sprints,male,senior
203,9.87,0.0,Justin GATLIN,10 FEB 1982,USA,1,Beijing (CHN),21 MAY 2014,1252,100-metres,sprints,male,senior
203,9.87,+1.6,Asafa POWELL,23 NOV 1982,JAM,1f4,"Austin, TX (USA)",23 AUG 2014,1252,100-metres,sprints,male,senior
203,9.87,0.0,Tyson GAY,09 AUG 1982,USA,1,"Hayward Field, Eugene, OR (USA)",26 JUN 2015,1252,100-metres,sprints,male,senior
203,9.87,0.0,Asafa POWELL,23 NOV 1982,JAM,1f1,Luzern (SUI),14 JUL 2015,1252,100-metres,sprints,male,senior
203,9.87,0.0,Asafa POWELL,23 NOV 1982,JAM,1f1,Bellinzona (SUI),21 JUL 2015,1252,100-metres,sprints,male,senior
203,9.87,-0.8,Usain BOLT,21 AUG 1986,JAM,1,"Olympic Stadium, London (GBR)",24 JUL 2015,1256,100-metres,sprints,male,senior
203,9.87,-1.2,Usain BOLT,21 AUG 1986,JAM,1h2,"Olympic Stadium, London (GBR)",24 JUL 2015,1259,100-metres,sprints,male,senior
203,9.87,-0.1,Ronnie BAKER,15 OCT 1993,USA,1,"Stadion Śląski, Chorzów (POL)",22 AUG 2018,1252,100-metres,sprints,male,senior
203,9.87,-0.1,Justin GATLIN,10 FEB 1982,USA,2,"Cobb Track and Angell Field, Palo Alto, CA (USA)",30 JUN 2019,1252,100-metres,sprints,male,senior
203,9.87,-0.4,Fred KERLEY,07 MAY 1995,USA,1,"Letzigrund, Zürich (SUI)",09 SEP 2021,1254,100-metres,sprints,male,senior
203,9.87,+1.5,Christian COLEMAN,06 MAR 1996,USA,3sf2,"Hayward Field, Eugene, OR (USA)",24 JUN 2022,1252,100-metres,sprints,male,senior
203,9.87,+0.3,Noah LYLES,18 JUL 1997,USA,1sf1,"Nemzeti Atlétikai Központ, Budapest (HUN)",20 AUG 2023,1252,100-metres,sprints,male,senior
203,9.87,+0.1,Kishane THOMPSON,17 JUL 2001,JAM,4,"Hayward Field, Eugene, OR (USA)",16 SEP 2023,1252,100-metres,sprints,male,senior
203,9.87,+0.4,Kenneth BEDNAREK,14 OCT 1998,USA,2,"Hayward Field, Eugene, OR (USA)",23 JUN 2024,1252,100-metres,sprints,male,senior
203,9.87,0.0,Akani SIMBINE,21 SEP 1993,RSA,1sf2,"Stade de France, Paris (FRA)",04 AUG 2024,1252,100-metres,sprints,male,senior
203,9.87,+1.9,Fred KERLEY,07 MAY 1995,USA,1,"Stadion Śląski, Chorzów (POL)",25 AUG 2024,1252,100-metres,sprints,male,senior
203,9.87,+0.3,Letsile TEBOGO,07 JUN 2003,BOT,1,"Stadio Olimpico, Roma (ITA)",30 AUG 2024,1252,100-metres,sprints,male,senior
233,9.88,+1.2,Leroy BURRELL,21 FEB 1967,USA,2,"National Stadium, Tokyo (JPN)",25 AUG 1991,1248,100-metres,sprints,male,senior
233,9.88,-0.1,Ato BOLDON,30 DEC 1973,TTO,1,Kuala Lumpur (MAS),17 SEP 1998,1248,100-metres,sprints,male,senior
233,9.88,+2.0,Ato BOLDON,30 DEC 1973,TTO,1,Oslo (NOR),13 JUL 2001,1248,100-metres,sprints,male,senior
233,9.88,+1.8,Shawn CRAWFORD,14 JAN 1978,USA,1,"Eugene, OR (USA)",19 JUN 2004,1248,100-metres,sprints,male,senior
233,9.88,+0.4,Justin GATLIN,10 FEB 1982,USA,1,"Olympiastadion, Helsinki (FIN)",07 AUG 2005,1248,100-metres,sprints,male,senior
233,9.88,+2.0,Tyson GAY,09 AUG 1982,USA,1,Rethymno (GRE),21 JUL 2006,1248,100-metres,sprints,male,senior
233,9.88,+1.1,Tyson GAY,09 AUG 1982,USA,1,"Olympic Stadium, Athina (GRE)",16 SEP 2006,1248,100-metres,sprints,male,senior
233,9.88,+0.4,Asafa POWELL,23 NOV 1982,JAM,1f1,Stockholm (SWE),22 JUL 2008,1248,100-metres,sprints,male,senior
233,9.88,+0.4,Asafa POWELL,23 NOV 1982,JAM,2,"Stadio Olimpico, Roma (ITA)",10 JUL 2009,1248,100-metres,sprints,male,senior
233,9.88,0.0,Asafa POWELL,23 NOV 1982,JAM,2,"Letzigrund, Zürich (SUI)",28 AUG 2009,1248,100-metres,sprints,male,senior
233,9.88,-0.2,Tyson GAY,09 AUG 1982,USA,1,Thessaloniki (GRE),12 SEP 2009,1249,100-metres,sprints,male,senior
233,9.88,+1.2,Asafa POWELL,23 NOV 1982,JAM,1h2,"Mestský Stadion, Ostrava (CZE)",27 MAY 2010,1248,100-metres,sprints,male,senior
233,9.88,+1.0,Walter DIX,31 JAN 1986,USA,2f2,Luzern (SUI),08 AUG 2010,1248,100-metres,sprints,male,senior
233,9.88,+0.9,Ryan BAILEY,13 APR 1989,USA,2,"Stadio Guidobaldi, Rieti (ITA)",29 AUG 2010,1248,100-metres,sprints,male,senior
233,9.88,+1.0,Michael FRATER,06 OCT 1982,JAM,2,"Stade Olympique de la Pontaise, Lausanne (SUI)",30 JUN 2011,1248,100-metres,sprints,male,senior
233,9.88,+1.0,Usain BOLT,21 AUG 1986,JAM,1,"Stade Louis II, Monaco (MON)",22 JUL 2011,1248,100-metres,sprints,male,senior
233,9.88,+0.4,Asafa POWELL,23 NOV 1982,JAM,2,"Suhaim bin Hamad Stadium, Doha (QAT)",11 MAY 2012,1248,100-metres,sprints,male,senior
233,9.88,+1.1,Asafa POWELL,23 NOV 1982,JAM,3,Kingston (JAM),29 JUN 2012,1248,100-metres,sprints,male,senior
233,9.88,+1.5,Ryan BAILEY,13 APR 1989,USA,1h3,"Olympic Stadium, London (GBR)",04 AUG 2012,1248,100-metres,sprints,male,senior
233,9.88,+1.5,Ryan BAILEY,13 APR 1989,USA,4,"Olympic Stadium, London (GBR)",05 AUG 2012,1248,100-metres,sprints,male,senior
233,9.88,+1.5,Tyson GAY,09 AUG 1982,USA,1,"Hayward Field, Eugene, OR (USA)",30 MAY 2015,1248,100-metres,sprints,male,senior
233,9.88,+1.4,Michael RODGERS,24 APR 1985,USA,1,"Moratalaz, Madrid (ESP)",11 JUL 2015,1248,100-metres,sprints,male,senior
233,9.88,+1.0,Usain BOLT,21 AUG 1986,JAM,1f1,Kingston (JAM),11 JUN 2016,1248,100-metres,sprints,male,senior
233,9.88,+1.9,Jimmy VICAUT,27 FEB 1992,FRA,1,Angers (FRA),25 JUN 2016,1248,100-metres,sprints,male,senior
233,9.88,+1.1,Noah LYLES,18 JUL 1997,USA,1,"Drake Stadium, Des Moines, IA (USA)",22 JUN 2018,1248,100-metres,sprints,male,senior
233,9.88,+0.8,Ronnie BAKER,15 OCT 1993,USA,1,"Stade Charléty, Paris (FRA)",30 JUN 2018,1248,100-metres,sprints,male,senior
233,9.88,-0.3,Christian COLEMAN,06 MAR 1996,USA,1sf1,"Khalifa International Stadium, Doha (QAT)",28 SEP 2019,1249,100-metres,sprints,male,senior
233,9.88,+1.5,Trayvon BROMELL,10 JUL 1995,USA,1,"University of North Florda Jax Track at Hodges Stadium, Jacksonville, FL (USA)",30 APR 2021,1248,100-metres,sprints,male,senior
233,9.88,+1.9,Ronnie BAKER,15 OCT 1993,USA,1h4,"Hayward Field, Eugene, OR (USA)",19 JUN 2021,1248,100-metres,sprints,male,senior
233,9.88,+1.8,Trayvon BROMELL,10 JUL 1995,USA,3,"Hayward Field, Eugene, OR (USA)",24 JUN 2022,1248,100-metres,sprints,male,senior
233,9.88,+1.0,Oblique SEVILLE,16 MAR 2001,JAM,2,"National Stadium, Kingston (JAM)",24 JUN 2022,1248,100-metres,sprints,male,senior
233,9.88,-0.1,Marvin BRACY-WILLIAMS,15 DEC 1993,USA,2,"Hayward Field, Eugene, OR (USA)",16 JUL 2022,1248,100-metres,sprints,male,senior
233,9.88,-0.1,Trayvon BROMELL,10 JUL 1995,USA,3,"Hayward Field, Eugene, OR (USA)",16 JUL 2022,1248,100-metres,sprints,male,senior
233,9.88,+1.5,Fred KERLEY,07 MAY 1995,USA,1h1,"International Stadium, Yokohama (JPN)",21 MAY 2023,1248,100-metres,sprints,male,senior
233,9.88,0.0,Letsile TEBOGO,07 JUN 2003,BOT,2,"Nemzeti Atlétikai Központ, Budapest (HUN)",20 AUG 2023,1248,100-metres,sprints,male,senior
233,9.88,0.0,Zharnel HUGHES,13 JUL 1995,GBR,3,"Nemzeti Atlétikai Központ, Budapest (HUN)",20 AUG 2023,1248,100-metres,sprints,male,senior
233,9.88,0.0,Oblique SEVILLE,16 MAR 2001,JAM,4,"Nemzeti Atlétikai Központ, Budapest (HUN)",20 AUG 2023,1248,100-metres,sprints,male,senior
233,9.88,0.0,Christian COLEMAN,06 MAR 1996,USA,1sf2,"Nemzeti Atlétikai Központ, Budapest (HUN)",20 AUG 2023,1248,100-metres,sprints,male,senior
233,9.88,+0.4,Fred KERLEY,07 MAY 1995,USA,3,"Hayward Field, Eugene, OR (USA)",23 JUN 2024,1248,100-metres,sprints,male,senior
233,9.88,-0.3,Letsile TEBOGO,07 JUN 2003,BOT,3,"Olympic Stadium, London (GBR)",20 JUL 2024,1249,100-metres,sprints,male,senior
233,9.88,+1.0,Kenneth BEDNAREK,14 OCT 1998,USA,7,"Stade de France, Paris (FRA)",04 AUG 2024,1248,100-metres,sprints,male,senior
233,9.88,+1.9,Ferdinand OMANYALA,02 JAN 1996,KEN,2,"Stadion Śląski, Chorzów (POL)",25 AUG 2024,1248,100-metres,sprints,male,senior
233,9.88,0.0,Kishane THOMPSON,17 JUL 2001,JAM,1f1,"National Stadium, Kingston (JAM)",07 JUN 2025,1248,100-metres,sprints,male,senior
276,9.89,+0.7,Frank FREDERICKS,02 OCT 1967,NAM,2,"Olympic Stadium, Atlanta, GA (USA)",27 JUL 1996,1245,100-metres,sprints,male,senior
276,9.89,+0.8,Ato BOLDON,30 DEC 1973,TTO,1,"Modesto, CA (USA)",10 MAY 1997,1245,100-metres,sprints,male,senior
276,9.89,+1.5,Bruny SURIN,12 JUL 1967,CAN,1,Montréal (CAN),01 AUG 1998,1245,100-metres,sprints,male,senior
276,9.89,+0.9,Maurice GREENE,23 JUL 1974,USA,1f1,"Stadio Olimpico, Roma (ITA)",12 JUL 2002,1245,100-metres,sprints,male,senior
276,9.89,0.0,Shawn CRAWFORD,14 JAN 1978,USA,1qf2,"Olympic Stadium, Athina (GRE)",21 AUG 2004,1245,100-metres,sprints,male,senior
276,9.89,+0.6,Shawn CRAWFORD,14 JAN 1978,USA,4,"Olympic Stadium, Athina (GRE)",22 AUG 2004,1245,100-metres,sprints,male,senior
276,9.89,+1.0,Justin GATLIN,10 FEB 1982,USA,1,"Crystal Palace, London (GBR)",22 JUL 2005,1245,100-metres,sprints,male,senior
276,9.89,+0.9,Asafa POWELL,23 NOV 1982,JAM,1,"Gottlieb-Daimler Stadion, Stuttgart (GER)",09 SEP 2006,1245,100-metres,sprints,male,senior
276,9.89,+1.6,Travis PADGETT,13 DEC 1986,USA,1qf2,"Eugene, OR (USA)",28 JUN 2008,1245,100-metres,sprints,male,senior
276,9.89,+1.6,Darvis PATTON,04 DEC 1977,USA,1qf3,"Eugene, OR (USA)",28 JUN 2008,1245,100-metres,sprints,male,senior
276,9.89,+0.4,Usain BOLT,21 AUG 1986,JAM,2f1,Stockholm (SWE),22 JUL 2008,1245,100-metres,sprints,male,senior
276,9.89,0.0,Richard THOMPSON,07 JUN 1985,TTO,2,"National Stadium, Beijing (CHN)",16 AUG 2008,1245,100-metres,sprints,male,senior
276,9.89,+1.1,Asafa POWELL,23 NOV 1982,JAM,1f1,Szczecin (POL),17 SEP 2008,1245,100-metres,sprints,male,senior
276,9.89,+0.2,Usain BOLT,21 AUG 1986,JAM,1sf1,"Olympiastadion, Berlin (GER)",16 AUG 2009,1245,100-metres,sprints,male,senior
276,9.89,+2.0,Darvis PATTON,04 DEC 1977,USA,3,Shanghai (CHN),20 SEP 2009,1245,100-metres,sprints,male,senior
276,9.89,-0.4,Yohan BLAKE,26 DEC 1989,JAM,2,"Crystal Palace, London (GBR)",13 AUG 2010,1247,100-metres,sprints,male,senior
276,9.89,+2.0,Steve MULLINGS,29 NOV 1982,JAM,1f1,"Clermont, FL (USA)",21 MAY 2011,1245,100-metres,sprints,male,senior
276,9.89,+1.3,Ngonidzashe MAKUSHA,11 MAR 1987,ZIM,1,"Des Moines, IA (USA)",10 JUN 2011,1245,100-metres,sprints,male,senior
276,9.89,+1.3,Nesta CARTER,11 OCT 1985,JAM,2,"Boudewijnstadion, Bruxelles (BEL)",16 SEP 2011,1245,100-metres,sprints,male,senior
276,9.89,+0.9,Keston BLEDMAN,08 MAR 1988,TTO,1h2,"Orlando, FL (USA)",26 MAY 2012,1245,100-metres,sprints,male,senior
276,9.89,+1.1,Justin GATLIN,10 FEB 1982,USA,1,"Drake Stadium, Des Moines, IA (USA)",21 JUN 2013,1245,100-metres,sprints,male,senior
276,9.89,+1.9,Akani SIMBINE,21 SEP 1993,RSA,1,"Bregyó Athletic Center, Székesfehérvár (HUN)",18 JUL 2016,1245,100-metres,sprints,male,senior
276,9.89,+0.2,Justin GATLIN,10 FEB 1982,USA,2,"Estádio Olímpico, Rio de Janeiro (BRA)",14 AUG 2016,1245,100-metres,sprints,male,senior
276,9.89,+1.4,Michael RODGERS,24 APR 1985,USA,1h3,"Drake Stadium, Des Moines, IA (USA)",21 JUN 2018,1245,100-metres,sprints,male,senior
276,9.89,+0.7,Noah LYLES,18 JUL 1997,USA,1sf2,"Drake Stadium, Des Moines, IA (USA)",22 JUN 2018,1245,100-metres,sprints,male,senior
276,9.89,+0.6,Justin GATLIN,10 FEB 1982,USA,2,"Khalifa International Stadium, Doha (QAT)",28 SEP 2019,1245,100-metres,sprints,male,senior
276,9.89,+0.2,Isiah YOUNG,05 JAN 1990,USA,1f1,"National Training Center, Clermont, FL (USA)",30 MAY 2021,1245,100-metres,sprints,male,senior
276,9.89,+0.8,Kenneth BEDNAREK,14 OCT 1998,USA,4,"Hayward Field, Eugene, OR (USA)",20 JUN 2021,1245,100-metres,sprints,male,senior
276,9.89,+0.1,Andre DE GRASSE,10 NOV 1994,CAN,3,"National Stadium, Tokyo (JPN)",01 AUG 2021,1245,100-metres,sprints,male,senior
276,9.89,-0.4,Andre DE GRASSE,10 NOV 1994,CAN,2,"Letzigrund, Zürich (SUI)",09 SEP 2021,1247,100-metres,sprints,male,senior
276,9.89,+0.6,Trayvon BROMELL,10 JUL 1995,USA,1h3,"Hayward Field, Eugene, OR (USA)",15 JUL 2022,1245,100-metres,sprints,male,senior
276,9.89,+1.0,Ackeem BLAKE,21 JAN 2002,JAM,1,"Drake Stadium, Los Angeles, CA (USA)",27 MAY 2023,1245,100-metres,sprints,male,senior
276,9.89,+1.3,Pjai AUSTIN,19 SEP 2000,USA,1sf1,"Mike A. Myers Stadium, Austin, TX (USA)",07 JUN 2023,1245,100-metres,sprints,male,senior
276,9.89,+1.8,Courtney LINDSEY,18 NOV 1998,USA,1,"Mike A. Myers Stadium, Austin, TX (USA)",09 JUN 2023,1245,100-metres,sprints,male,senior
276,9.89,+0.8,Issamade ASINGA,29 DEC 2004,SUR,1,"COTP Stadium, São Paulo (BRA)",28 JUL 2023,1245,100-metres,sprints,male,senior
276,9.89,+1.9,Ackeem BLAKE,21 JAN 2002,JAM,3,"Stadion Śląski, Chorzów (POL)",25 AUG 2024,1245,100-metres,sprints,male,senior
312,9.90,+1.9,Leroy BURRELL,21 FEB 1967,USA,1,"New York, NY (USA)",14 JUN 1991,1241,100-metres,sprints,male,senior
312,9.90,+0.7,Ato BOLDON,30 DEC 1973,TTO,3,"Olympic Stadium, Atlanta, GA (USA)",27 JUL 1996,1241,100-metres,sprints,male,senior
312,9.90,+2.0,Maurice GREENE,23 JUL 1974,USA,1,"Indianapolis, IN (USA)",13 JUN 1997,1241,100-metres,sprints,male,senior
312,9.90,+1.0,Maurice GREENE,23 JUL 1974,USA,1f1,"Stade Olympique de la Pontaise, Lausanne (SUI)",02 JUL 1997,1241,100-metres,sprints,male,senior
312,9.90,0.0,Ato BOLDON,30 DEC 1973,TTO,1,Stuttgart (GER),13 JUL 1997,1241,100-metres,sprints,male,senior
312,9.90,+1.3,Maurice GREENE,23 JUL 1974,USA,2qf1,"Olympic Stadium, Athina (GRE)",02 AUG 1997,1241,100-metres,sprints,male,senior
312,9.90,+0.5,Maurice GREENE,23 JUL 1974,USA,1sf2,"Olympic Stadium, Athina (GRE)",03 AUG 1997,1241,100-metres,sprints,male,senior
312,9.90,+0.2,Frank FREDERICKS,02 OCT 1967,NAM,1,Bruxelles (BEL),22 AUG 1997,1241,100-metres,sprints,male,senior
312,9.90,+0.3,Maurice GREENE,23 JUL 1974,USA,1,Stockholm (SWE),05 AUG 1998,1241,100-metres,sprints,male,senior
312,9.90,+0.3,Maurice GREENE,23 JUL 1974,USA,1h,"Eugene, OR (USA)",21 JUN 2001,1241,100-metres,sprints,male,senior
312,9.90,+1.1,Maurice GREENE,23 JUL 1974,USA,1f1,"Stade Olympique de la Pontaise, Lausanne (SUI)",04 JUL 2001,1241,100-metres,sprints,male,senior
312,9.90,+0.5,Asafa POWELL,23 NOV 1982,JAM,1,"Stadio Olimpico, Roma (ITA)",13 JUL 2007,1241,100-metres,sprints,male,senior
312,9.90,+1.0,Asafa POWELL,23 NOV 1982,JAM,1h2,Kingston (JAM),28 JUN 2008,1241,100-metres,sprints,male,senior
312,9.90,-0.4,Asafa POWELL,23 NOV 1982,JAM,1,"Boudewijnstadion, Bruxelles (BEL)",04 SEP 2009,1243,100-metres,sprints,male,senior
312,9.90,-0.2,Asafa POWELL,23 NOV 1982,JAM,2,Thessaloniki (GRE),12 SEP 2009,1242,100-metres,sprints,male,senior
312,9.90,+2.0,Steve MULLINGS,29 NOV 1982,JAM,1f1,"Starkville, MS (USA)",16 APR 2011,1241,100-metres,sprints,male,senior
312,9.90,+0.6,Asafa POWELL,23 NOV 1982,JAM,1sf2,Kingston (JAM),24 JUN 2011,1241,100-metres,sprints,male,senior
312,9.90,+1.0,Nesta CARTER,11 OCT 1985,JAM,2,"Stade Louis II, Monaco (MON)",22 JUL 2011,1241,100-metres,sprints,male,senior
312,9.90,+1.8,Asafa POWELL,23 NOV 1982,JAM,1h1,"Puskás Ferenc Stadion, Budapest (HUN)",30 JUL 2011,1241,100-metres,sprints,male,senior
312,9.90,+1.6,Yohan BLAKE,26 DEC 1989,JAM,1f4,Kingston (JAM),14 APR 2012,1241,100-metres,sprints,male,senior
312,9.90,+1.3,Justin GATLIN,10 FEB 1982,USA,1,"Hayward Field, Eugene, OR (USA)",02 JUN 2012,1241,100-metres,sprints,male,senior
312,9.90,+0.7,Yohan BLAKE,26 DEC 1989,JAM,1f1,"Icahn Stadium, New York, NY (USA)",09 JUN 2012,1241,100-metres,sprints,male,senior
312,9.90,+1.7,Justin GATLIN,10 FEB 1982,USA,1h5,"Hayward Field, Eugene, OR (USA)",23 JUN 2012,1241,100-metres,sprints,male,senior
312,9.90,+0.4,Nickel ASHMEADE,07 APR 1990,JAM,1sf2,"Luzhniki Stadion, Moskva (RUS)",11 AUG 2013,1241,100-metres,sprints,male,senior
312,9.90,-0.3,Usain BOLT,21 AUG 1986,JAM,1,"Letzigrund, Zürich (SUI)",29 AUG 2013,1242,100-metres,sprints,male,senior
312,9.90,+0.6,Michael RODGERS,24 APR 1985,USA,2,"Boudewijnstadion, Bruxelles (BEL)",06 SEP 2013,1241,100-metres,sprints,male,senior
312,9.90,+0.7,Asafa POWELL,23 NOV 1982,JAM,1f1,"Stadio Guidobaldi, Rieti (ITA)",07 SEP 2014,1241,100-metres,sprints,male,senior
312,9.90,+1.5,Michael RODGERS,24 APR 1985,USA,2,"Hayward Field, Eugene, OR (USA)",30 MAY 2015,1241,100-metres,sprints,male,senior
312,9.90,+1.7,Trayvon BROMELL,10 JUL 1995,USA,1sf1,"Eugene, OR (USA)",10 JUN 2015,1241,100-metres,sprints,male,senior
312,9.90,-0.8,Michael RODGERS,24 APR 1985,USA,2,"Olympic Stadium, London (GBR)",24 JUL 2015,1245,100-metres,sprints,male,senior
312,9.90,+0.9,Yohan BLAKE,26 DEC 1989,JAM,1,Kingston (JAM),23 JUN 2017,1241,100-metres,sprints,male,senior
312,9.90,+1.1,Ronnie BAKER,15 OCT 1993,USA,2,"Drake Stadium, Des Moines, IA (USA)",22 JUN 2018,1241,100-metres,sprints,male,senior
312,9.90,+0.1,Ronnie BAKER,15 OCT 1993,USA,1,"Olympic Stadium, London (GBR)",21 JUL 2018,1241,100-metres,sprints,male,senior
312,9.90,+0.2,Ronnie BAKER,15 OCT 1993,USA,1h2,"Olympic Stadium, London (GBR)",21 JUL 2018,1241,100-metres,sprints,male,senior
312,9.90,+0.6,Andre DE GRASSE,10 NOV 1994,CAN,3,"Khalifa International Stadium, Doha (QAT)",28 SEP 2019,1241,100-metres,sprints,male,senior
