Rank,Mark,Wind,Competitor,DOB,Nationality,Position,Venue,Date,Result Score,Discipline,Type,Gender,Age Category,normalized_discpline,track_field,mark_numeric,venue_country_code,age_at_event,season
340,43:24,,Eliška MARTÍNKOVÁ,2002-01-27,CZE,1,Borsky Mikulás (SVK),2024-05-25,1143,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2604.0,SVK,22.0,2024
340,43:24,,Zhuomayingji NIU,2002-01-26,CHN,7,Hangzhou (CHN),2022-04-17,1143,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2604.0,CHN,20.0,2022
340,43:24,,Shuangshuang JIAO,2002-09-18,CHN,2,Huangshan (CHN),2021-03-20,1143,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2604.0,CHN,18.0,2021
347,43:25,,Larisa RAMAZANOVA-KHMELNITSKAYA,1971-09-23,RUS,5,"Olympiastadion, Helsinki (FIN)",1994-08-09,1142,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2605.0,FIN,22.0,1994
347,43:25,,Jemima MONTAG,1998-02-15,AUS,1,"Middle Park, Melbourne (AUS)",2021-05-23,1142,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2605.0,AUS,23.0,2021
347,43:25,,Yufang YUAN,1976-02-01,MAS,3,Eisenhüttenstadt (GER),1998-05-09,1142,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2605.0,GER,22.0,1998
347,43:25,,Yelena NIKOLAYEVA,1966-02-01,URS,2,Kiev (URS),1991-07-11,1142,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2605.0,URS,25.0,1991
347,43:25,,Beatriz PASCUAL,1982-05-09,ESP,1,Santa Eulària des Riu (ESP),2008-03-15,1142,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2605.0,ESP,25.0,2008
352,43:26,,Brigita VIRBALYTĖ-DIMSIENĖ,1985-02-01,LTU,1,Druskininkai (LTU),2015-09-12,1141,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2606.0,LTU,30.0,2015
352,43:26,,Alina IVANOVA,1969-03-16,URS,2,Sesto San Giovanni (ITA),1991-05-01,1141,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2606.0,ITA,22.0,1991
352,43:26,,Elisabetta PERRONE,1968-07-09,ITA,4,"Gottlieb-Daimler Stadion, Stuttgart (GER)",1993-08-14,1141,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2606.0,GER,25.0,1993
352,43:26,,Svetlana KABURKINA,1967-05-03,URS,1,Bucureşti (ROU),1988-06-19,1141,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2606.0,ROU,21.0,1988
352,43:26,,Olga KARDOPOLTSEVA,1966-09-11,BLR,8,Dudince (SVK),1998-04-25,1141,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2606.0,SVK,31.0,1998
352,43:26,,Zhuoma QIJI,1998-05-27,CHN,8,Hangzhou (CHN),2022-04-17,1141,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2606.0,CHN,23.0,2022
352,43:26,,Qinghua ZHANG,1973-03-06,CHN,4,Beijing (CHN),1994-04-07,1141,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2606.0,CHN,21.0,1994
352,43:26,,Norica CÎMPEAN,1972-03-22,ROU,1,Békéscsaba (HUN),1996-04-14,1141,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2606.0,HUN,24.0,1996
352,43:26,,Annarita SIDOTI,1969-07-25,ITA,1,La Coruña (ESP),1996-04-20,1141,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2606.0,ESP,26.0,1996
352,43:26,,Eleonora Anna GIORGI,1989-09-14,ITA,1,Scanzorosciate (ITA),2019-03-31,1141,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2606.0,ITA,29.0,2019
352,43:26,,Elisa RIGAUDO,1980-06-17,ITA,1,Lloret de Mar (ESP),2005-04-10,1141,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2606.0,ESP,24.0,2005
352,43:26,,Brigita VIRBALYTĖ-DIMSIENĖ,1985-02-01,LTU,1,Druskininkai (LTU),2015-09-12,1141,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2606.0,LTU,30.0,2015
352,43:26,,Ana Maria GROZA,1976-06-01,ROU,1,Bucureşti (ROU),2005-03-19,1141,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2606.0,ROU,28.0,2005
365,43:27,,Rossella GIORDANO,1972-12-01,ITA,2,La Coruña (ESP),1996-04-20,1141,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2607.0,ESP,23.0,1996
365,43:27,,María SÁNCHEZ GÓMEZ,1977-01-03,MEX,11,Eisenhüttenstadt (GER),1999-05-08,1141,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2607.0,GER,22.0,1999
365,43:27,,Kathrin BOYDE,1970-12-04,GER,4,Hildesheim (GER),1998-09-12,1141,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2607.0,GER,27.0,1998
365,43:27,,María VASCO,1975-12-26,ESP,1,Ejea de los Caballeros (ESP),2009-03-18,1141,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2607.0,ESP,33.0,2009
365,43:27,,Mária URBANIKNÉ ROSZA,1967-02-12,HUN,13,Eisenhüttenstadt (GER),1996-05-11,1141,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2607.0,GER,29.0,1996
365,43:27,,Yelena SAYKO,1967-12-24,URS,1,Adler (URS),1991-01-26,1141,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2607.0,URS,23.0,1991
365,43:27,,Madelein SVENSSON,1969-07-20,SWE,1,Dudince (TCH),1992-04-26,1141,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2607.0,TCH,22.0,1992
365,43:27,,Madelein SVENSSON,1969-07-20,SWE,1,Örnsköldsvik (SWE),1991-06-29,1141,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2607.0,SWE,21.0,1991
365,43:27,,Elisabetta PERRONE,1968-07-09,ITA,2,Saluzzo (ITA),2004-08-04,1141,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2607.0,ITA,36.0,2004
365,43:27,,Alina IVANOVA,1969-03-16,URS,2,Leningrad (URS),1989-08-04,1141,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2607.0,URS,20.0,1989
365,43:27,,Ileana SALVADOR,1962-01-16,ITA,1,Sesto San Giovanni (ITA),1990-06-10,1141,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2607.0,ITA,28.0,1990
376,43:28,,Aleksandra KUDRYASHOVA,1990-07-18,RUS,2,"Adler, Sochi (RUS)",2006-02-19,1140,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2608.0,RUS,15.0,2006
376,43:28,,Madelein SVENSSON,1969-07-20,SWE,1,La Coruña (ESP),1992-06-08,1140,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2608.0,ESP,22.0,1992
376,43:28,,Kong YAN,1971-04-05,CHN,7,Beijing (CHN),1993-09-08,1140,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2608.0,CHN,22.0,1993
376,43:28,,Melanie SEEGER,1977-01-08,GER,1,Kraków (POL),2004-06-12,1140,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2608.0,POL,27.0,2004
42,43:28,,Aleksandra KUDRYASHOVA,1990-07-18,RUS,2,"Adler, Sochi (RUS)",2006-02-19,1140,10-kilometres-race-walk,race-walks,female,u20,10-kilometres-race-walk,track,2608.0,RUS,15.0,2006
376,43:28,,Gillian O'SULLIVAN,1976-08-21,IRL,1,Dublin (IRL),2000-07-15,1140,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2608.0,IRL,23.0,2000
376,43:28,,Beate ANDERS,1968-02-04,GER,5,"Gottlieb-Daimler Stadion, Stuttgart (GER)",1993-08-14,1140,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2608.0,GER,25.0,1993
382,43:29,,Rossella GIORDANO,1972-12-01,ITA,2,Pescara (ITA),2009-04-19,1140,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2609.0,ITA,36.0,2009
382,43:29,,Vera MAKOLOVA-NACHARKINA,1966-02-17,URS,1,Alushta (URS),1988-10-01,1140,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2609.0,URS,22.0,1988
382,43:29,,Daniela CÎRLAN,1980-09-18,ROU,3,Alba Iulia (ROU),2002-09-15,1140,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2609.0,ROU,22.0,2002
382,43:29,,Elisa RIGAUDO,1980-06-17,ITA,5,Saransk (RUS),2009-09-19,1140,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2609.0,RUS,29.0,2009
382,43:29,,Anikó SZEBENSZKY,1965-08-12,HUN,,Moskva (RUS),1996-06-02,1140,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2609.0,RUS,30.0,1996
382,43:29,,Yueling CHEN,1968-04-01,CHN,1,Zhengzhou (CHN),1991-03-05,1140,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2609.0,CHN,22.0,1991
382,43:29,,Natalya MISYULYA,1966-04-14,BLR,2,Novopolotsk (BLR),1994-05-21,1140,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2609.0,BLR,28.0,1994
382,43:29,,Yelena SAYKO,1967-12-24,RUS,1,Békéscsaba (HUN),1995-04-02,1140,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2609.0,HUN,27.0,1995
390,43:30,,Rossella GIORDANO,1972-12-01,ITA,2,Fukuoka (JPN),1995-09-02,1139,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2610.0,JPN,22.0,1995
390,43:30,,Susana FEITOR,1975-01-28,POR,,Grandola (POR),1994-01-15,1139,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2610.0,POR,18.0,1994
390,43:30,,Erica ALFRIDI,1968-02-22,ITA,9,Dudince (SVK),1998-04-25,1139,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2610.0,SVK,30.0,1998
390,43:30,,Svetlana TOLSTAYA,1971-08-09,KAZ,8,"Adler, Sochi (RUS)",1996-02-11,1139,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2610.0,RUS,24.0,1996
43,43:30,,Susana FEITOR,1975-01-28,POR,,Grandola (POR),1994-01-15,1139,10-kilometres-race-walk,race-walks,female,u20,10-kilometres-race-walk,track,2610.0,POR,18.0,1994
394,43:31,,Beatriz PASCUAL,1982-05-09,ESP,2,Ejea de los Caballeros (ESP),2008-03-29,1138,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2611.0,ESP,25.0,2008
394,43:31,,Yuliya ODZILYAYEVA,,RUS,2,Békéscsaba (HUN),1995-04-02,1138,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2611.0,HUN,,1995
44,43:31,,Dandan DUAN,1995-05-23,CHN,1,Huangshan (CHN),2014-02-27,1138,10-kilometres-race-walk,race-walks,female,u20,10-kilometres-race-walk,track,2611.0,CHN,18.0,2014
394,43:31,,Dandan DUAN,1995-05-23,CHN,1,Huangshan (CHN),2014-02-27,1138,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2611.0,CHN,18.0,2014
394,43:31,,Ana CABECINHA,1984-04-29,POR,2,Erdos (CHN),2012-09-14,1138,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2611.0,CHN,28.0,2012
398,43:32,,Lyudmila DOLGOPOLOVA,1969-08-11,BLR,17,Poděbrady (CZE),1997-04-19,1138,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2612.0,CZE,27.0,1997
398,43:32,,Mária URBANIKNÉ ROSZA,1967-02-12,HUN,1,Balassagyarmat (HUN),1993-09-18,1138,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2612.0,HUN,26.0,1993
398,43:32,,Mária URBANIKNÉ ROSZA,1967-02-12,HUN,8,"Olympic Stadium, Atlanta, GA (USA)",1996-07-29,1138,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2612.0,USA,29.0,1996
398,43:32,,Kumiko OKADA,1991-10-17,JPN,1,Kanazawa (JPN),2015-04-19,1138,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2612.0,JPN,23.0,2015
45,43:33,,Irina YUMANOVA,1990-04-09,RUS,3,"Adler, Sochi (RUS)",2007-02-17,1137,10-kilometres-race-walk,race-walks,female,u20,10-kilometres-race-walk,track,2613.0,RUS,16.0,2007
402,43:33,,Olga PANFYOROVA,1977-08-21,RUS,10,Dudince (SVK),1998-04-25,1137,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2613.0,SVK,20.0,1998
402,43:33,,Irina YUMANOVA,1990-04-09,RUS,3,"Adler, Sochi (RUS)",2007-02-17,1137,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2613.0,RUS,16.0,2007
402,43:33,,Quanming WU,2001-11-16,CHN,2,Madrid (ESP),2023-04-30,1137,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2613.0,ESP,21.0,2023
402,43:33,,Katarzyna RADTKE,1969-08-31,POL,6,"Gottlieb-Daimler Stadion, Stuttgart (GER)",1993-08-14,1137,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2613.0,GER,23.0,1993
402,43:33,,Natalya TROFIMOVA,1975-01-17,RUS,1,Sochi (RUS),1996-04-20,1137,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2613.0,RUS,21.0,1996
402,43:33,,Olga PANFYOROVA,1977-08-21,RUS,1,"Paavo Nurmen Stadion, Turku (FIN)",1997-07-10,1137,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2613.0,FIN,19.0,1997
408,43:34,,Linkun WEI,1975-12-01,CHN,8,Beijing (CHN),1993-09-08,1137,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2614.0,CHN,17.0,1993
408,43:34,,Encarna GRANADOS,1972-01-30,ESP,11,Dudince (SVK),1998-04-25,1137,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2614.0,SVK,26.0,1998
408,43:34,,Valentina TSYBULSKAYA,1968-02-19,BLR,11,"Ullevi Stadium, Göteborg (SWE)",1995-08-07,1137,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2614.0,SWE,27.0,1995
408,43:34,,Rimma MAKAROVA,1963-07-18,RUS,2,"Adler, Sochi (RUS)",1997-05-11,1137,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2614.0,RUS,33.0,1997
46,43:34,,Linkun WEI,1975-12-01,CHN,8,Beijing (CHN),1993-09-08,1137,10-kilometres-race-walk,race-walks,female,u20,10-kilometres-race-walk,track,2614.0,CHN,17.0,1993
412,43:35,,Alegna GONZÁLEZ,1999-01-02,MEX,3,Madrid (ESP),2023-04-30,1136,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2615.0,ESP,24.0,2023
412,43:35,,Elisa RIGAUDO,1980-06-17,ITA,2,Kraków (POL),2004-06-12,1136,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2615.0,POL,24.0,2004
47,43:35,,Anna YERMINA,1993-06-24,RUS,3,Voronovo (RUS),2012-09-16,1136,10-kilometres-race-walk,race-walks,female,u20,10-kilometres-race-walk,track,2615.0,RUS,19.0,2012
412,43:35,,Irina STRAKHOVA,1959-03-04,URS,2,"New York, NY (USA)",1987-05-03,1136,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2615.0,USA,28.0,1987
412,43:35,,Anna YERMINA,1993-06-24,RUS,3,Voronovo (RUS),2012-09-16,1136,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2615.0,RUS,19.0,2012
48,43:36,,Anastasiya KOLCHINA,2005-05-11,RUS,1,Cheboksary (RUS),2022-05-22,1135,10-kilometres-race-walk,race-walks,female,u20,10-kilometres-race-walk,track,2616.0,RUS,17.0,2022
416,43:36,,Rossella GIORDANO,1972-12-01,ITA,1,Saluzzo (ITA),2003-06-25,1135,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2616.0,ITA,30.0,2003
416,43:36,,Aihui XU,1978-04-25,CHN,2,Yangzhou (CHN),2003-04-12,1135,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2616.0,CHN,24.0,2003
416,43:36,,Margarita NAZAROVA,1976-03-23,RUS,3,"Adler, Sochi (RUS)",1997-05-11,1135,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2616.0,RUS,21.0,1997
416,43:36,,María PÉREZ,1996-04-29,ESP,,Antequera (ESP),2021-01-31,1135,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2616.0,ESP,24.0,2021
416,43:36,,Brigita VIRBALYTĖ-DIMSIENĖ,1985-02-01,LTU,1,Gdansk (POL),2014-08-30,1135,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2616.0,POL,29.0,2014
416,43:36,,Anastasiya KOLCHINA,2005-05-11,RUS,1,Cheboksary (RUS),2022-05-22,1135,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2616.0,RUS,17.0,2022
416,43:36,,Olga SURANOVA,1986-12-07,RUS,1,Podolsk (RUS),2013-05-09,1135,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2616.0,RUS,26.0,2013
423,43:37,,Yuliya KOROLYOVA,1973-07-25,RUS,5,"Adler, Sochi (RUS)",1993-02-14,1135,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2617.0,RUS,19.0,1993
49,43:37,,Jiayu YANG,1996-02-18,CHN,2,Taicang (CHN),2014-05-04,1135,10-kilometres-race-walk,race-walks,female,u20,10-kilometres-race-walk,track,2617.0,CHN,18.0,2014
423,43:37,,Yelena NIKOLAYEVA,1966-02-01,RUS,3,Kraków (POL),2004-06-12,1135,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2617.0,POL,38.0,2004
423,43:37,,Kerry SAXBY-JUNNA,1961-06-02,AUS,4,Eisenhüttenstadt (GER),1998-05-09,1135,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2617.0,GER,36.0,1998
49,43:37,,Xiuzhi LYU,1993-10-26,CHN,3,Erdos (CHN),2012-09-14,1135,10-kilometres-race-walk,race-walks,female,u20,10-kilometres-race-walk,track,2617.0,CHN,18.0,2012
423,43:37,,Yelena GINKO,1976-07-30,BLR,2,Nesvizh (BLR),2005-04-16,1135,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2617.0,BLR,28.0,2005
423,43:37,,Jiayu YANG,1996-02-18,CHN,2,Taicang (CHN),2014-05-04,1135,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2617.0,CHN,18.0,2014
423,43:37,,Xiuzhi LYU,1993-10-26,CHN,3,Erdos (CHN),2012-09-14,1135,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2617.0,CHN,18.0,2012
423,43:37,,Kimberly GARCÍA LEÓN,1993-10-19,PER,2,Madrid (ESP),2022-05-16,1135,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2617.0,ESP,28.0,2022
423,43:37,,Zhenxia MA,1998-08-01,CHN,4,Wuzhong (CHN),2020-12-15,1135,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2617.0,CHN,22.0,2020
423,43:37,,Nadezhda RYASHKINA,1967-01-22,RUS,7,"Népstadion, Budapest (HUN)",1998-08-20,1135,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2617.0,HUN,31.0,1998
423,43:37,,Hailian PAN,1977-11-21,CHN,4,Calella (ESP),1999-05-09,1135,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2617.0,ESP,21.0,1999
433,43:38,,Olga KARDOPOLTSEVA,1966-09-11,BLR,8,"Népstadion, Budapest (HUN)",1998-08-20,1134,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2618.0,HUN,31.0,1998
433,43:38,,Yelena GINKO,1976-07-30,BLR,1,Brest (BLR),2006-05-27,1134,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2618.0,BLR,29.0,2006
433,43:38,,Jane SAVILLE,1974-11-05,AUS,5,Eisenhüttenstadt (GER),1998-05-09,1134,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2618.0,GER,23.0,1998
436,43:39,,Kumiko OKADA,1991-10-17,JPN,1,Tokyo (JPN),2021-01-01,1134,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2619.0,JPN,29.0,2021
436,43:39,,Natalya MISYULYA,1966-04-14,BLR,6,"Olympiastadion, Helsinki (FIN)",1994-08-09,1134,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2619.0,FIN,28.0,1994
438,43:40,,Beate ANDERS,1968-02-04,GDR,1,Naumburg (GER),1989-05-01,1133,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2620.0,GER,21.0,1989
51,43:40,,Liujing YANG,1998-08-22,CHN,2,Huangshan (CHN),2017-03-04,1133,10-kilometres-race-walk,race-walks,female,u20,10-kilometres-race-walk,track,2620.0,CHN,18.0,2017
51,43:40,,Anežka DRAHOTOVÁ,1995-07-22,CZE,3,Taicang (CHN),2014-05-04,1133,10-kilometres-race-walk,race-walks,female,u20,10-kilometres-race-walk,track,2620.0,CHN,18.0,2014
438,43:40,,Tamara SUROVTSEVA,1960-06-12,URS,4,Moskva (URS),1990-05-26,1133,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2620.0,URS,29.0,1990
438,43:40,,Anežka DRAHOTOVÁ,1995-07-22,CZE,3,Taicang (CHN),2014-05-04,1133,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2620.0,CHN,18.0,2014
438,43:40,,Liujing YANG,1998-08-22,CHN,2,Huangshan (CHN),2017-03-04,1133,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2620.0,CHN,18.0,2017
438,43:40,,Sangzhuoma GE,1998-07-16,CHN,1,Huangshan (CHN),2017-03-04,1133,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2620.0,CHN,18.0,2017
438,43:40,,Nadiya BOROVSKA,1981-02-25,UKR,3,Suzhou (CHN),2015-09-27,1133,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2620.0,CHN,34.0,2015
51,43:40,,Sangzhuoma GE,1998-07-16,CHN,1,Huangshan (CHN),2017-03-04,1133,10-kilometres-race-walk,race-walks,female,u20,10-kilometres-race-walk,track,2620.0,CHN,18.0,2017
438,43:40,,Yelena GRUZINOVA,,RUS,6,"Adler, Sochi (RUS)",1997-02-09,1133,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2620.0,RUS,,1997
438,43:40,,Irina STRAKHOVA,1959-03-04,URS,4,"National Stadium, Tokyo (JPN)",1991-08-24,1133,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2620.0,JPN,32.0,1991
438,43:40,,Susana FEITOR,1975-01-28,POR,4,La Coruña (ESP),2011-09-17,1133,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2620.0,ESP,36.0,2011
438,43:40,,María PÉREZ,1996-04-29,ESP,1,Sevilla (ESP),2020-01-25,1133,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2620.0,ESP,23.0,2020
448,43:41,,Anikó SZEBENSZKY,1965-08-12,HUN,18,Poděbrady (CZE),1997-04-19,1132,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2621.0,CZE,31.0,1997
448,43:41,,Andrea ALFÖLDI,1964-09-22,HUN,1,Komló (HUN),1992-06-06,1132,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2621.0,HUN,27.0,1992
448,43:41,,Ana Maria GROZA,1976-06-01,ROU,4,Alba Iulia (ROU),2002-09-15,1132,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2621.0,ROU,26.0,2002
448,43:41,,Susana FEITOR,1975-01-28,POR,7,Beijing (CHN),2010-09-18,1132,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2621.0,CHN,35.0,2010
448,43:41,,Susana FEITOR,1975-01-28,POR,3,La Coruña (ESP),1996-04-20,1132,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2621.0,ESP,21.0,1996
448,43:41,,Mária URBANIKNÉ ROSZA,1967-02-12,HUN,19,Poděbrady (CZE),1997-04-19,1132,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2621.0,CZE,30.0,1997
454,43:42,,Maocuo LI,1992-10-20,CHN,7,Suzhou (CHN),2017-09-25,1132,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2622.0,CHN,24.0,2017
454,43:42,,Lyudmila YEFIMKINA,1981-08-22,RUS,3,Kraków (POL),2005-09-17,1132,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2622.0,POL,24.0,2005
456,43:43,,Elisa RIGAUDO,1980-06-17,ITA,2,Piacenza (ITA),2004-09-26,1131,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2623.0,ITA,24.0,2004
456,43:43,,Yuliya NIFONTOVA,1974-05-14,RUS,9,"Adler, Sochi (RUS)",1996-02-11,1131,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2623.0,RUS,21.0,1996
456,43:43,,Yingliu WANG,1992-05-01,CHN,4,Suzhou (CHN),2015-09-27,1131,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2623.0,CHN,23.0,2015
459,43:44,,Lyudmyla SHELEST,1974-10-04,UKR,1,Ivano-Frankivsk (UKR),2003-10-05,1131,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2624.0,UKR,29.0,2003
459,43:44,,Lina KALUTSKAYA,1988-10-01,RUS,3,Moskva (RUS),2014-08-30,1131,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2624.0,RUS,25.0,2014
459,43:44,,Elisa RIGAUDO,1980-06-17,ITA,3,Kraków (POL),2009-05-30,1131,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2624.0,POL,28.0,2009
462,43:45,,Bingjie JIN,1971-06-03,CHN,3,"New York, NY (USA)",1987-05-03,1130,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2625.0,USA,15.0,1987
