Rank,Mark,Wind,Competitor,DOB,Nationality,Position,Venue,Date,Result Score,Discipline,Type,Gender,Age Category,normalized_discpline,track_field,mark_numeric,venue_country_code,age_at_event,season
471,68.49,,Julia HARTING,1990-04-01,GER,1f1,Halle (GER),2016-05-21,1228,discus-throw,throws,female,senior,discus-throw,field,68.49,GER,26.0,2016
472,68.48,,Sandra PERKOVIĆ,1990-06-21,CRO,1,"Stade de France, Paris-St-Denis (FRA)",2014-07-05,1228,discus-throw,throws,female,senior,discus-throw,field,68.48,FRA,24.0,2014
472,68.48,,Sandra PERKOVIĆ,1990-06-21,CRO,1,"Icahn Stadium, New York, NY (USA)",2013-05-25,1228,discus-throw,throws,female,senior,discus-throw,field,68.48,USA,22.0,2013
472,68.48,,Evelin JAHL,1956-03-28,GDR,1,Potsdam (GDR),1978-08-18,1228,discus-throw,throws,female,senior,discus-throw,field,68.48,GDR,22.0,1978
472,68.48,,Mariya VERGOVA,1950-11-03,BUL,1,Sofia (BUL),1974-08-02,1228,discus-throw,throws,female,senior,discus-throw,field,68.48,BUL,23.0,1974
472,68.48,,Mariya PETKOVA,1950-11-03,BUL,2,Sofia (BUL),1982-07-03,1228,discus-throw,throws,female,senior,discus-throw,field,68.48,BUL,31.0,1982
472,68.48,,Margitta DROESE-PUFE,1952-09-10,GDR,1,Potsdam (GDR),1978-08-24,1228,discus-throw,throws,female,senior,discus-throw,field,68.48,GDR,25.0,1978
472,68.48,,Ellina ZVEREVA,1960-11-16,URS,1,Moskva (URS),1986-08-09,1228,discus-throw,throws,female,senior,discus-throw,field,68.48,URS,25.0,1986
472,68.48,,Tsvetanka KHRISTOVA,1962-03-14,BUL,1,Stara Zagora (BUL),1985-07-20,1228,discus-throw,throws,female,senior,discus-throw,field,68.48,BUL,23.0,1985
480,68.47,,Valarie ALLMAN,1995-02-23,USA,1,"Boudewijnstadion, Bruxelles (BEL)",2024-09-13,1228,discus-throw,throws,female,senior,discus-throw,field,68.47,BEL,29.0,2024
481,68.46,,Ilke WYLUDDA,1969-03-28,GDR,1,"Poljud Stadion, Split (CRO)",1990-08-29,1228,discus-throw,throws,female,senior,discus-throw,field,68.46,CRO,21.0,1990
481,68.46,,Denia CABALLERO,1990-01-13,CUB,1,La Habana (CUB),2019-05-18,1228,discus-throw,throws,female,senior,discus-throw,field,68.46,CUB,29.0,2019
481,68.46,,Sandra PERKOVIĆ,1990-06-21,CRO,1,"Sports Park Mladost, Zagreb (CRO)",2022-09-11,1228,discus-throw,throws,female,senior,discus-throw,field,68.46,CRO,32.0,2022
481,68.46,,Ilke WYLUDDA,1969-03-28,GDR,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",1990-07-12,1228,discus-throw,throws,female,senior,discus-throw,field,68.46,SUI,21.0,1990
481,68.46,,Galina SAVINKOVA,1953-07-15,URS,2,Zagreb (CRO),1981-08-15,1228,discus-throw,throws,female,senior,discus-throw,field,68.46,CRO,28.0,1981
481,68.46,,Silvia MADETZKY,1962-06-24,GDR,5,Potsdam (GDR),1987-08-20,1228,discus-throw,throws,female,senior,discus-throw,field,68.46,GDR,25.0,1987
481,68.46,,Diana GANSKY,1963-12-14,GDR,3,Moskva (URS),1986-07-09,1228,discus-throw,throws,female,senior,discus-throw,field,68.46,URS,22.0,1986
481,68.46,,Svetla MITKOVA-SINIRTAS,1964-06-17,BUL,2,Stara Zagora (BUL),1988-08-20,1228,discus-throw,throws,female,senior,discus-throw,field,68.46,BUL,24.0,1988
489,68.45,,Sandra PERKOVIĆ,1990-06-21,CRO,2,"Hayward Field, Eugene, OR (USA)",2022-07-20,1227,discus-throw,throws,female,senior,discus-throw,field,68.45,USA,32.0,2022
490,68.44,,Zdeňka ŠILHAVÁ,1954-06-15,TCH,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",1988-06-24,1227,discus-throw,throws,female,senior,discus-throw,field,68.44,SUI,34.0,1988
490,68.44,,Sandra PERKOVIĆ,1990-06-21,CRO,1,"Icahn Stadium, New York, NY (USA)",2015-06-13,1227,discus-throw,throws,female,senior,discus-throw,field,68.44,USA,24.0,2015
490,68.44,,Sandra PERKOVIĆ,1990-06-21,CRO,1,"Letzigrund, Zürich (SUI)",2016-09-01,1227,discus-throw,throws,female,senior,discus-throw,field,68.44,SUI,26.0,2016
490,68.44,,Faina MELNIK,1945-06-09,URS,1,Bratislava (TCH),1978-06-10,1227,discus-throw,throws,female,senior,discus-throw,field,68.44,TCH,33.0,1978
490,68.44,,Sandra PERKOVIĆ,1990-06-21,CRO,1,Split (CRO),2018-03-03,1227,discus-throw,throws,female,senior,discus-throw,field,68.44,CRO,27.0,2018
490,68.44,,Sandra PERKOVIĆ,1990-06-21,CRO,2,Ostrava (CZE),2018-09-08,1227,discus-throw,throws,female,senior,discus-throw,field,68.44,CZE,28.0,2018
490,68.44,,Denia CABALLERO,1990-01-13,CUB,2,"Khalifa International Stadium, Doha (QAT)",2019-10-04,1227,discus-throw,throws,female,senior,discus-throw,field,68.44,QAT,29.0,2019
497,68.42,,Larisa MIKHALCHENKO,1963-05-16,URS,2,Sochi (URS),1988-05-31,1227,discus-throw,throws,female,senior,discus-throw,field,68.42,URS,25.0,1988
497,68.42,,Silvia MADETZKY,1962-06-24,GDR,4,Rostock (GER),1988-05-29,1227,discus-throw,throws,female,senior,discus-throw,field,68.42,GER,25.0,1988
497,68.42,,Tsvetanka KHRISTOVA,1962-03-14,BUL,1,Sofia (BUL),1986-05-31,1227,discus-throw,throws,female,senior,discus-throw,field,68.42,BUL,24.0,1986
497,68.42,,Gisela BEYER,1960-07-16,GDR,3,Tbilisi (GEO),1981-06-26,1227,discus-throw,throws,female,senior,discus-throw,field,68.42,GEO,20.0,1981
497,68.42,,Galina SAVINKOVA,1953-07-15,URS,1,Moskva (URS),1987-09-05,1227,discus-throw,throws,female,senior,discus-throw,field,68.42,URS,34.0,1987
502,68.4,,Ilke WYLUDDA,1969-03-28,GDR,1,Bratislava (TCH),1990-06-20,1226,discus-throw,throws,female,senior,discus-throw,field,68.4,TCH,21.0,1990
502,68.4,,Xuemei HOU,1962-02-27,CHN,,Unknown,1988-04-16,1226,discus-throw,throws,female,senior,discus-throw,field,68.4,,26.0,1988
502,68.4,,Ellina ZVEREVA,1960-11-16,BLR,1,"Olympic Stadium, Sydney (AUS)",2000-09-27,1226,discus-throw,throws,female,senior,discus-throw,field,68.4,AUS,39.0,2000
502,68.4,,Ilke WYLUDDA,1969-03-28,GER,1,Oberkochen (GER),1991-06-02,1226,discus-throw,throws,female,senior,discus-throw,field,68.4,GER,22.0,1991
502,68.4,,Zdeňka ŠILHAVÁ,1954-06-15,TCH,1,Praha (TCH),1987-08-22,1226,discus-throw,throws,female,senior,discus-throw,field,68.4,TCH,33.0,1987
502,68.4,,Ilke WYLUDDA,1969-03-28,GDR,1q2,"Stadio Olimpico, Roma (ITA)",1987-08-30,1226,discus-throw,throws,female,senior,discus-throw,field,68.4,ITA,18.0,1987
17,68.4,,Ilke WYLUDDA,1969-03-28,GDR,1q2,"Stadio Olimpico, Roma (ITA)",1987-08-30,1226,discus-throw,throws,female,u20,discus-throw,field,68.4,ITA,18.0,1987
508,68.39,,Valarie ALLMAN,1995-02-23,USA,1,"Drake Stadium, Los Angeles, CA (USA)",2023-05-26,1226,discus-throw,throws,female,senior,discus-throw,field,68.39,USA,28.0,2023
509,68.38,,Olga CHERNYAVSKAYA,1963-09-17,RUS,2,Sochi (RUS),1992-05-24,1226,discus-throw,throws,female,senior,discus-throw,field,68.38,RUS,28.0,1992
509,68.38,,Olga CHERNYAVSKAYA,1963-09-17,RUS,1,Sochi (RUS),1992-05-29,1226,discus-throw,throws,female,senior,discus-throw,field,68.38,RUS,28.0,1992
509,68.38,,Silvia MADETZKY,1962-06-24,GDR,2,Potsdam (GDR),1987-07-07,1226,discus-throw,throws,female,senior,discus-throw,field,68.38,GDR,25.0,1987
512,68.36,,Sabine ENGEL,1954-04-21,GDR,1,Dresden (GER),1976-05-09,1226,discus-throw,throws,female,senior,discus-throw,field,68.36,GER,22.0,1976
512,68.36,,Laulauga TAUSAGA,1998-05-22,USA,2,"Hayward Field, Eugene, OR (USA)",2023-09-17,1226,discus-throw,throws,female,senior,discus-throw,field,68.36,USA,25.0,2023
512,68.36,,Hourun YU,1964-07-09,CHN,2,Tianjin (CHN),1988-09-04,1226,discus-throw,throws,female,senior,discus-throw,field,68.36,CHN,24.0,1988
512,68.36,,Ilke WYLUDDA,1969-03-28,GER,1,Birmingham (GBR),1994-06-25,1226,discus-throw,throws,female,senior,discus-throw,field,68.36,GBR,25.0,1994
512,68.36,,Valarie ALLMAN,1995-02-23,USA,1q1,"Hayward Field, Eugene, OR (USA)",2022-07-18,1226,discus-throw,throws,female,senior,discus-throw,field,68.36,USA,27.0,2022
512,68.36,,Zdeňka ŠILHAVÁ,1954-06-15,TCH,1,Praha (TCH),1984-06-02,1226,discus-throw,throws,female,senior,discus-throw,field,68.36,TCH,29.0,1984
512,68.36,,Sandra PERKOVIĆ,1990-06-21,CRO,1,"Letzigrund, Zürich (SUI)",2014-08-28,1226,discus-throw,throws,female,senior,discus-throw,field,68.36,SUI,24.0,2014
519,68.35,,Valarie ALLMAN,1995-02-23,USA,1,"Hayward Field, Eugene, OR (USA)",2022-05-27,1226,discus-throw,throws,female,senior,discus-throw,field,68.35,USA,27.0,2022
520,68.34,,Tsvetanka KHRISTOVA,1962-03-14,BUL,1,Barcelona (ESP),1984-07-08,1225,discus-throw,throws,female,senior,discus-throw,field,68.34,ESP,22.0,1984
520,68.34,,Ellina ZVEREVA,1960-11-16,URS,4,Moskva (URS),1986-07-09,1225,discus-throw,throws,female,senior,discus-throw,field,68.34,URS,25.0,1986
520,68.34,,Tsvetanka KHRISTOVA,1962-03-14,BUL,1,"Olympic Stadium, Athina (GRE)",1982-09-08,1225,discus-throw,throws,female,senior,discus-throw,field,68.34,GRE,20.0,1982
523,68.32,,Tsvetanka KHRISTOVA,1962-03-14,BUL,1,Bratislava (TCH),1987-06-13,1225,discus-throw,throws,female,senior,discus-throw,field,68.32,TCH,25.0,1987
523,68.32,,Sandra PERKOVIĆ,1990-06-21,CRO,1,"Olympiastadion, Stockholm (SWE)",2016-06-16,1225,discus-throw,throws,female,senior,discus-throw,field,68.32,SWE,26.0,2016
523,68.32,,Faina MELNIK,1945-06-09,URS,1,Podolsk (URS),1980-07-12,1225,discus-throw,throws,female,senior,discus-throw,field,68.32,URS,35.0,1980
523,68.32,,Irina YATCHENKO,1965-10-31,BLR,1,Gomel (BLR),1997-07-02,1225,discus-throw,throws,female,senior,discus-throw,field,68.32,BLR,31.0,1997
523,68.32,,Olga CHERNYAVSKAYA,1963-09-17,URS,1,Sochi (URS),1990-05-13,1225,discus-throw,throws,female,senior,discus-throw,field,68.32,URS,26.0,1990
523,68.32,,Galina SAVINKOVA,1953-07-15,URS,3,Tallinn (EST),1986-06-21,1225,discus-throw,throws,female,senior,discus-throw,field,68.32,EST,32.0,1986
523,68.32,,Irina MESZYNSKI,1962-03-24,GDR,3,Dresden (GER),1986-07-03,1225,discus-throw,throws,female,senior,discus-throw,field,68.32,GER,24.0,1986
530,68.31,,Yaimé PÉREZ,1991-05-29,CUB,1,"Icahn Stadium, New York, NY (USA)",2024-06-08,1225,discus-throw,throws,female,senior,discus-throw,field,68.31,USA,33.0,2024
530,68.31,,Sandra PERKOVIĆ,1990-06-21,CRO,1,"Stadio Luigi Ridolfi, Firenze (ITA)",2021-06-10,1225,discus-throw,throws,female,senior,discus-throw,field,68.31,ITA,30.0,2021
530,68.31,,Nicoleta GRASU,1971-09-11,ROU,1,Athina (GRE),2001-06-11,1225,discus-throw,throws,female,senior,discus-throw,field,68.31,GRE,29.0,2001
533,68.3,,Valarie ALLMAN,1995-02-23,USA,3,"Hayward Field, Eugene, OR (USA)",2022-07-20,1225,discus-throw,throws,female,senior,discus-throw,field,68.3,USA,27.0,2022
533,68.3,,Diana GANSKY,1963-12-14,GDR,1,Zeulenroda (GER),1988-06-19,1225,discus-throw,throws,female,senior,discus-throw,field,68.3,GER,24.0,1988
533,68.3,,Sandra PERKOVIĆ,1990-06-21,CRO,2,Sotteville-lès-Rouen (FRA),2017-07-07,1225,discus-throw,throws,female,senior,discus-throw,field,68.3,FRA,27.0,2017
536,68.29,,Dani STEVENS,1988-05-26,AUS,1,Bad Köstritz (GER),2017-08-25,1224,discus-throw,throws,female,senior,discus-throw,field,68.29,GER,29.0,2017
537,68.28,,Ilke WYLUDDA,1969-03-28,GDR,1,Kamp-Lintfort (FRG),1990-09-15,1224,discus-throw,throws,female,senior,discus-throw,field,68.28,FRG,21.0,1990
537,68.28,,Margitta DROESE-PUFE,1952-09-10,GDR,1,Karl Marx Stadt (GDR),1979-06-10,1224,discus-throw,throws,female,senior,discus-throw,field,68.28,GDR,26.0,1979
537,68.28,,Mariya PETKOVA,1950-11-03,BUL,1,Bratislava (TCH),1979-06-09,1224,discus-throw,throws,female,senior,discus-throw,field,68.28,TCH,28.0,1979
537,68.28,,Yaimé PÉREZ,1991-05-29,CUB,1,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",2019-06-16,1224,discus-throw,throws,female,senior,discus-throw,field,68.28,MAR,28.0,2019
537,68.28,,Beatrice FAUMUINA,1974-10-23,NZL,1,Melbourne (AUS),1997-03-02,1224,discus-throw,throws,female,senior,discus-throw,field,68.28,AUS,22.0,1997
537,68.28,,Irina MESZYNSKI,1962-03-24,GDR,2,Celje (SLO),1984-05-05,1224,discus-throw,throws,female,senior,discus-throw,field,68.28,SLO,22.0,1984
543,68.27,,Yaimé PÉREZ,1991-05-29,CUB,1,"Boudewijnstadion, Bruxelles (BEL)",2019-09-06,1224,discus-throw,throws,female,senior,discus-throw,field,68.27,BEL,28.0,2019
544,68.26,,Dani STEVENS,1988-05-26,AUS,1,Gold Coast (AUS),2018-04-12,1224,discus-throw,throws,female,senior,discus-throw,field,68.26,AUS,29.0,2018
544,68.26,,Martina HELLMANN,1960-12-12,GDR,3,"Neckarstadion, Stuttgart (GER)",1986-08-28,1224,discus-throw,throws,female,senior,discus-throw,field,68.26,GER,25.0,1986
544,68.26,,Galina SAVINKOVA,1953-07-15,URS,1,Sochi (URS),1985-05-25,1224,discus-throw,throws,female,senior,discus-throw,field,68.26,URS,31.0,1985
544,68.26,,Tsvetanka KHRISTOVA,1962-03-14,BUL,2,Praha (TCH),1987-06-27,1224,discus-throw,throws,female,senior,discus-throw,field,68.26,TCH,25.0,1987
544,68.26,,Tsvetanka KHRISTOVA,1962-03-14,BUL,1,Sofia (BUL),1988-06-04,1224,discus-throw,throws,female,senior,discus-throw,field,68.26,BUL,26.0,1988
544,68.26,,Ilke WYLUDDA,1969-03-28,GDR,1,Berlin (GER),1990-07-04,1224,discus-throw,throws,female,senior,discus-throw,field,68.26,GER,21.0,1990
544,68.26,,Franka DIETZSCH,1968-01-22,GDR,3,Neubrandenburg (GDR),1989-06-23,1224,discus-throw,throws,female,senior,discus-throw,field,68.26,GDR,21.0,1989
544,68.26,,Larisa MIKHALCHENKO,1963-05-16,URS,3,"National Stadium, Tokyo (JPN)",1991-08-31,1224,discus-throw,throws,female,senior,discus-throw,field,68.26,JPN,28.0,1991
544,68.26,,Mariya PETKOVA,1950-11-03,BUL,1,Sarajevo (BIH),1981-09-18,1224,discus-throw,throws,female,senior,discus-throw,field,68.26,BIH,30.0,1981
544,68.26,,Maritza MARTEN,1963-08-16,CUB,1,La Habana (CUB),1985-03-31,1224,discus-throw,throws,female,senior,discus-throw,field,68.26,CUB,21.0,1985
554,68.25,,Sandra PERKOVIĆ,1990-06-21,CRO,1,"Stadio Olimpico, Roma (ITA)",2013-06-06,1224,discus-throw,throws,female,senior,discus-throw,field,68.25,ITA,22.0,2013
555,68.24,,Galina MURAŠOVA,1955-12-22,URS,1,Wien (AUT),1983-05-22,1223,discus-throw,throws,female,senior,discus-throw,field,68.24,AUT,27.0,1983
555,68.24,,Mette BERGMANN,1962-11-09,NOR,2,Oslo (NOR),1995-07-21,1223,discus-throw,throws,female,senior,discus-throw,field,68.24,NOR,32.0,1995
555,68.24,,Ilke WYLUDDA,1969-03-28,GDR,1,"Laurentian University Stadium, Sudbury (CAN)",1988-07-31,1223,discus-throw,throws,female,senior,discus-throw,field,68.24,CAN,19.0,1988
555,68.24,,Florenta CRACIUNESCU,1955-05-07,ROU,1,Praha (TCH),1982-08-16,1223,discus-throw,throws,female,senior,discus-throw,field,68.24,TCH,27.0,1982
555,68.24,,Sandra PERKOVIĆ,1990-06-21,CRO,1,"Shanghai Stadium, Shanghai (CHN)",2012-05-19,1223,discus-throw,throws,female,senior,discus-throw,field,68.24,CHN,21.0,2012
555,68.24,,Ilke WYLUDDA,1969-03-28,GER,1,Halle (GER),1991-05-09,1223,discus-throw,throws,female,senior,discus-throw,field,68.24,GER,22.0,1991
555,68.24,,Silvia MADETZKY,1962-06-24,GDR,1,Potsdam (GDR),1982-08-28,1223,discus-throw,throws,female,senior,discus-throw,field,68.24,GDR,20.0,1982
555,68.24,,Irina MESZYNSKI,1962-03-24,GDR,2,Potsdam (GDR),1986-06-11,1223,discus-throw,throws,female,senior,discus-throw,field,68.24,GDR,24.0,1986
18,68.24,,Ilke WYLUDDA,1969-03-28,GDR,1,"Laurentian University Stadium, Sudbury (CAN)",1988-07-31,1223,discus-throw,throws,female,u20,discus-throw,field,68.24,CAN,19.0,1988
563,68.23,,Sandra PERKOVIĆ,1990-06-21,CRO,1,"Suhaim bin Hamad Stadium, Doha (QAT)",2013-05-10,1223,discus-throw,throws,female,senior,discus-throw,field,68.23,QAT,22.0,2013
563,68.23,,Nicoleta GRASU,1971-09-11,ROU,1,Rethymno (GRE),1999-05-28,1223,discus-throw,throws,female,senior,discus-throw,field,68.23,GRE,27.0,1999
565,68.22,,Evelin JAHL,1956-03-28,GDR,1,Dresden (GER),1980-05-24,1223,discus-throw,throws,female,senior,discus-throw,field,68.22,GER,24.0,1980
566,68.21,,Gabi JACOBS,1996-08-20,USA,1,"Rock Chalk Park, Lawrence, KS (USA)",2025-04-26,1223,discus-throw,throws,female,senior,discus-throw,field,68.21,USA,28.0,2025
566,68.21,,Natalya SADOVA,1972-06-15,RUS,1,Athina (GRE),1999-06-16,1223,discus-throw,throws,female,senior,discus-throw,field,68.21,GRE,27.0,1999
568,68.2,,Ilke WYLUDDA,1969-03-28,GER,2,"Stade Louis II, Monaco (MON)",1992-08-11,1223,discus-throw,throws,female,senior,discus-throw,field,68.2,MON,23.0,1992
19,68.2,,Ilke WYLUDDA,1969-03-28,GDR,4,"Stadio Olimpico, Roma (ITA)",1987-08-31,1223,discus-throw,throws,female,u20,discus-throw,field,68.2,ITA,18.0,1987
568,68.2,,Ilke WYLUDDA,1969-03-28,GDR,4,"Stadio Olimpico, Roma (ITA)",1987-08-31,1223,discus-throw,throws,female,senior,discus-throw,field,68.2,ITA,18.0,1987
568,68.2,,Tsvetanka KHRISTOVA,1962-03-14,BUL,1,Sofia (BUL),1986-06-21,1223,discus-throw,throws,female,senior,discus-throw,field,68.2,BUL,24.0,1986
568,68.2,,Bin FENG,1994-04-03,CHN,3,"Nemzeti Atlétikai Központ, Budapest (HUN)",2023-08-22,1223,discus-throw,throws,female,senior,discus-throw,field,68.2,HUN,29.0,2023
568,68.2,,Valarie ALLMAN,1995-02-23,USA,1,"Mike A. Myers Stadium, Austin, TX (USA)",2023-04-29,1223,discus-throw,throws,female,senior,discus-throw,field,68.2,USA,28.0,2023
568,68.2,,Mariya VERGOVA,1950-11-03,BUL,1,Sofia (BUL),1977-08-31,1223,discus-throw,throws,female,senior,discus-throw,field,68.2,BUL,26.0,1977
568,68.2,,Martina HELLMANN,1960-12-12,GDR,2,Moskva (URS),1985-08-17,1223,discus-throw,throws,female,senior,discus-throw,field,68.2,URS,24.0,1985
568,68.2,,Gabriele REINSCH,1963-09-23,GDR,1,Potsdam (GDR),1989-05-18,1223,discus-throw,throws,female,senior,discus-throw,field,68.2,GDR,25.0,1989
576,68.19,,Sandra PERKOVIĆ,1990-06-21,CRO,2,"Stade Charléty, Paris (FRA)",2022-06-18,1223,discus-throw,throws,female,senior,discus-throw,field,68.19,FRA,32.0,2022
577,68.18,,Ilke WYLUDDA,1969-03-28,GER,1,London (GBR),1991-06-19,1222,discus-throw,throws,female,senior,discus-throw,field,68.18,GBR,22.0,1991
577,68.18,,Tsvetanka KHRISTOVA,1962-03-14,BUL,2,Sofia (BUL),1982-06-17,1222,discus-throw,throws,female,senior,discus-throw,field,68.18,BUL,20.0,1982
577,68.18,,Barbara ECHAVARRÍA,1966-08-06,CUB,2,La Habana (CUB),1989-02-17,1222,discus-throw,throws,female,senior,discus-throw,field,68.18,CUB,22.0,1989
577,68.18,,Tatyana LESOVAYA,1956-04-24,URS,1,Almaty (KAZ),1982-09-23,1222,discus-throw,throws,female,senior,discus-throw,field,68.18,KAZ,26.0,1982
577,68.18,,Irina MESZYNSKI,1962-03-24,GDR,1,Potsdam (GDR),1985-06-28,1222,discus-throw,throws,female,senior,discus-throw,field,68.18,GDR,23.0,1985
577,68.18,,Irina KHVAL,1962-05-17,URS,1,Moskva (URS),1988-07-08,1222,discus-throw,throws,female,senior,discus-throw,field,68.18,URS,26.0,1988
583,68.16,,Faina MELNIK,1945-06-09,URS,1,Sofia (BUL),1978-06-04,1222,discus-throw,throws,female,senior,discus-throw,field,68.16,BUL,33.0,1978
583,68.16,,Irina MESZYNSKI,1962-03-24,GDR,3,Chania (GRE),1988-05-22,1222,discus-throw,throws,female,senior,discus-throw,field,68.16,GRE,26.0,1988
583,68.16,,Daniela COSTIAN,1965-04-30,ROU,1,Poiana Brasov (ROU),1986-06-01,1222,discus-throw,throws,female,senior,discus-throw,field,68.16,ROU,21.0,1986
586,68.14,,Ellina ZVEREVA,1960-11-16,BLR,1,Minsk (BLR),1996-06-01,1222,discus-throw,throws,female,senior,discus-throw,field,68.14,BLR,35.0,1996
586,68.14,,Maritza MARTEN,1963-08-16,CUB,1,La Habana (CUB),1989-02-10,1222,discus-throw,throws,female,senior,discus-throw,field,68.14,CUB,25.0,1989
586,68.14,,Larisa KOROTKEVICH,1967-01-03,RUS,1,Vénissieux (FRA),1993-07-02,1222,discus-throw,throws,female,senior,discus-throw,field,68.14,FRA,26.0,1993
586,68.14,,Franka DIETZSCH,1968-01-22,GER,1,"La Cartuja, Sevilla (ESP)",1999-08-23,1222,discus-throw,throws,female,senior,discus-throw,field,68.14,ESP,31.0,1999
586,68.14,,Ilke WYLUDDA,1969-03-28,GER,2,Koblenz (GER),1991-09-11,1222,discus-throw,throws,female,senior,discus-throw,field,68.14,GER,22.0,1991
591,68.13,,Valarie ALLMAN,1995-02-23,USA,1,"CVEATC, Chula Vista, CA (USA)",2021-07-18,1221,discus-throw,throws,female,senior,discus-throw,field,68.13,USA,26.0,2021
591,68.13,,Valarie ALLMAN,1995-02-23,USA,,"Park West Ath. Complex, San Antonio, TX (USA)",2022-03-19,1221,discus-throw,throws,female,senior,discus-throw,field,68.13,USA,27.0,2022
593,68.12,,Galina SAVINKOVA,1953-07-15,URS,2,Cottbus (GER),1982-06-26,1221,discus-throw,throws,female,senior,discus-throw,field,68.12,GER,28.0,1982
593,68.12,,Maritza MARTEN,1963-08-16,CUB,2,La Habana (CUB),1992-05-14,1221,discus-throw,throws,female,senior,discus-throw,field,68.12,CUB,28.0,1992
20,68.1,,Ilke WYLUDDA,1969-03-28,GDR,1,Neubrandenburg (GDR),1987-05-24,1221,discus-throw,throws,female,u20,discus-throw,field,68.1,GDR,18.0,1987
595,68.1,,Mariya PETKOVA,1950-11-03,BUL,1,Lage (GER),1983-06-14,1221,discus-throw,throws,female,senior,discus-throw,field,68.1,GER,32.0,1983
595,68.1,,Evelin JAHL,1956-03-28,GDR,1,Sofia (BUL),1979-06-30,1221,discus-throw,throws,female,senior,discus-throw,field,68.1,BUL,23.0,1979
595,68.1,,Faina MELNIK,1945-06-09,URS,1,"Rheinstadion, Düsseldorf (GER)",1977-09-04,1221,discus-throw,throws,female,senior,discus-throw,field,68.1,GER,32.0,1977
595,68.1,,Sandra PERKOVIĆ,1990-06-21,CRO,1,"Suhaim bin Hamad Stadium, Doha (QAT)",2015-05-15,1221,discus-throw,throws,female,senior,discus-throw,field,68.1,QAT,24.0,2015
595,68.1,,Olga CHERNYAVSKAYA,1963-09-17,URS,1,Adler (URS),1989-02-12,1221,discus-throw,throws,female,senior,discus-throw,field,68.1,URS,25.0,1989
595,68.1,,Ilke WYLUDDA,1969-03-28,GDR,1,Neubrandenburg (GDR),1987-05-24,1221,discus-throw,throws,female,senior,discus-throw,field,68.1,GDR,18.0,1987
595,68.1,,Mariya PETKOVA,1950-11-03,BUL,1,Sofia (BUL),1984-05-26,1221,discus-throw,throws,female,senior,discus-throw,field,68.1,BUL,33.0,1984
602,68.08,,Ilke WYLUDDA,1969-03-28,GDR,1,"Seattle, WA (USA)",1990-07-22,1221,discus-throw,throws,female,senior,discus-throw,field,68.08,USA,21.0,1990
602,68.08,,Zdeňka ŠILHAVÁ,1954-06-15,TCH,1,Barcelona (ESP),1988-07-13,1221,discus-throw,throws,female,senior,discus-throw,field,68.08,ESP,34.0,1988
602,68.08,,Faina MELNIK,1945-06-09,URS,1,Helsinki (FIN),1977-08-13,1221,discus-throw,throws,female,senior,discus-throw,field,68.08,FIN,32.0,1977
605,68.07,,Valarie ALLMAN,1995-02-23,USA,1,"Stade Charléty, Paris (FRA)",2024-07-07,1220,discus-throw,throws,female,senior,discus-throw,field,68.07,FRA,29.0,2024
606,68.06,,Franka DIETZSCH,1968-01-22,GER,1,Chania (GRE),2000-06-14,1220,discus-throw,throws,female,senior,discus-throw,field,68.06,GRE,32.0,2000
606,68.06,,Franka DIETZSCH,1968-01-22,GER,1,Halle (GER),2007-05-19,1220,discus-throw,throws,female,senior,discus-throw,field,68.06,GER,39.0,2007
606,68.06,,Irina MESZYNSKI,1962-03-24,GDR,5,Rostock (GER),1988-05-29,1220,discus-throw,throws,female,senior,discus-throw,field,68.06,GER,26.0,1988
606,68.06,,Silvia MADETZKY,1962-06-24,GDR,3,Potsdam (GDR),1987-06-06,1220,discus-throw,throws,female,senior,discus-throw,field,68.06,GDR,24.0,1987
606,68.06,,Zdeňka ŠILHAVÁ,1954-06-15,TCH,1,Ostrava (TCH),1983-05-31,1220,discus-throw,throws,female,senior,discus-throw,field,68.06,TCH,28.0,1983
606,68.06,,Faina MELNIK,1945-06-09,URS,1,Sofia (BUL),1974-06-09,1220,discus-throw,throws,female,senior,discus-throw,field,68.06,BUL,29.0,1974
612,68.04,,Mariya PETKOVA,1950-11-03,BUL,1,Sofia (BUL),1984-08-25,1220,discus-throw,throws,female,senior,discus-throw,field,68.04,BUL,33.0,1984
612,68.04,,Ilke WYLUDDA,1969-03-28,GDR,1,London (GBR),1990-07-20,1220,discus-throw,throws,female,senior,discus-throw,field,68.04,GBR,21.0,1990
612,68.04,,Zdeňka ŠILHAVÁ,1954-06-15,TCH,1,Barcelona (ESP),1985-07-08,1220,discus-throw,throws,female,senior,discus-throw,field,68.04,ESP,31.0,1985
612,68.04,,Tsvetanka KHRISTOVA,1962-03-14,BUL,6,Berlin (GDR),1984-07-20,1220,discus-throw,throws,female,senior,discus-throw,field,68.04,GDR,22.0,1984
612,68.04,,Evelin JAHL,1956-03-28,GDR,1,Karl Marx Stadt (GDR),1979-08-12,1220,discus-throw,throws,female,senior,discus-throw,field,68.04,GDR,23.0,1979
612,68.04,,Gisela BEYER,1960-07-16,GDR,1,Potsdam (GDR),1984-05-25,1220,discus-throw,throws,female,senior,discus-throw,field,68.04,GDR,23.0,1984
