Rank,Mark,Wind,Competitor,DOB,Nationality,Position,Venue,Date,Result Score,Discipline,Type,Gender,Age Category,normalized_discpline,track_field,mark_numeric,venue_country_code,age_at_event,season
3881,77.93,,Ali Mohamed AL ZENKAWI,1984-02-27,KUW,2,Dubnica nad Váhom (SVK),2010-08-22,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.93,SVK,26.0,2010
3881,77.93,,Markus ESSER,1980-02-03,GER,2,Metz (FRA),2012-06-07,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.93,FRA,32.0,2012
3901,77.92,,Chris HARMSE,1973-05-31,RSA,2,Cape Town (RSA),2000-03-31,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.92,RSA,26.0,2000
3901,77.92,,Andrey YEVGENYEV,1973-07-09,RUS,2,Moskva (RUS),1997-05-13,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.92,RUS,23.0,1997
3901,77.92,,Holger KLOSE,1972-12-05,GER,2,Cottbus (GER),1997-06-11,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.92,GER,24.0,1997
3901,77.92,,Marcel LOMNICKÝ,1987-07-06,SVK,2,"Coral Gables, FL (USA)",2017-04-07,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.92,USA,29.0,2017
3901,77.92,,Aleksey ZAGORNIY,1978-05-31,RUS,2,Tula (RUS),2000-06-03,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.92,RUS,22.0,2000
3901,77.92,,Karsten KOBS,1971-09-16,GER,1,Zeulenroda (GER),2006-05-28,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.92,GER,34.0,2006
3901,77.92,,Kenneth IKEJI,2002-10-28,GBR,1,"Mike A. Myers Stadium, Austin, TX (USA)",2023-06-07,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.92,USA,20.0,2023
3901,77.92,,Rudy WINKLER,1994-12-06,USA,6,"Stade de France, Paris (FRA)",2024-08-04,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.92,FRA,29.0,2024
3901,77.92,,Andrey DEBELYI,1971-01-08,UKR,3,Donetsk (UKR),1993-05-29,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.92,UKR,22.0,1993
3901,77.92,,Sergey KIRMASOV,1970-03-25,RUS,4,Moskva (RUS),1998-06-08,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.92,RUS,28.0,1998
198,77.92,,Ákos HUDI,1991-08-10,HUN,1,Halle (GER),2010-05-15,,hammer-throw-6kg,throws,male,u20,hammer-throw,field,77.92,GER,18.0,2010
3901,77.92,,Wojciech NOWICKI,1989-02-22,POL,2,Biala Podlaska (POL),2015-05-30,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.92,POL,26.0,2015
3901,77.92,,Karsten KOBS,1971-09-16,GER,2,Schönebeck (GER),2007-06-10,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.92,GER,35.0,2007
3901,77.92,,Christoph SAHNER,1963-09-23,FRG,1,Trier (GER),1988-08-28,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.92,GER,24.0,1988
3901,77.92,,Albert SINKA,1962-11-22,HUN,1,Budapest (HUN),1988-07-02,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.92,HUN,25.0,1988
3901,77.92,,Emanuil DULGHEROV,1955-02-07,BUL,1,Poznan (POL),1987-09-20,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.92,POL,32.0,1987
3901,77.92,,Yuriy SEDYKH,1955-06-11,URS,1,Sofia (BUL),1976-05-23,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.92,BUL,20.0,1976
3901,77.92,,Sergey ALAY,1965-06-11,URS,1,Kiev (URS),1989-08-26,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.92,URS,24.0,1989
3901,77.92,,Igor ASTAPKOVICH,1963-01-04,URS,5,Adler (URS),1989-02-26,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.92,URS,26.0,1989
3901,77.92,,Dmitriy SHAKO,1979-03-25,BLR,4,Minsk (BLR),2006-07-22,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.92,BLR,27.0,2006
3901,77.92,,Donatas PLUNGE,1960-11-11,URS,2,Vilnius (LTU),1987-09-04,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.92,LTU,26.0,1987
3901,77.92,,Roland STEUK,1959-03-05,GDR,1,Cottbus (GER),1982-08-22,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.92,GER,23.0,1982
3901,77.92,,Gianpaolo URLANDO,1945-01-07,ITA,1,Formia (ITA),1982-08-28,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.92,ITA,37.0,1982
3923,77.91,,Lukáš MELICH,1980-09-16,CZE,3,"Stadion Juliska, Praha (CZE)",2006-06-05,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.91,CZE,25.0,2006
3923,77.91,,Marco LINGUA,1978-06-04,ITA,1f1,Milano (ITA),2009-02-08,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.91,ITA,30.0,2009
3923,77.91,,Igors SOKOLOVS,1974-08-17,LAT,3,Málaga (ESP),2009-06-27,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.91,ESP,34.0,2009
3923,77.91,,Karsten KOBS,1971-09-16,GER,1,Stendal (GER),2002-08-24,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.91,GER,30.0,2002
3923,77.91,,Maciej PAŁYSZKO,1978-01-04,POL,6,Nikiti (GRE),2002-07-17,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.91,GRE,24.0,2002
3923,77.91,,Marcel LOMNICKÝ,1987-07-06,SVK,3,Dubnica nad Váhom (SVK),2013-08-21,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.91,SVK,26.0,2013
3923,77.91,,Dilshod NAZAROV,1982-05-06,TJK,5,"Mestský Stadion, Ostrava (CZE)",2011-05-30,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.91,CZE,29.0,2011
3923,77.91,,Wojciech NOWICKI,1989-02-22,POL,2,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",2024-06-20,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.91,POL,35.0,2024
3923,77.91,,Marcel LOMNICKÝ,1987-07-06,SVK,4,"Mestský Stadion, Ostrava (CZE)",2014-06-16,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.91,CZE,26.0,2014
3923,77.91,,Konstantinos ZALTOS,2000-02-05,GRE,1,"Percy Beard Track, Gainesville, FL (USA)",2025-04-04,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.91,USA,25.0,2025
3923,77.91,,Adrián ANNUS,1973-06-28,HUN,3,Veszprém (HUN),1998-09-10,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.91,HUN,25.0,1998
3923,77.91,,Trey KNIGHT,2002-05-24,USA,1,"USC Allyson Felix at Loker Track Stadium, Los Angeles, CA (USA)",2025-03-21,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.91,USA,22.0,2025
199,77.9,,Matija GREGURIĆ,1996-09-17,CRO,1,Zagreb (CRO),2015-06-09,,hammer-throw-6kg,throws,male,u20,hammer-throw,field,77.9,CRO,18.0,2015
3935,77.9,,Yuriy SEDYKH,1955-06-11,URS,2,"College Park, MD (USA)",1976-08-06,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.9,USA,21.0,1976
3935,77.9,,Serghei MARGHIEV,1992-11-06,MDA,1,"Dinamo Stadium, Chisinau (MDA)",2022-05-28,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.9,MDA,29.0,2022
3935,77.9,,Krisztián PARS,1982-02-18,HUN,1q,"Meteor, Zhukovskiy (RUS)",2011-07-02,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.9,RUS,29.0,2011
3935,77.9,,Bence HALÁSZ,1997-08-04,HUN,1,"Lantos Mihály Sportközpont, Budapest (HUN)",2021-09-05,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.9,HUN,24.0,2021
3935,77.9,,Matthias MODER,1963-06-17,GDR,3,Dresden (GER),1986-08-16,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.9,GER,23.0,1986
3935,77.9,,Tibor GÉCSEK,1964-09-22,HUN,1,New Delhi (IND),1990-09-18,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.9,IND,26.0,1990
3935,77.9,,Günther RODEHAU,1959-07-06,GDR,4,"Poljud Stadion, Split (CRO)",1990-08-31,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.9,CRO,31.0,1990
3935,77.9,,Günther RODEHAU,1959-07-06,GDR,2,Split (CRO),1984-04-30,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.9,CRO,24.0,1984
3935,77.9,,Primož KOZMUS,1979-09-30,SLO,1,Novo Mesto (SLO),2009-07-22,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.9,SLO,29.0,2009
199,77.9,,Jean Baptiste BRUXELLE,2002-07-09,FRA,3,"Kadrioru staadion, Tallinn (EST)",2021-07-16,,hammer-throw-6kg,throws,male,u20,hammer-throw,field,77.9,EST,19.0,2021
3935,77.9,,Yuriy CHEMEGA,1967-02-18,RUS,1,Krasnodar (URS),1992-05-05,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.9,URS,25.0,1992
3935,77.9,,Jud LOGAN,1959-07-19,USA,1,"University Park, PA (USA)",1991-07-09,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.9,USA,31.0,1991
3935,77.9,,Aleksey ZAGORNIY,1978-05-31,RUS,1,Tula (RUS),2007-08-02,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.9,RUS,29.0,2007
3935,77.9,,Harri HUHTALA,1952-08-13,FIN,1,Lappeenranta (FIN),1983-07-10,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.9,FIN,30.0,1983
3935,77.9,,Yuriy SEDYKH,1955-06-11,URS,2,Reims (FRA),1987-06-13,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.9,FRA,32.0,1987
3935,77.9,,Mikhayil POPEL,1966-05-25,URS,6,Staiki (BLR),1988-07-31,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.9,BLR,22.0,1988
3935,77.9,,Chris HARMSE,1973-05-31,RSA,1,Szombathely (HUN),2004-05-29,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.9,HUN,31.0,2004
3935,77.9,,Sergey KIRMASOV,1970-03-25,RUS,1,Tula (RUS),2004-06-05,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.9,RUS,34.0,2004
3935,77.9,,Alexandros PAPADIMITRIOU,1973-06-18,GRE,1,Trikala (GRE),2003-06-15,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.9,GRE,30.0,2003
3935,77.9,,Vladislav PISKUNOV,1978-06-07,UKR,3,Kyiv (UKR),2005-07-03,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.9,UKR,27.0,2005
3935,77.9,,Krisztián PARS,1982-02-18,HUN,2,Slovenska Bistrica (SLO),2003-05-11,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.9,SLO,21.0,2003
199,77.9,,Ármin SZABADOS,2006-01-11,HUN,1,"Sugár úti Atlétikai Centrum, Szombathely (HUN)",2024-05-21,,hammer-throw-6kg,throws,male,u20,hammer-throw,field,77.9,HUN,18.0,2024
3935,77.9,,Markus ESSER,1980-02-03,GER,2,"Stadion Juliska, Praha (CZE)",2005-06-27,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.9,CZE,25.0,2005
3935,77.9,,Christoph SAHNER,1963-09-23,FRG,3,Rehlingen (GER),1989-05-15,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.9,GER,25.0,1989
3935,77.9,,Libor CHARFREITAG,1977-09-11,SVK,5,Dubnica nad Váhom (SVK),2007-09-16,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.9,SVK,30.0,2007
3935,77.9,,Jüri TAMM,1957-02-05,URS,2,Kuortane (FIN),1990-06-23,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.9,FIN,33.0,1990
3935,77.9,,Nikolay DAVYDOV,1970-04-11,KGZ,1,Moskva (RUS),1995-07-22,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.9,RUS,25.0,1995
3935,77.9,,Igor ASTAPKOVICH,1963-01-04,BLR,4,Sevilla (ESP),2000-06-09,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.9,ESP,37.0,2000
3961,77.89,,Nicola VIZZONI,1973-11-04,ITA,1,Roma (ITA),1998-07-09,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.89,ITA,24.0,1998
3961,77.89,,Karsten KOBS,1971-09-16,GER,1,Bad Köstritz (GER),2005-08-28,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.89,GER,33.0,2005
3961,77.89,,Krisztián PARS,1982-02-18,HUN,1,Tapolca (HUN),2003-08-16,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.89,HUN,21.0,2003
3961,77.89,,Wojciech NOWICKI,1989-02-22,POL,2,"Bregyó Athletic Center, Székesfehérvár (HUN)",2023-07-18,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.89,HUN,34.0,2023
3961,77.89,,Wojciech NOWICKI,1989-02-22,POL,1q1,"Khalifa International Stadium, Doha (QAT)",2019-10-01,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.89,QAT,30.0,2019
3961,77.89,,Marcel LOMNICKÝ,1987-07-06,SVK,1,Trnava (SVK),2013-06-29,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.89,SVK,26.0,2013
3961,77.89,,Nick MILLER,1993-05-01,GBR,3,"Dinamo National Olympic Stadium, Minsk (BLR)",2019-09-09,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.89,BLR,26.0,2019
3961,77.89,,Szymon ZIÓŁKOWSKI,1976-07-01,POL,1q1,"Olympiastadion, Berlin (GER)",2009-08-15,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.89,GER,33.0,2009
3961,77.89,,Rudy WINKLER,1994-12-06,USA,1,"Wallkill HS, Wallkill, NY (USA)",2021-04-11,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.89,USA,26.0,2021
3961,77.89,,Christos FRANTZESKAKIS,2000-04-26,GRE,1,"Eleftheria Stadium, Iraklio (GRE)",2022-03-05,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.89,GRE,21.0,2022
3971,77.88,,Eşref APAK,1982-01-03,TUR,1,Almería (ESP),2005-07-01,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.88,ESP,23.0,2005
3971,77.88,,Primož KOZMUS,1979-09-30,SLO,1,Velenje (SLO),2006-06-23,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.88,SLO,26.0,2006
3971,77.88,,Matthias MODER,1963-06-17,GDR,3,Moskva (URS),1985-08-18,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.88,URS,22.0,1985
3971,77.88,,Christoph SAHNER,1963-09-23,FRG,2,Rehlingen (GER),1983-05-23,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.88,GER,19.0,1983
3971,77.88,,Klaus PLOGHAUS,1956-01-31,FRG,1,Aschaffenburg (FRG),1988-07-15,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.88,FRG,32.0,1988
3971,77.88,,Juha TIAINEN,1955-12-05,FIN,3,Lappeenranta (FIN),1989-07-04,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.88,FIN,33.0,1989
3971,77.88,,Nick MILLER,1993-05-01,GBR,4,"Stadion Śląski, Chorzów (POL)",2019-06-16,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.88,POL,26.0,2019
3971,77.88,,Balázs KISS,1972-03-21,HUN,1,"Los Angeles, CA (USA)",1997-03-29,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.88,USA,25.0,1997
3971,77.88,,Sergey LITVINOV,1986-01-27,GER,5,Sofia (BUL),2009-06-09,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.88,BUL,23.0,2009
3971,77.88,,Jud LOGAN,1959-07-19,USA,1,"Fresno, CA (USA)",1987-04-04,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.88,USA,27.0,1987
3971,77.88,,Sergey IVANOV,1962-01-03,URS,3,Moskva (URS),1988-09-04,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.88,URS,26.0,1988
3971,77.88,,Vladimír MAŠKA,1973-02-06,CZE,1,Čejkovice (CZE),1999-09-12,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.88,CZE,26.0,1999
3971,77.88,,Sean DONNELLY,1993-04-01,USA,1,"Cougar Athletic Stadium, Azusa, CA (USA)",2021-05-14,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.88,USA,28.0,2021
202,77.88,,Aleksi JAAKKOLA,1997-11-17,FIN,3,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",2016-07-22,,hammer-throw-6kg,throws,male,u20,hammer-throw,field,77.88,POL,18.0,2016
3971,77.88,,Diego DEL REAL,1994-03-06,MEX,1,"Pista del CARE, Monterrey (MEX)",2022-04-30,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.88,MEX,28.0,2022
3971,77.88,,Eivind HENRIKSEN,1990-09-14,NOR,1,"Bislett Stadion, Oslo (NOR)",2022-06-30,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.88,NOR,31.0,2022
3971,77.88,,Szymon ZIÓŁKOWSKI,1976-07-01,POL,2,Bydgoszcz (POL),2004-06-05,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.88,POL,27.0,2004
3971,77.88,,Ivan TIKHON,1976-07-24,BLR,2,Yalta (UKR),2004-02-06,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.88,UKR,27.0,2004
3971,77.88,,Mykhaylo KOKHAN,2001-01-22,UKR,1,"Kadrioru staadion, Tallinn (EST)",2021-07-09,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.88,EST,20.0,2021
3989,77.87,,Libor CHARFREITAG,1977-09-11,SVK,1,Košice (SVK),2005-07-10,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.87,SVK,27.0,2005
3989,77.87,,Zsolt NÉMETH,1971-11-09,HUN,1,Budapest (HUN),2001-03-03,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.87,HUN,29.0,2001
3989,77.87,,Vadim KHERSONTSEV,1974-07-08,RUS,3,Moskva (RUS),2003-05-16,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.87,RUS,28.0,2003
3989,77.87,,Vadim KHERSONTSEV,1974-07-08,RUS,4,Palma de Mallorca (ESP),1999-07-10,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.87,ESP,25.0,1999
3989,77.87,,Andrey ROMANOV,1994-09-19,ANA,1,"Yunost Stadium, Adler, Sochi (RUS)",2022-02-06,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.87,RUS,27.0,2022
3989,77.87,,Marco LINGUA,1978-06-04,ITA,1,Split (CRO),2008-03-15,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.87,CRO,29.0,2008
3989,77.87,,Adrián ANNUS,1973-06-28,HUN,5,"Olympiastadion, Berlin (GER)",1998-08-30,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.87,GER,25.0,1998
3989,77.87,,Paweł FAJDEK,1989-06-04,POL,2,Bydgoszcz (POL),2011-08-12,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.87,POL,22.0,2011
3989,77.87,,Sergey KIRMASOV,1970-03-25,RUS,q,Moskva (RUS),1998-08-01,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.87,RUS,28.0,1998
203,77.87,,Ákos HUDI,1991-08-10,HUN,1,Szombathely (HUN),2009-06-20,,hammer-throw-6kg,throws,male,u20,hammer-throw,field,77.87,HUN,17.0,2009
3989,77.87,,Karsten KOBS,1971-09-16,GER,1,Rhede (GER),2004-06-27,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.87,GER,32.0,2004
3989,77.87,,Quentin BIGOT,1992-12-01,FRA,1,Marseille (FRA),2017-07-14,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.87,FRA,24.0,2017
3989,77.87,,Thomas MARDAL,1997-04-16,NOR,1,"Loggane Stadion, Rygg (NOR)",2025-05-04,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.87,NOR,28.0,2025
3989,77.87,,Olli-Pekka KARJALAINEN,1980-03-07,FIN,6,"Stade Charléty, Paris (FRA)",2002-09-14,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.87,FRA,22.0,2002
3989,77.87,,Maciej PAŁYSZKO,1978-01-04,POL,2,Warszawa (POL),2000-06-24,1170.0,hammer-throw,throws,male,senior,hammer-throw,field,77.87,POL,22.0,2000
203,77.87,,Bence HALÁSZ,1997-08-04,HUN,1,Budapest (HUN),2015-03-01,,hammer-throw-6kg,throws,male,u20,hammer-throw,field,77.87,HUN,17.0,2015
203,77.87,,Bence HALÁSZ,1997-08-04,HUN,1,Tapolca (HUN),2015-08-01,,hammer-throw-6kg,throws,male,u20,hammer-throw,field,77.87,HUN,18.0,2015
4003,77.86,,Primož KOZMUS,1979-09-30,SLO,1,Maribor (SLO),2008-07-20,1169.0,hammer-throw,throws,male,senior,hammer-throw,field,77.86,SLO,28.0,2008
206,77.86,,Bence HALÁSZ,1997-08-04,HUN,1q1,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",2016-07-20,,hammer-throw-6kg,throws,male,u20,hammer-throw,field,77.86,POL,18.0,2016
206,77.86,,Alexei MIKHAILOV,1996-04-12,GER,1,Jena (GER),2015-08-01,,hammer-throw-6kg,throws,male,u20,hammer-throw,field,77.86,GER,19.0,2015
206,77.86,,Alexandros POURSANIDIS,1993-01-23,CYP,1,Lefkosia (CYP),2012-06-22,,hammer-throw-6kg,throws,male,u20,hammer-throw,field,77.86,CYP,19.0,2012
206,77.86,,Ashraf ELSEIFY,1995-02-20,QAT,1,Doha (QAT),2014-03-09,,hammer-throw-6kg,throws,male,u20,hammer-throw,field,77.86,QAT,19.0,2014
206,77.86,,Hleb DUDARAU,1996-10-17,BLR,1,Novopolotsk (BLR),2015-11-27,,hammer-throw-6kg,throws,male,u20,hammer-throw,field,77.86,BLR,19.0,2015
4003,77.86,,Markus ESSER,1980-02-03,GER,1,Halle (GER),2013-05-25,1169.0,hammer-throw,throws,male,senior,hammer-throw,field,77.86,GER,33.0,2013
4003,77.86,,Koji MUROFUSHI,1974-10-08,JPN,3,Osaka (JPN),2010-05-08,1169.0,hammer-throw,throws,male,senior,hammer-throw,field,77.86,JPN,35.0,2010
4003,77.86,,Krisztián PARS,1982-02-18,HUN,4,"Stadion Juliska, Praha (CZE)",2006-06-05,1169.0,hammer-throw,throws,male,senior,hammer-throw,field,77.86,CZE,24.0,2006
4003,77.86,,Vasiliy SIDORENKO,1961-05-01,URS,3,Bryansk (URS),1987-07-19,1169.0,hammer-throw,throws,male,senior,hammer-throw,field,77.86,URS,26.0,1987
4003,77.86,,Grigoriy SHEVTSOV,1958-08-16,URS,1,Volgograd (URS),1982-06-26,1169.0,hammer-throw,throws,male,senior,hammer-throw,field,77.86,URS,23.0,1982
4003,77.86,,Ivan TIKHON,1976-07-24,BLR,9,"Olympiastadion, München (GER)",2002-08-07,1169.0,hammer-throw,throws,male,senior,hammer-throw,field,77.86,GER,26.0,2002
4003,77.86,,Valeriy KOCHERGA,1963-09-12,URS,1,Lugansk (URS),1990-07-25,1169.0,hammer-throw,throws,male,senior,hammer-throw,field,77.86,URS,26.0,1990
4003,77.86,,Vladimír MAŠKA,1973-02-06,CZE,1,Praha (CZE),1999-07-09,1169.0,hammer-throw,throws,male,senior,hammer-throw,field,77.86,CZE,26.0,1999
4003,77.86,,Markus ESSER,1980-02-03,GER,1,Rhede (GER),2013-05-26,1169.0,hammer-throw,throws,male,senior,hammer-throw,field,77.86,GER,33.0,2013
4003,77.86,,Yuriy SEDYKH,1955-06-11,URS,1,Nicosia (CYP),1987-10-01,1169.0,hammer-throw,throws,male,senior,hammer-throw,field,77.86,CYP,32.0,1987
4003,77.86,,Paweł FAJDEK,1989-06-04,POL,1q2,"Olympiastadion, Berlin (GER)",2018-08-06,1169.0,hammer-throw,throws,male,senior,hammer-throw,field,77.86,GER,29.0,2018
4003,77.86,,Aleksey SOKIRSKIY,1985-03-16,UKR,1,Kyiv (UKR),2014-06-03,1169.0,hammer-throw,throws,male,senior,hammer-throw,field,77.86,UKR,29.0,2014
211,77.85,,Angelos MANTZOURANIS,2004-05-01,GRE,1,"National Stadium, Serres (GRE)",2023-06-10,,hammer-throw-6kg,throws,male,u20,hammer-throw,field,77.85,GRE,19.0,2023
211,77.85,,Ákos HUDI,1991-08-10,HUN,1,Budapest (HUN),2010-05-30,,hammer-throw-6kg,throws,male,u20,hammer-throw,field,77.85,HUN,18.0,2010
211,77.85,,Igor YEVSEYEV,1996-03-27,RUS,1,Krasnodar (RUS),2014-05-19,,hammer-throw-6kg,throws,male,u20,hammer-throw,field,77.85,RUS,18.0,2014
4016,77.85,,Vadim DEVYATOVSKIY,1977-03-20,BLR,2,"FBK Stadium, Hengelo (NED)",2008-05-24,1169.0,hammer-throw,throws,male,senior,hammer-throw,field,77.85,NED,31.0,2008
4016,77.85,,Oleksandr DRYHOL,1966-04-25,UKR,1,Yalta (UKR),2012-05-28,1169.0,hammer-throw,throws,male,senior,hammer-throw,field,77.85,UKR,46.0,2012
4016,77.85,,Pavel KRYVITSKI,1984-04-17,BLR,2q2,"Olympiastadion, Berlin (GER)",2009-08-15,1169.0,hammer-throw,throws,male,senior,hammer-throw,field,77.85,GER,25.0,2009
4016,77.85,,Aleksey ZAGORNIY,1978-05-31,RUS,1,Sochi (RUS),2008-05-27,1169.0,hammer-throw,throws,male,senior,hammer-throw,field,77.85,RUS,30.0,2008
4016,77.85,,Vladislav PISKUNOV,1978-06-07,UKR,5,Rüdlingen (SUI),2001-08-19,1169.0,hammer-throw,throws,male,senior,hammer-throw,field,77.85,SUI,23.0,2001
4016,77.85,,Mykhaylo KOKHAN,2001-01-22,UKR,2q2,"Olympiastadion, München (GER)",2022-08-17,1169.0,hammer-throw,throws,male,senior,hammer-throw,field,77.85,GER,21.0,2022
4022,77.84,,Mykhaylo KOKHAN,2001-01-22,UKR,3,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",2024-06-20,1169.0,hammer-throw,throws,male,senior,hammer-throw,field,77.84,POL,23.0,2024
4022,77.84,,Krisztián PARS,1982-02-18,HUN,1,Potchefstroom (RSA),2014-02-08,1169.0,hammer-throw,throws,male,senior,hammer-throw,field,77.84,RSA,31.0,2014
4022,77.84,,Bence HALÁSZ,1997-08-04,HUN,1q2,"Stadio Olimpico, Roma (ITA)",2024-06-08,1169.0,hammer-throw,throws,male,senior,hammer-throw,field,77.84,ITA,26.0,2024
4022,77.84,,Alexandros PAPADIMITRIOU,1973-06-18,GRE,1,Athina (GRE),1996-06-15,1169.0,hammer-throw,throws,male,senior,hammer-throw,field,77.84,GRE,23.0,1996
4022,77.84,,Szymon ZIÓŁKOWSKI,1976-07-01,POL,1,Sopot (POL),1996-06-15,1169.0,hammer-throw,throws,male,senior,hammer-throw,field,77.84,POL,19.0,1996
