Rank,Mark,Wind,Competitor,DOB,Nationality,Position,Venue,Date,Result Score,Discipline,Type,Gender,Age Category,normalized_discpline,track_field,mark_numeric,venue_country_code,age_at_event,season
533,6382,,Peggy BEER,1969-09-15,GER,3,Götzis (AUT),1998-05-31,1150.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6382.0,AUT,28.0,1998
5,6381,,Alina SHUKH,1999-02-12,UKR,1,"Stadio Zecchini, Grosseto (ITA)",2017-07-21,1150.0,heptathlon,combined-events,female,u20,heptathlon,mixed,6381.0,ITA,18.0,2017
534,6381,,Sabine BRAUN,1965-06-19,GER,1f,"Stadionring, Ratingen (GER)",1998-06-21,1150.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6381.0,GER,33.0,1998
534,6381,,Kateřina CACHOVÁ,1990-02-26,CZE,3,"Stade Pierre Paul Bernard, Talence (FRA)",2018-09-16,1150.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6381.0,FRA,28.0,2018
534,6381,,Alina SHUKH,1999-02-12,UKR,1,"Stadio Zecchini, Grosseto (ITA)",2017-07-21,1150.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6381.0,ITA,18.0,2017
537,6380,,Peggy BEER,1969-09-15,GER,7,"National Stadium, Tokyo (JPN)",1991-08-27,1150.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6380.0,JPN,21.0,1991
537,6380,,Remigija NAZAROVIENĖ,1967-06-02,URS,6,"Poljud Stadion, Split (CRO)",1990-08-31,1150.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6380.0,CRO,23.0,1990
537,6380,,Hanna KASYANOVA,1983-04-24,UKR,1,Szczecin (POL),2009-06-28,1150.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6380.0,POL,26.0,2009
537,6380,,Austra SKUJYTĖ,1979-08-12,LTU,6,"Yanmar Stadium Nagai, Osaka (JPN)",2007-08-26,1150.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6380.0,JPN,28.0,2007
537,6380,,Mona STEIGAUF,1970-01-17,GER,2,Lage (GER),1996-06-16,1150.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6380.0,GER,26.0,1996
542,6379,,Sveva GEREVINI,1996-05-31,ITA,6,"Stadio Olimpico, Roma (ITA)",2024-06-08,1149.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6379.0,ITA,28.0,2024
542,6379,,Astrid RETZKE,1973-07-13,GER,1,"Stadionring, Ratingen (GER)",2000-07-23,1149.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6379.0,GER,27.0,2000
542,6379,,Lilli SCHWARZKOPF,1983-08-28,GER,7,"National Stadium, Beijing (CHN)",2008-08-16,1149.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6379.0,CHN,24.0,2008
542,6379,,Erica BOUGARD,1993-07-26,USA,9,"National Stadium, Tokyo (JPN)",2021-08-05,1149.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6379.0,JPN,28.0,2021
546,6378,,Lyudmila BLONSKA,1977-11-09,UKR,1,Woerden (NED),2005-08-28,1149.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6378.0,NED,27.0,2005
546,6378,,Kamila CHUDZIK,1986-12-09,POL,2,Szczecin (POL),2009-06-28,1149.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6378.0,POL,22.0,2009
546,6378,,Jennifer OESER,1983-11-29,GER,7,"Yanmar Stadium Nagai, Osaka (JPN)",2007-08-26,1149.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6378.0,JPN,23.0,2007
549,6377,,Katarina JOHNSON-THOMPSON,1993-01-09,GBR,1,"Alexander Stadium, Birmingham (GBR)",2022-08-03,1149.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6377.0,GBR,29.0,2022
549,6377,,Natalya ROSHCHUPKINA,1978-01-13,RUS,1,Oulu (FIN),2000-07-02,1149.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6377.0,FIN,22.0,2000
549,6377,,Kristine NITZSCHE,1959-06-01,GDR,4,Sofia (BUL),1983-09-11,1149.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6377.0,BUL,24.0,1983
549,6377,,Nadine BROERSEN,1990-04-29,NED,1,"Stade Pierre Paul Bernard, Talence (FRA)",2016-09-18,1149.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6377.0,FRA,26.0,2016
553,6376,,Brianne THEISEN-EATON,1986-12-18,CAN,1,"Mösle-Stadium, Götzis (AUT)",2013-05-26,1149.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6376.0,AUT,26.0,2013
553,6376,,Jennifer OESER,1983-11-29,GER,4,"Ullevi Stadium, Göteborg (SWE)",2006-08-08,1149.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6376.0,SWE,22.0,2006
555,6375,,Sophie WEIßENBERG,1997-09-24,GER,5,"Mösle-Stadium, Götzis (AUT)",2023-05-28,1149.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6375.0,AUT,25.0,2023
555,6375,,Irina BELOVA,1968-03-27,RUS,5,"Népstadion, Budapest (HUN)",1998-08-22,1149.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6375.0,HUN,30.0,1998
555,6375,,Margaret SIMPSON,1981-12-31,GHA,3,"Olympiastadion, Helsinki (FIN)",2005-08-07,1149.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6375.0,FIN,23.0,2005
558,6374,,Erica BOUGARD,1993-07-26,USA,6,"Mösle-Stadium, Götzis (AUT)",2019-05-26,1148.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6374.0,AUT,25.0,2019
559,6373,,Natalya ROSHCHUPKINA,1978-01-13,RUS,1,"Queensland Sport and Athletics Centre, Nathan, Brisbane (AUS)",2001-09-05,1148.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6373.0,AUS,23.0,2001
559,6373,,Claudia TONN,1981-04-18,GER,3,"Stadionring, Ratingen (GER)",2006-06-25,1148.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6373.0,GER,25.0,2006
559,6373,,Yorgelis RODRÍGUEZ,1995-01-25,CUB,2,"Stade Pierre Paul Bernard, Talence (FRA)",2016-09-18,1148.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6373.0,FRA,21.0,2016
562,6372,,Xénia KRIZSÁN,1993-01-13,HUN,5,"Olympiastadion, München (GER)",2022-08-18,1148.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6372.0,GER,29.0,2022
562,6372,,Michelle ATHERLEY,1995-12-09,USA,1,"Hilmer Lodge Stadium, Walnut, CA (USA)",2024-04-18,1148.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6372.0,USA,28.0,2024
564,6371,,Akela JONES,1995-04-22,BAR,1,"Eugene, OR (USA)",2015-06-11,1148.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6371.0,USA,20.0,2015
565,6370,,Nadine VISSER,1995-02-09,NED,7,"Olympic Stadium, London (GBR)",2017-08-06,1148.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6370.0,GBR,22.0,2017
565,6370,,Lilli SCHWARZKOPF,1983-08-28,GER,3,"Stadionring, Ratingen (GER)",2011-07-17,1148.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6370.0,GER,27.0,2011
565,6370,,Jolanda KEIZER,1985-04-05,NED,8,"National Stadium, Beijing (CHN)",2008-08-16,1148.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6370.0,CHN,23.0,2008
565,6370,,Tatyana ZHURAVLYOVA,1967-12-19,URS,8,"National Stadium, Tokyo (JPN)",1991-08-27,1148.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6370.0,JPN,23.0,1991
569,6369,,Carolin SCHÄFER,1991-12-05,GER,1,"Stadionring, Ratingen (GER)",2023-06-18,1147.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6369.0,GER,31.0,2023
569,6369,,Kylie WHEELER,1980-01-17,AUS,9,"National Stadium, Beijing (CHN)",2008-08-16,1147.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6369.0,CHN,28.0,2008
569,6369,,Tiia HAUTALA,1972-04-03,FIN,5,"La Cartuja, Sevilla (ESP)",1999-08-22,1147.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6369.0,ESP,27.0,1999
572,6368,,Sabine EVERTS,1961-03-04,FRG,4,Götzis (AUT),1985-05-26,1147.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6368.0,AUT,24.0,1985
572,6368,,Valentina DIMITROVA,1956-05-04,BUL,6,Moskva (URS),1983-06-19,1147.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6368.0,URS,27.0,1983
574,6367,,Xénia KRIZSÁN,1993-01-13,HUN,7,"Olympiastadion, Berlin (GER)",2018-08-10,1147.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6367.0,GER,25.0,2018
575,6366,,Jennifer OESER,1983-11-29,GER,3,"Mösle-Stadium, Götzis (AUT)",2007-05-27,1147.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6366.0,AUT,23.0,2007
575,6366,,Heike TISCHLER,1964-02-04,GER,2,Helmond (NED),1991-07-07,1147.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6366.0,NED,27.0,1991
575,6366,,Karin ERTL,1974-06-23,GER,4,Götzis (AUT),1998-05-31,1147.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6366.0,AUT,23.0,1998
575,6366,,Chari HAWKINS,1991-05-21,USA,8,"Nemzeti Atlétikai Központ, Budapest (HUN)",2023-08-20,1147.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6366.0,HUN,32.0,2023
579,6365,,Karin ERTL,1974-06-23,GER,2,"Stadionring, Ratingen (GER)",2001-06-17,1147.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6365.0,GER,27.0,2001
580,6364,,Liliana NĂSTASE,1962-08-01,ROU,1,Zagreb (CRO),1987-07-14,1146.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6364.0,CRO,24.0,1987
581,6363,,Sabine EVERTS,1961-03-04,FRG,3,"Memorial Coliseum, Los Angeles, CA (USA)",1984-08-04,1146.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6363.0,USA,23.0,1984
581,6363,,Anouk VETTER,1993-02-04,NED,1,"Stade Pierre Paul Bernard, Talence (FRA)",2017-09-17,1146.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6363.0,FRA,24.0,2017
581,6363,,Peggy BEER,1969-09-15,GER,5,Götzis (AUT),1995-05-28,1146.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6363.0,AUT,25.0,1995
581,6363,,Sheila BURRELL,1972-01-15,USA,1,Götzis (AUT),2002-06-02,1146.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6363.0,AUT,30.0,2002
585,6362,,Claudia SALMAN-RATH,1986-04-25,GER,8,"Olympic Stadium, London (GBR)",2017-08-06,1146.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6362.0,GBR,31.0,2017
585,6362,,Peggy BEER,1969-09-15,GER,3,Vénissieux (FRA),1994-07-03,1146.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6362.0,FRA,24.0,1994
585,6362,,Valentina DIMITROVA,1956-05-04,BUL,5,"Olympiastadion, Helsinki (FIN)",1983-08-09,1146.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6362.0,FIN,27.0,1983
585,6362,,Peggy BEER,1969-09-15,GER,2f,"Stadionring, Ratingen (GER)",1998-06-21,1146.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6362.0,GER,28.0,1998
589,6361,,Lyudmyla YOSIPENKO,1984-09-24,UKR,3,"Mösle-Stadium, Götzis (AUT)",2009-05-31,1146.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6361.0,AUT,24.0,2009
590,6360,,Barbara NWABA,1989-01-18,USA,5,"Mösle-Stadium, Götzis (AUT)",2016-05-29,1146.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6360.0,AUT,27.0,2016
590,6360,,Austra SKUJYTĖ,1979-08-12,LTU,4,"Olympiastadion, Helsinki (FIN)",2005-08-07,1146.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6360.0,FIN,26.0,2005
590,6360,,Karolina TYMIŃSKA,1984-10-04,POL,2,Kladno (CZE),2013-06-09,1146.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6360.0,CZE,28.0,2013
590,6360,,Ghada SHOUAA,1972-09-10,SYR,1,Hiroshima (JPN),1994-10-11,1146.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6360.0,JPN,22.0,1994
590,6360,,Jennifer OESER,1983-11-29,GER,10,"National Stadium, Beijing (CHN)",2008-08-16,1146.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6360.0,CHN,24.0,2008
590,6360,,Dafne SCHIPPERS,1992-06-15,NED,5,"Mösle-Stadium, Götzis (AUT)",2012-05-27,1146.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6360.0,AUT,19.0,2012
596,6359,,Jennifer OESER,1983-11-29,GER,3,"Mösle-Stadium, Götzis (AUT)",2011-05-29,1145.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6359.0,AUT,27.0,2011
596,6359,,Anastasiya MOKHNYUK,1991-01-01,UKR,7,"National Stadium, Beijing (CHN)",2015-08-23,1145.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6359.0,CHN,24.0,2015
596,6359,,Birgit CLARIUS,1965-03-18,FRG,7,"Poljud Stadion, Split (CRO)",1990-08-31,1145.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6359.0,CRO,25.0,1990
599,6358,,Ninali ZHENG,1998-11-12,CHN,1,"Antonio Domínguez Stadium, Arona (ESP)",2021-06-13,1145.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6358.0,ESP,22.0,2021
600,6357,,Kym CARTER-BEGEL,1964-03-12,USA,6,"Gottlieb-Daimler Stadion, Stuttgart (GER)",1993-08-17,1145.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6357.0,GER,29.0,1993
600,6357,,Irina BELOVA,1968-03-27,RUS,3,Talence (FRA),1999-09-19,1145.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6357.0,FRA,31.0,1999
600,6357,,Lyudmila BLONSKA,1977-11-09,UKR,5,"Ullevi Stadium, Göteborg (SWE)",2006-08-08,1145.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6357.0,SWE,28.0,2006
600,6357,,Géraldine RUCKSTUHL,1998-02-24,SUI,2,"Stadio Zecchini, Grosseto (ITA)",2017-07-21,1145.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6357.0,ITA,19.0,2017
6,6357,,Géraldine RUCKSTUHL,1998-02-24,SUI,2,"Stadio Zecchini, Grosseto (ITA)",2017-07-21,1145.0,heptathlon,combined-events,female,u20,heptathlon,mixed,6357.0,ITA,19.0,2017
604,6356,,Nataliya DOBRYNSKA,1982-05-29,UKR,6,"Ullevi Stadium, Göteborg (SWE)",2006-08-08,1145.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6356.0,SWE,24.0,2006
604,6356,,Xénia KRIZSÁN,1993-01-13,HUN,9,"Olympic Stadium, London (GBR)",2017-08-06,1145.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6356.0,GBR,24.0,2017
606,6355,,Sabine BRAUN,1965-06-19,GER,5,"Olympic Stadium, Sydney (AUS)",2000-09-24,1145.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6355.0,AUS,35.0,2000
606,6355,,Nadine VISSER,1995-02-09,NED,10,"Mösle-Stadium, Götzis (AUT)",2017-05-28,1145.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6355.0,AUT,22.0,2017
606,6355,,Lilli SCHWARZKOPF,1983-08-28,GER,2,"Stadionring, Ratingen (GER)",2009-06-21,1145.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6355.0,GER,25.0,2009
609,6354,,Yelena PROKHOROVA,1978-04-16,RUS,4,Götzis (AUT),2004-05-30,1144.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6354.0,AUT,26.0,2004
609,6354,,Lyudmila BLONSKA,1977-11-09,UKR,1,Kladno (CZE),2007-06-20,1144.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6354.0,CZE,29.0,2007
609,6354,,Yelena PROKHOROVA,1978-04-16,RUS,2,Talence (FRA),2001-09-16,1144.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6354.0,FRA,23.0,2001
609,6354,,Jane JAMIESON,1975-06-23,AUS,2,Kuala Lumpur (MAS),1998-09-17,1144.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6354.0,MAS,23.0,1998
613,6353,,Brianne THEISEN-EATON,1986-12-18,CAN,1,"Eugene, OR (USA)",2012-05-06,1144.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6353.0,USA,25.0,2012
613,6353,,Jessica ZELINKA,1981-09-03,CAN,4,"Mösle-Stadium, Götzis (AUT)",2011-05-29,1144.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6353.0,AUT,29.0,2011
615,6352,,Yelena PROKHOROVA,1978-04-16,RUS,2,"Queensland Sport and Athletics Centre, Nathan, Brisbane (AUS)",2001-09-05,1144.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6352.0,AUS,23.0,2001
615,6352,,Michelle ATHERLEY,1995-12-09,USA,4,"Hayward Field, Eugene, OR (USA)",2021-06-27,1144.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6352.0,USA,25.0,2021
615,6352,,Irina TYUKHAY,1967-01-14,RUS,4,Tula (RUS),2000-07-23,1144.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6352.0,RUS,33.0,2000
615,6352,,Sabine BRAUN,1965-06-19,GER,1,"Stadionring, Ratingen (GER)",1999-07-18,1144.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6352.0,GER,34.0,1999
615,6352,,Liliana NĂSTASE,1962-08-01,ROU,6,Götzis (AUT),1988-06-19,1144.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6352.0,AUT,25.0,1988
615,6352,,Małgorzata NOWAK,1959-02-09,POL,6,"Neckarstadion, Stuttgart (GER)",1986-08-30,1144.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6352.0,GER,27.0,1986
621,6351,,Jane FLEMMING,1965-04-14,AUS,7,"Olympic Stadium, Seoul (KOR)",1988-09-24,1144.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6351.0,KOR,23.0,1988
621,6351,,Karolina TYMIŃSKA,1984-10-04,POL,4,"Mösle-Stadium, Götzis (AUT)",2008-06-01,1144.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6351.0,AUT,23.0,2008
621,6351,,Urszula WŁODARCZYK,1965-12-22,POL,2,Talence (FRA),2000-07-30,1144.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6351.0,FRA,34.0,2000
624,6349,,Peggy BEER,1969-09-15,GER,3,Ratingen (GER),1997-06-01,1144.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6349.0,GER,27.0,1997
624,6349,,Eliška KLUČINOVÁ,1988-04-14,CZE,10,"Mösle-Stadium, Götzis (AUT)",2015-05-31,1144.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6349.0,AUT,27.0,2015
624,6349,,Beatrice MAU-REPNAK,1971-02-20,GER,5,Götzis (AUT),1994-05-29,1144.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6349.0,AUT,23.0,1994
627,6348,,Satu RUOTSALAINEN,1966-10-21,FIN,5,Götzis (AUT),1992-05-31,1143.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6348.0,AUT,25.0,1992
628,6347,,Erica BOUGARD,1993-07-26,USA,1,"Drake Stadium, Des Moines, IA (USA)",2018-06-24,1143.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6347.0,USA,24.0,2018
628,6347,,Judy SIMPSON,1960-11-14,GBR,5,Sofia (BUL),1983-09-11,1143.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6347.0,BUL,22.0,1983
628,6347,,Jackie JOHNSON,1984-09-08,USA,2,"Eugene, OR (USA)",2008-06-28,1143.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6347.0,USA,23.0,2008
628,6347,,Karolina TYMIŃSKA,1984-10-04,POL,1,"Kadrioru staadion, Tallinn (EST)",2013-06-30,1143.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6347.0,EST,28.0,2013
632,6346,,Ekaterina VORONINA,1992-02-16,UZB,1,Tashkent (UZB),2021-05-29,1143.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6346.0,UZB,29.0,2021
632,6346,,Evelis AGUILAR,1993-01-03,COL,1,Ibagué (COL),2021-03-14,1143.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6346.0,COL,28.0,2021
634,6345,,Austra SKUJYTĖ,1979-08-12,LTU,1,"Tucson, AZ (USA)",2004-03-24,1143.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6345.0,USA,24.0,2004
634,6345,,Jennifer OESER,1983-11-29,GER,6,"Mösle-Stadium, Götzis (AUT)",2012-05-27,1143.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6345.0,AUT,28.0,2012
634,6345,,Natalya SHUBENKOVA,1957-09-25,URS,3,Helmond (NED),1989-07-16,1143.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6345.0,NED,31.0,1989
634,6345,,Nadine BROERSEN,1990-04-29,NED,2,"Mösle-Stadium, Götzis (AUT)",2013-05-26,1143.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6345.0,AUT,23.0,2013
634,6345,,Julia MÄCHTIG,1986-01-01,GER,1,"Stadionring, Ratingen (GER)",2012-06-15,1143.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6345.0,GER,26.0,2012
639,6344,,Nadine VISSER,1995-02-09,NED,8,"National Stadium, Beijing (CHN)",2015-08-23,1143.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6344.0,CHN,20.0,2015
639,6344,,Heike TISCHLER,1964-02-04,GDR,4,Götzis (AUT),1990-06-17,1143.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6344.0,AUT,26.0,1990
641,6343,,Olga KURBAN,1987-12-16,RUS,5,"Mösle-Stadium, Götzis (AUT)",2008-06-01,1142.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6343.0,AUT,20.0,2008
641,6343,,Lilli SCHWARZKOPF,1983-08-28,GER,1,"Stadionring, Ratingen (GER)",2007-06-17,1142.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6343.0,GER,23.0,2007
641,6343,,Jessica ZELINKA,1981-09-03,CAN,4,"Mösle-Stadium, Götzis (AUT)",2007-05-27,1142.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6343.0,AUT,25.0,2007
641,6343,,Sharon DAY-MONROE,1985-06-09,USA,2,"Hayward Field, Eugene, OR (USA)",2012-06-30,1142.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6343.0,USA,27.0,2012
641,6343,,DeDee NATHAN,1968-04-20,USA,1,"Sacramento, CA (USA)",2000-07-15,1142.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6343.0,USA,32.0,2000
641,6343,,Jane FLEMMING,1965-04-14,AUS,7,"Gottlieb-Daimler Stadion, Stuttgart (GER)",1993-08-17,1142.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6343.0,GER,28.0,1993
641,6343,,Yelena PROKHOROVA,1978-04-16,RUS,2,Tula (RUS),2004-06-24,1142.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6343.0,RUS,26.0,2004
648,6342,,Barbara NWABA,1989-01-18,USA,11,"Mösle-Stadium, Götzis (AUT)",2015-05-31,1142.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6342.0,AUT,26.0,2015
648,6342,,Eunice BARBER,1974-11-17,SLE,5,"Olympic Stadium, Atlanta, GA (USA)",1996-07-28,1142.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6342.0,USA,21.0,1996
650,6341,,Kathleen GUTJAHR,1975-07-27,GER,6,Götzis (AUT),2000-06-04,1142.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6341.0,AUT,24.0,2000
650,6341,,Nathalie TEPPE,1972-05-22,FRA,5,Götzis (AUT),1998-05-31,1142.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6341.0,AUT,26.0,1998
650,6341,,Birgit CLARIUS,1965-03-18,GER,8,"Gottlieb-Daimler Stadion, Stuttgart (GER)",1993-08-17,1142.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6341.0,GER,28.0,1993
650,6341,,Natallia SAZANOVICH,1973-08-15,BLR,3,"Olympiastadion, München (GER)",2002-08-10,1142.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6341.0,GER,29.0,2002
654,6340,,Eunice BARBER,1974-11-17,SLE,4,"Ullevi Stadium, Göteborg (SWE)",1995-08-10,1142.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6340.0,SWE,20.0,1995
655,6339,,Maria HUNTINGTON,1997-03-13,FIN,1,Lappeenranta (FIN),2019-08-03,1142.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6339.0,FIN,22.0,2019
655,6339,,Timara CHAPMAN,2000-05-05,USA,1,"Hayward Field, Eugene, OR (USA)",2024-06-08,1142.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6339.0,USA,24.0,2024
655,6339,,Sheila BURRELL,1972-01-15,USA,2,"Sacramento, CA (USA)",2000-07-15,1142.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6339.0,USA,28.0,2000
655,6339,,Anzhela ATROSHCHENKO,1970-11-14,BLR,2,Tallinn (EST),1993-07-11,1142.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6339.0,EST,22.0,1993
659,6338,,Austra SKUJYTĖ,1979-08-12,LTU,1,Ribeira Brava (POR),2011-07-03,1141.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6338.0,POR,31.0,2011
660,6337,,Austra SKUJYTĖ,1979-08-12,LTU,1,Maribor (SLO),2007-07-08,1141.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6337.0,SLO,27.0,2007
660,6337,,Kateřina CACHOVÁ,1990-02-26,CZE,1,"Mestský Stadion Sletište, Kladno (CZE)",2017-06-18,1141.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6337.0,CZE,27.0,2017
660,6337,,Emma OOSTERWEGEL,1998-06-29,NED,4,"Mösle-Stadium, Götzis (AUT)",2024-05-19,1141.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6337.0,AUT,25.0,2024
660,6337,,Sharon DAY-MONROE,1985-06-09,USA,1,"Santa Barbara, CA (USA)",2012-04-03,1141.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6337.0,USA,26.0,2012
660,6337,,Lilli SCHWARZKOPF,1983-08-28,GER,4,"Mösle-Stadium, Götzis (AUT)",2009-05-31,1141.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6337.0,AUT,25.0,2009
660,6337,,Verena PREINER,1995-02-01,AUT,8,"Olympiastadion, Berlin (GER)",2018-08-10,1141.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6337.0,GER,23.0,2018
666,6336,,Tatyana GORDEYEVA,1973-06-03,RUS,5,Tula (RUS),2000-07-23,1141.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6336.0,RUS,27.0,2000
666,6336,,Rita INÁNCSI,1971-01-06,HUN,6,"Olympic Stadium, Atlanta, GA (USA)",1996-07-28,1141.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6336.0,USA,25.0,1996
668,6335,,Tatyana GORDEYEVA,1973-06-03,RUS,2,Krasnodar (RUS),1997-05-22,1141.0,heptathlon,combined-events,female,senior,heptathlon,mixed,6335.0,RUS,23.0,1997
