rank,mark,wind,competitor,dob,nationality,position,venue,date,result_score,discipline,type,sex,age_cat,normalized_discipline,track_field,mark_numeric,venue_country,age_at_event,season
3161,60.7,,Felicia ŢILEA-MOLDOVAN,1967-09-29,ROU,3,Plovdiv (BUL),2004-06-19,1091.0,javelin-throw,throws,female,senior,javelin-throw,field,60.7,BUL,36.0,2004
3161,60.7,,Mikaela INGBERG,1974-07-29,FIN,1,Kuortane (FIN),2007-08-12,1091.0,javelin-throw,throws,female,senior,javelin-throw,field,60.7,FIN,33.0,2007
3161,60.7,,Sava LIKA,1970-06-27,GRE,1,Athina (GRE),2008-05-09,1091.0,javelin-throw,throws,female,senior,javelin-throw,field,60.7,GRE,37.0,2008
3161,60.7,,Martina RATEJ,1981-11-02,SLO,1,Ljubljana (SLO),2010-08-29,1091.0,javelin-throw,throws,female,senior,javelin-throw,field,60.7,SLO,28.0,2010
3161,60.7,,Sara KOLAK,1995-06-22,CRO,1,Varaždin (CRO),2016-05-31,1091.0,javelin-throw,throws,female,senior,javelin-throw,field,60.7,CRO,20.0,2016
3161,60.7,,Yainelis RIBEAUX,1987-12-30,CUB,2,La Habana (CUB),2012-03-24,1091.0,javelin-throw,throws,female,senior,javelin-throw,field,60.7,CUB,24.0,2012
3161,60.7,,Sinta SPRUDZĀNE,1988-02-26,LAT,1,Bauska (LAT),2012-06-15,1091.0,javelin-throw,throws,female,senior,javelin-throw,field,60.7,LAT,24.0,2012
3161,60.7,,Katharina MOLITOR,1983-11-08,GER,3,"Stadio Guidobaldi, Rieti (ITA)",2014-09-07,1091.0,javelin-throw,throws,female,senior,javelin-throw,field,60.7,ITA,30.0,2014
3180,60.69,,Kimberley MICKLE,1984-12-28,AUS,1,Brisbane (AUS),2009-03-20,1091.0,javelin-throw,throws,female,senior,javelin-throw,field,60.69,AUS,24.0,2009
3180,60.69,,Madara PALAMEIKA,1987-06-18,LAT,1,Liepaja (LAT),2012-05-05,1091.0,javelin-throw,throws,female,senior,javelin-throw,field,60.69,LAT,24.0,2012
3180,60.69,,Jarmila KLIMEŠOVÁ,1981-02-09,CZE,2,Tábor (CZE),2008-07-04,1091.0,javelin-throw,throws,female,senior,javelin-throw,field,60.69,CZE,27.0,2008
3180,60.69,,Jucilene Sales DE LIMA,1990-09-14,BRA,1,Sao Bernardo do Campo (BRA),2015-05-31,1091.0,javelin-throw,throws,female,senior,javelin-throw,field,60.69,BRA,24.0,2015
3180,60.69,,Shiying LIU,1993-09-24,CHN,2,Suzhou (CHN),2015-09-23,1091.0,javelin-throw,throws,female,senior,javelin-throw,field,60.69,CHN,22.0,2015
3180,60.69,,Kylee CARTER,1997-06-10,USA,1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",2021-04-24,1091.0,javelin-throw,throws,female,senior,javelin-throw,field,60.69,USA,23.0,2021
3180,60.69,,Mackenzie LITTLE,1996-12-22,AUS,1,"Queensland Sport and Athletics Centre, Nathan, Brisbane (AUS)",2023-03-25,1091.0,javelin-throw,throws,female,senior,javelin-throw,field,60.69,AUS,26.0,2023
3180,60.69,,Rumyana KARAPETROVA,1982-02-07,BUL,1,Sofia (BUL),2005-05-20,1091.0,javelin-throw,throws,female,senior,javelin-throw,field,60.69,BUL,23.0,2005
3180,60.69,,Lili LIANG,1983-11-16,CHN,1,Shunde (CHN),2002-04-14,1091.0,javelin-throw,throws,female,senior,javelin-throw,field,60.69,CHN,18.0,2002
3180,60.69,,Nikolett SZABÓ,1980-03-03,HUN,1,"Olympisch Stadion, Amsterdam (NED)",2001-07-12,1091.0,javelin-throw,throws,female,senior,javelin-throw,field,60.69,NED,21.0,2001
3180,60.69,,Elizabeth GLEADLE,1988-12-05,CAN,5,"Hampden Park, Glasgow (GBR)",2014-07-30,1091.0,javelin-throw,throws,female,senior,javelin-throw,field,60.69,GBR,25.0,2014
3180,60.69,,Yuka SATO,1992-07-21,JPN,1,"Yanmar Stadium Nagai, Osaka (JPN)",2020-10-24,1091.0,javelin-throw,throws,female,senior,javelin-throw,field,60.69,JPN,28.0,2020
63,60.69,,Lili LIANG,1983-11-16,CHN,1,Shunde (CHN),2002-04-14,1091.0,javelin-throw,throws,female,u20,javelin-throw,field,60.69,CHN,18.0,2002
3192,60.68,,Mikaela INGBERG,1974-07-29,FIN,3,"Queensland Sport and Athletics Centre, Nathan, Brisbane (AUS)",2001-09-04,1091.0,javelin-throw,throws,female,senior,javelin-throw,field,60.68,AUS,27.0,2001
3192,60.68,,Laura WHITTINGHAM,1986-06-06,GBR,1,Bedford (GBR),2010-08-15,1091.0,javelin-throw,throws,female,senior,javelin-throw,field,60.68,GBR,24.0,2010
3192,60.68,,Kim KREINER,1977-07-26,USA,1,Rheinfelden (GER),2002-07-26,1091.0,javelin-throw,throws,female,senior,javelin-throw,field,60.68,GER,25.0,2002
3192,60.68,,Annu RANI,1992-08-29,IND,6f1,"ETSV Stadion, Offenburg (GER)",2024-05-12,1091.0,javelin-throw,throws,female,senior,javelin-throw,field,60.68,GER,31.0,2024
3192,60.68,,Yulenmis AGUILAR,1996-08-03,CUB,1,"Estadio de Atletismo del Turia, Valencia (ESP)",2024-05-04,1091.0,javelin-throw,throws,female,senior,javelin-throw,field,60.68,ESP,27.0,2024
3192,60.68,,Jucilene Sales DE LIMA,1990-09-14,BRA,2,"COTP Stadium, São Paulo (BRA)",2023-07-30,1091.0,javelin-throw,throws,female,senior,javelin-throw,field,60.68,BRA,32.0,2023
3192,60.68,,Barbora ŠPOTÁKOVÁ,1981-06-30,CZE,3,"Olympiastadion, München (GER)",2022-08-20,1091.0,javelin-throw,throws,female,senior,javelin-throw,field,60.68,GER,41.0,2022
3192,60.68,,Tori PEETERS,1994-05-17,NZL,2,"Aquatic and Recreation Centre, Mackay (AUS)",2022-06-07,1091.0,javelin-throw,throws,female,senior,javelin-throw,field,60.68,AUS,28.0,2022
3192,60.68,,Anna WESSMAN,1989-10-09,SWE,1,Linköping (SWE),2017-05-25,1091.0,javelin-throw,throws,female,senior,javelin-throw,field,60.68,SWE,27.0,2017
3192,60.68,,Kathryn MITCHELL,1982-07-10,AUS,3,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",2016-05-22,1091.0,javelin-throw,throws,female,senior,javelin-throw,field,60.68,MAR,33.0,2016
3192,60.68,,Mariya ABAKUMOVA,1986-01-15,RUS,1,Viljandi (EST),2015-07-19,1091.0,javelin-throw,throws,female,senior,javelin-throw,field,60.68,EST,29.0,2015
3192,60.68,,Katharina MOLITOR,1983-11-08,GER,3,Ulm (GER),2013-07-07,1091.0,javelin-throw,throws,female,senior,javelin-throw,field,60.68,GER,29.0,2013
3192,60.68,,Kimberley MICKLE,1984-12-28,AUS,1,Sydney (AUS),2009-02-28,1091.0,javelin-throw,throws,female,senior,javelin-throw,field,60.68,AUS,24.0,2009
3192,60.68,,Olisdeilys MENÉNDEZ,1979-11-14,CUB,2,Uberlandia (BRA),2008-05-11,1091.0,javelin-throw,throws,female,senior,javelin-throw,field,60.68,BRA,28.0,2008
3192,60.68,,Dan SONG,1990-07-05,CHN,1,Chengdu (CHN),2008-03-30,1091.0,javelin-throw,throws,female,senior,javelin-throw,field,60.68,CHN,17.0,2008
3192,60.68,,Barbora ŠPOTÁKOVÁ,1981-06-30,CZE,1,Sušice (CZE),2007-09-08,1091.0,javelin-throw,throws,female,senior,javelin-throw,field,60.68,CZE,26.0,2007
3192,60.68,,Linda STAHL,1985-10-02,GER,3,Leverkusen (GER),2007-08-10,1091.0,javelin-throw,throws,female,senior,javelin-throw,field,60.68,GER,21.0,2007
3192,60.68,,Sonia BISSET,1971-04-01,CUB,2,Rio de Janeiro (BRA),2007-07-27,1091.0,javelin-throw,throws,female,senior,javelin-throw,field,60.68,BRA,36.0,2007
3192,60.68,,Steffi NERIUS,1972-07-01,GER,2,"Boudewijnstadion, Bruxelles (BEL)",2003-09-05,1091.0,javelin-throw,throws,female,senior,javelin-throw,field,60.68,BEL,31.0,2003
3192,60.68,,Laverne EVE,1965-06-16,BAH,2,Santo Domingo (DOM),2003-08-07,1091.0,javelin-throw,throws,female,senior,javelin-throw,field,60.68,DOM,38.0,2003
64,60.68,,Dan SONG,1990-07-05,CHN,1,Chengdu (CHN),2008-03-30,1091.0,javelin-throw,throws,female,u20,javelin-throw,field,60.68,CHN,17.0,2008
3212,60.67,,Xiaowei DU,1987-08-11,CHN,3,Zhaoqing (CHN),2012-04-14,1090.0,javelin-throw,throws,female,senior,javelin-throw,field,60.67,CHN,24.0,2012
3212,60.67,,Petra SIČAKOVÁ,2003-04-14,CZE,1,"Mestský Stadion Sletište, Kladno (CZE)",2024-05-22,1090.0,javelin-throw,throws,female,senior,javelin-throw,field,60.67,CZE,21.0,2024
3212,60.67,,Yulenmis AGUILAR,1996-08-03,CUB,1,"Estadi Olímpic Camilo Cano, La Nucia (ESP)",2022-06-11,1090.0,javelin-throw,throws,female,senior,javelin-throw,field,60.67,ESP,25.0,2022
3212,60.67,,Réka SZILÁGYI,1996-01-19,HUN,1,"Gyulai István Atlétika Stadion, Debrecen (HUN)",2021-06-27,1090.0,javelin-throw,throws,female,senior,javelin-throw,field,60.67,HUN,25.0,2021
3212,60.67,,Ásdís HJÁLMSDÓTTIR,1985-10-28,ISL,2,"Hadar Yosef Stadium, Tel Aviv (ISR)",2017-06-24,1090.0,javelin-throw,throws,female,senior,javelin-throw,field,60.67,ISR,31.0,2017
3212,60.67,,Mathilde ANDRAUD,1989-04-28,FRA,1f1,Salon-de-Provence (FRA),2015-10-11,1090.0,javelin-throw,throws,female,senior,javelin-throw,field,60.67,FRA,26.0,2015
3212,60.67,,Lingyu LI,1989-01-26,CHN,3,Wuhan (CHN),2012-04-28,1090.0,javelin-throw,throws,female,senior,javelin-throw,field,60.67,CHN,23.0,2012
3212,60.67,,Yekaterina IVAKINA-KRASNIKOVA,1964-12-07,RUS,2,Caorle (ITA),1999-07-10,1090.0,javelin-throw,throws,female,senior,javelin-throw,field,60.67,ITA,34.0,1999
3212,60.67,,Goldie SAYERS,1982-07-16,GBR,4q1,"Olympiastadion, Helsinki (FIN)",2005-08-12,1090.0,javelin-throw,throws,female,senior,javelin-throw,field,60.67,FIN,23.0,2005
3212,60.67,,Ana Mirela TERMURE,1975-01-13,ROU,4,Villeneuve d'Ascq (FRA),2001-06-17,1090.0,javelin-throw,throws,female,senior,javelin-throw,field,60.67,FRA,26.0,2001
3212,60.67,,Nora Aida BICET,1977-10-29,CUB,2,La Habana (CUB),2000-07-30,1090.0,javelin-throw,throws,female,senior,javelin-throw,field,60.67,CUB,22.0,2000
3212,60.67,,Isel LÓPEZ,1970-07-11,CUB,2,La Habana (CUB),1999-05-15,1090.0,javelin-throw,throws,female,senior,javelin-throw,field,60.67,CUB,28.0,1999
3212,60.67,,Valeriya ZABRUSKOVA,1975-07-29,RUS,6,"Stade Louis II, Monaco (MON)",2003-09-13,1090.0,javelin-throw,throws,female,senior,javelin-throw,field,60.67,MON,28.0,2003
3225,60.66,,Sofi FLINK,1995-07-08,SWE,1,Stockholm (SWE),2013-09-07,1090.0,javelin-throw,throws,female,senior,javelin-throw,field,60.66,SWE,18.0,2013
3225,60.66,,Tatsiana KHALADOVICH,1991-06-21,BLR,1,"Dinamo National Olympic Stadium, Minsk (BLR)",2024-06-28,1090.0,javelin-throw,throws,female,senior,javelin-throw,field,60.66,BLR,33.0,2024
3225,60.66,,Kara WINGER,1986-04-10,USA,5,"Stadion Wankdorf, Bern (SUI)",2021-08-21,1090.0,javelin-throw,throws,female,senior,javelin-throw,field,60.66,SUI,35.0,2021
3225,60.66,,Martina RATEJ,1981-11-02,SLO,1,Las Palmas (ESP),2017-03-12,1090.0,javelin-throw,throws,female,senior,javelin-throw,field,60.66,ESP,35.0,2017
3225,60.66,,Mariya ABAKUMOVA,1986-01-15,RUS,8,"Shanghai Stadium, Shanghai (CHN)",2015-05-17,1090.0,javelin-throw,throws,female,senior,javelin-throw,field,60.66,CHN,29.0,2015
3225,60.66,,Lingyu LI,1989-01-26,CHN,4f1,Halle (GER),2014-05-17,1090.0,javelin-throw,throws,female,senior,javelin-throw,field,60.66,GER,25.0,2014
3225,60.66,,Yanet CRUZ,1988-02-08,CUB,2,"Mangueirão, Belém (BRA)",2009-05-24,1090.0,javelin-throw,throws,female,senior,javelin-throw,field,60.66,BRA,21.0,2009
3225,60.66,,Sunette VILJOEN,1983-10-06,RSA,4,"Olympiastadion, Berlin (GER)",2010-08-22,1090.0,javelin-throw,throws,female,senior,javelin-throw,field,60.66,GER,26.0,2010
3225,60.66,,Kimberley MICKLE,1984-12-28,AUS,1,Perth (AUS),2010-04-17,1090.0,javelin-throw,throws,female,senior,javelin-throw,field,60.66,AUS,25.0,2010
3225,60.66,,Laverne EVE,1965-06-16,BAH,1,"Crystal Palace, London (GBR)",2005-07-22,1090.0,javelin-throw,throws,female,senior,javelin-throw,field,60.66,GBR,40.0,2005
3225,60.66,,Steffi NERIUS,1972-07-01,GER,1,Stendal (GER),2002-08-24,1090.0,javelin-throw,throws,female,senior,javelin-throw,field,60.66,GER,30.0,2002
3225,60.66,,Oksana MAKAROVA,1970-07-21,RUS,5,Leverkusen (GER),1999-09-05,1090.0,javelin-throw,throws,female,senior,javelin-throw,field,60.66,GER,29.0,1999
65,60.66,,Sofi FLINK,1995-07-08,SWE,1,Stockholm (SWE),2013-09-07,1090.0,javelin-throw,throws,female,u20,javelin-throw,field,60.66,SWE,18.0,2013
3225,60.66,,Momone UEDA,1999-06-27,JPN,2,"National Stadium, Tokyo (JPN)",2025-05-18,1090.0,javelin-throw,throws,female,senior,javelin-throw,field,60.66,JPN,25.0,2025
28,60.66,,Elina TZENGKO,2002-09-02,GRE,1ce,Thessaloniki (GRE),2019-04-24,,javelin-throw-500g,throws,female,u18,javelin-throw,field,60.66,GRE,16.0,2019
3238,60.65,,Jucilene Sales DE LIMA,1990-09-14,BRA,1,"COTP Stadium, São Paulo (BRA)",2023-03-11,1090.0,javelin-throw,throws,female,senior,javelin-throw,field,60.65,BRA,32.0,2023
3238,60.65,,Chunhua LIU,1986-10-01,CHN,1,Zhaoqing (CHN),2011-04-23,1090.0,javelin-throw,throws,female,senior,javelin-throw,field,60.65,CHN,24.0,2011
3238,60.65,,Jo-Ane VAN DYK,1997-10-03,RSA,1,"Cote d'Or National Sports Complex, St Pierre (MRI)",2022-06-11,1090.0,javelin-throw,throws,female,senior,javelin-throw,field,60.65,MRI,24.0,2022
3238,60.65,,Nikolett SZABÓ,1980-03-03,HUN,3,Linz (AUT),2004-08-02,1090.0,javelin-throw,throws,female,senior,javelin-throw,field,60.65,AUT,24.0,2004
3238,60.65,,Sonia BISSET,1971-04-01,CUB,1,La Habana (CUB),2005-05-05,1090.0,javelin-throw,throws,female,senior,javelin-throw,field,60.65,CUB,34.0,2005
3238,60.65,,Sonia BISSET,1971-04-01,CUB,2,La Habana (CUB),2006-05-06,1090.0,javelin-throw,throws,female,senior,javelin-throw,field,60.65,CUB,35.0,2006
3238,60.65,,Zahra BANI,1979-12-31,ITA,2,Pescara (ITA),2009-07-02,1090.0,javelin-throw,throws,female,senior,javelin-throw,field,60.65,ITA,29.0,2009
3238,60.65,,Chunhua LIU,1986-10-01,CHN,1,Jinan (CHN),2009-10-23,1090.0,javelin-throw,throws,female,senior,javelin-throw,field,60.65,CHN,23.0,2009
3238,60.65,,Lingyu LI,1989-01-26,CHN,1,Pune (IND),2013-07-06,1090.0,javelin-throw,throws,female,senior,javelin-throw,field,60.65,IND,24.0,2013
3238,60.65,,Gedly TUGI,2001-09-11,EST,2,"Rannastaadion, Pärnu (EST)",2023-07-02,1090.0,javelin-throw,throws,female,senior,javelin-throw,field,60.65,EST,21.0,2023
3238,60.65,,Martina RATEJ,1981-11-02,SLO,6,"Olympisch Stadion, Amsterdam (NED)",2016-07-09,1090.0,javelin-throw,throws,female,senior,javelin-throw,field,60.65,NED,34.0,2016
3238,60.65,,Tatsiana KHALADOVICH,1991-06-21,BLR,1,Brest (BLR),2014-05-31,1090.0,javelin-throw,throws,female,senior,javelin-throw,field,60.65,BLR,22.0,2014
3238,60.65,,Yuki EBIHARA,1985-10-28,JPN,1,Hiroshima (JPN),2017-04-29,1090.0,javelin-throw,throws,female,senior,javelin-throw,field,60.65,JPN,31.0,2017
3238,60.65,,Brittany BORMAN,1989-07-01,USA,1,"San Diego, CA (USA)",2015-04-25,1090.0,javelin-throw,throws,female,senior,javelin-throw,field,60.65,USA,25.0,2015
3238,60.65,,Tatjana JELAČA,1990-08-10,SRB,1,Kragujevac (SRB),2014-08-03,1090.0,javelin-throw,throws,female,senior,javelin-throw,field,60.65,SRB,23.0,2014
3253,60.64,,Nadeeka LAKMALI,1981-09-18,SRI,1,Colombo (SRI),2013-07-17,1090.0,javelin-throw,throws,female,senior,javelin-throw,field,60.64,SRI,31.0,2013
66,60.64,,Līna MŪZE,1992-12-04,LAT,1,Riga (LAT),2011-06-02,1090.0,javelin-throw,throws,female,u20,javelin-throw,field,60.64,LAT,18.0,2011
3253,60.64,,Haruka KITAGUCHI,1998-03-16,JPN,2,Domažlice (CZE),2019-09-01,1090.0,javelin-throw,throws,female,senior,javelin-throw,field,60.64,CZE,21.0,2019
3253,60.64,,Yuki EBIHARA,1985-10-28,JPN,1,Osaka (JPN),2017-06-24,1090.0,javelin-throw,throws,female,senior,javelin-throw,field,60.64,JPN,31.0,2017
3253,60.64,,Martina RATEJ,1981-11-02,SLO,3,"Hadar Yosef Stadium, Tel Aviv (ISR)",2017-06-24,1090.0,javelin-throw,throws,female,senior,javelin-throw,field,60.64,ISR,35.0,2017
3253,60.64,,Xiomara RIVERO,1968-12-22,CUB,3,La Habana (CUB),2000-07-30,1090.0,javelin-throw,throws,female,senior,javelin-throw,field,60.64,CUB,31.0,2000
3253,60.64,,Linda STAHL,1985-10-02,GER,4,"Boudewijnstadion, Bruxelles (BEL)",2014-09-05,1090.0,javelin-throw,throws,female,senior,javelin-throw,field,60.64,BEL,28.0,2014
3253,60.64,,Katharina MOLITOR,1983-11-08,GER,5,"Olympiastadion, Berlin (GER)",2010-08-22,1090.0,javelin-throw,throws,female,senior,javelin-throw,field,60.64,GER,26.0,2010
3253,60.64,,Ning MA,1983-11-04,CHN,1,Nanjing (CHN),2005-10-17,1090.0,javelin-throw,throws,female,senior,javelin-throw,field,60.64,CHN,21.0,2005
3253,60.64,,Felicia ŢILEA-MOLDOVAN,1967-09-29,ROU,1,Bucureşti (ROU),2004-08-08,1090.0,javelin-throw,throws,female,senior,javelin-throw,field,60.64,ROU,36.0,2004
3253,60.64,,Sonia BISSET,1971-04-01,CUB,2q2,"Stade de France, Paris-St-Denis (FRA)",2003-08-28,1090.0,javelin-throw,throws,female,senior,javelin-throw,field,60.64,FRA,32.0,2003
3253,60.64,,Nikolett SZABÓ,1980-03-03,HUN,2,Ljubljana (SLO),2002-06-01,1090.0,javelin-throw,throws,female,senior,javelin-throw,field,60.64,SLO,22.0,2002
3253,60.64,,Jianhua WEI,1979-03-23,CHN,4q2,"Olympic Stadium, Sydney (AUS)",2000-09-29,1090.0,javelin-throw,throws,female,senior,javelin-throw,field,60.64,AUS,21.0,2000
3253,60.64,,Līna MŪZE,1992-12-04,LAT,1,Riga (LAT),2011-06-02,1090.0,javelin-throw,throws,female,senior,javelin-throw,field,60.64,LAT,18.0,2011
3266,60.63,,Hanna HATSKO-FEDUSOVA,1990-10-03,UKR,1,Kyiv (UKR),2014-06-04,1090.0,javelin-throw,throws,female,senior,javelin-throw,field,60.63,UKR,23.0,2014
3266,60.63,,Kelsey-Lee BARBER,1991-09-20,AUS,3,"Aquatic and Recreation Centre, Mackay (AUS)",2022-06-07,1090.0,javelin-throw,throws,female,senior,javelin-throw,field,60.63,AUS,30.0,2022
3266,60.63,,Margaryta DOROZHON,1987-09-04,ISR,3,"FBK Stadium, Hengelo (NED)",2017-06-11,1090.0,javelin-throw,throws,female,senior,javelin-throw,field,60.63,NED,29.0,2017
3266,60.63,,Lingyu LI,1989-01-26,CHN,3,"Mestský Stadion, Ostrava (CZE)",2015-05-26,1090.0,javelin-throw,throws,female,senior,javelin-throw,field,60.63,CZE,26.0,2015
3266,60.63,,Victoria HUDSON,1996-05-28,AUT,1,"Centro Sportivo Saletti, Nembro (ITA)",2022-08-02,1090.0,javelin-throw,throws,female,senior,javelin-throw,field,60.63,ITA,26.0,2022
3266,60.63,,Urszula JASIŃSKA-PIWNICKA,1983-12-06,POL,3,Bangkok (THA),2007-08-14,1090.0,javelin-throw,throws,female,senior,javelin-throw,field,60.63,THA,23.0,2007
3266,60.63,,Mareike RITTWEG,1984-06-01,GER,2,Schönebeck (GER),2007-06-10,1090.0,javelin-throw,throws,female,senior,javelin-throw,field,60.63,GER,23.0,2007
3266,60.63,,Mikaela INGBERG,1974-07-29,FIN,2,Lapua (FIN),2003-06-14,1090.0,javelin-throw,throws,female,senior,javelin-throw,field,60.63,FIN,28.0,2003
3266,60.63,,Kathryn MITCHELL,1982-07-10,AUS,4,"Olympiastadion, Stockholm (SWE)",2013-08-22,1090.0,javelin-throw,throws,female,senior,javelin-throw,field,60.63,SWE,31.0,2013
3266,60.63,,Christina OBERGFÖLL,1981-08-22,GER,5,"Gottlieb-Daimler Stadion, Stuttgart (GER)",2006-09-09,1090.0,javelin-throw,throws,female,senior,javelin-throw,field,60.63,GER,25.0,2006
3266,60.63,,Laverne EVE,1965-06-16,BAH,3,"FBK Stadium, Hengelo (NED)",2004-05-31,1090.0,javelin-throw,throws,female,senior,javelin-throw,field,60.63,NED,38.0,2004
3277,60.62,,María de la Caridad ÁLVAREZ,1975-08-30,CUB,1,La Habana (CUB),2000-07-06,1089.0,javelin-throw,throws,female,senior,javelin-throw,field,60.62,CUB,24.0,2000
3277,60.62,,Laila FERRER,1982-07-30,BRA,,Celje (SLO),2018-07-14,1089.0,javelin-throw,throws,female,senior,javelin-throw,field,60.62,SLO,35.0,2018
67,60.62,,Adriana VILAGOŠ,2004-01-02,SRB,1q2,"Kadrioru staadion, Tallinn (EST)",2021-07-17,1089.0,javelin-throw,throws,female,u20,javelin-throw,field,60.62,EST,17.0,2021
3277,60.62,,Sava LIKA,1970-06-27,GRE,1,Rethymno (GRE),2007-07-18,1089.0,javelin-throw,throws,female,senior,javelin-throw,field,60.62,GRE,37.0,2007
3277,60.62,,Adriana VILAGOŠ,2004-01-02,SRB,1q2,"Kadrioru staadion, Tallinn (EST)",2021-07-17,1089.0,javelin-throw,throws,female,senior,javelin-throw,field,60.62,EST,17.0,2021
3277,60.62,,Adriana VILAGOŠ,2004-01-02,SRB,1,"Atletski Stadion, Kraljevo (SRB)",2023-07-22,1089.0,javelin-throw,throws,female,senior,javelin-throw,field,60.62,SRB,19.0,2023
3277,60.62,,Elizabeth GLEADLE,1988-12-05,CAN,1,Ottawa (CAN),2017-07-07,1089.0,javelin-throw,throws,female,senior,javelin-throw,field,60.62,CAN,28.0,2017
3277,60.62,,Elizabeth GLEADLE,1988-12-05,CAN,1,Moncton (CAN),2014-06-28,1089.0,javelin-throw,throws,female,senior,javelin-throw,field,60.62,CAN,25.0,2014
3277,60.62,,Madara PALAMEIKA,1987-06-18,LAT,4q1,"Olympic Stadium, London (GBR)",2012-08-07,1089.0,javelin-throw,throws,female,senior,javelin-throw,field,60.62,GBR,25.0,2012
3277,60.62,,Mercedes CHILLA,1980-01-19,ESP,1,Alcobendas (ESP),2011-04-30,1089.0,javelin-throw,throws,female,senior,javelin-throw,field,60.62,ESP,31.0,2011
3277,60.62,,Monica STOIAN,1982-08-25,ROU,4,"Stade Olympique de la Pontaise, Lausanne (SUI)",2009-07-07,1089.0,javelin-throw,throws,female,senior,javelin-throw,field,60.62,SUI,26.0,2009
67,60.62,,Adriana VILAGOŠ,2004-01-02,SRB,1,"Atletski Stadion, Kraljevo (SRB)",2023-07-22,1089.0,javelin-throw,throws,female,u20,javelin-throw,field,60.62,SRB,19.0,2023
3287,60.61,,Yulenmis AGUILAR,1996-08-03,CUB,3,"Stade Charléty, Paris (FRA)",2023-06-09,1089.0,javelin-throw,throws,female,senior,javelin-throw,field,60.61,FRA,26.0,2023
3287,60.61,,Maria ANDREJCZYK,1996-03-09,POL,1q2,"Stadio Olimpico, Roma (ITA)",2024-06-10,1089.0,javelin-throw,throws,female,senior,javelin-throw,field,60.61,ITA,28.0,2024
3287,60.61,,Marie-Therese OBST,1996-01-07,NOR,2,"Malmö Stadion, Malmö (SWE)",2024-05-18,1089.0,javelin-throw,throws,female,senior,javelin-throw,field,60.61,SWE,28.0,2024
3287,60.61,,Huihui LYU,1989-06-26,CHN,3,"Guoxin Sports Center, Qingdao (CHN)",2024-05-14,1089.0,javelin-throw,throws,female,senior,javelin-throw,field,60.61,CHN,34.0,2024
3287,60.61,,Sunette VILJOEN,1983-10-06,RSA,5,"Stadio Olimpico, Roma (ITA)",2011-05-26,1089.0,javelin-throw,throws,female,senior,javelin-throw,field,60.61,ITA,27.0,2011
3287,60.61,,Kelsey-Lee BARBER,1991-09-20,AUS,3,"Stadion Śląski, Chorzów (POL)",2021-09-05,1089.0,javelin-throw,throws,female,senior,javelin-throw,field,60.61,POL,29.0,2021
3287,60.61,,Nikola OGRODNÍKOVÁ,1990-08-18,CZE,2,"Kuortaneen keskusurheilukenttä, Kuortane (FIN)",2020-08-01,1089.0,javelin-throw,throws,female,senior,javelin-throw,field,60.61,FIN,29.0,2020
3287,60.61,,Tatsiana KHALADOVICH,1991-06-21,BLR,1,"RTSOP, Minsk (BLR)",2020-06-26,1089.0,javelin-throw,throws,female,senior,javelin-throw,field,60.61,BLR,29.0,2020
3287,60.61,,Ariana INCE,1989-03-14,USA,2,"Bradenton, FL (USA)",2017-05-07,1089.0,javelin-throw,throws,female,senior,javelin-throw,field,60.61,USA,28.0,2017
3287,60.61,,Linda STAHL,1985-10-02,GER,1,"Moratalaz, Madrid (ESP)",2013-07-13,1089.0,javelin-throw,throws,female,senior,javelin-throw,field,60.61,ESP,27.0,2013
3287,60.61,,Sunette VILJOEN,1983-10-06,RSA,1f1,Durban (RSA),2009-02-06,1089.0,javelin-throw,throws,female,senior,javelin-throw,field,60.61,RSA,25.0,2009
3287,60.61,,Christina OBERGFÖLL,1981-08-22,GER,3,Halle (GER),2002-05-11,1089.0,javelin-throw,throws,female,senior,javelin-throw,field,60.61,GER,20.0,2002
3287,60.61,,Mirela MANJANI,1976-12-21,GRE,1,Agios Kosmas (GRE),2003-05-17,1089.0,javelin-throw,throws,female,senior,javelin-throw,field,60.61,GRE,26.0,2003
3287,60.61,,Sonia BISSET,1971-04-01,CUB,2,Alcalá de Henáres (ESP),2006-06-24,1089.0,javelin-throw,throws,female,senior,javelin-throw,field,60.61,ESP,35.0,2006
3301,60.6,,Justine ROBBESON,1985-05-15,RSA,1,Bambous (MRI),2006-08-12,1089.0,javelin-throw,throws,female,senior,javelin-throw,field,60.6,MRI,21.0,2006
3301,60.6,,Sara KOLAK,1995-06-22,CRO,4,"Todoroki Stadium, Kawasaki (JPN)",2016-05-08,1089.0,javelin-throw,throws,female,senior,javelin-throw,field,60.6,JPN,20.0,2016
3301,60.6,,Juleisy ANGULO,2001-01-02,ECU,3,"CNDA, Bragança Paulista (BRA)",2023-05-07,1089.0,javelin-throw,throws,female,senior,javelin-throw,field,60.6,BRA,22.0,2023
3301,60.6,,Tori PEETERS,1994-05-17,NZL,1,"Newtown Park Stadium, Wellington (NZL)",2023-03-03,1089.0,javelin-throw,throws,female,senior,javelin-throw,field,60.6,NZL,28.0,2023
3301,60.6,,Kelsey-Lee BARBER,1991-09-20,AUS,5,"Stade Charléty, Paris (FRA)",2022-06-18,1089.0,javelin-throw,throws,female,senior,javelin-throw,field,60.6,FRA,30.0,2022
